.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat
mumblingfoundersubsonic@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-06-20,2021-06-20 23:46:00 CDT,GMT-05:00,1624250760300,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,25,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-06-21,2021-06-21 23:15:00 CDT,GMT-05:00,1624335300163,Completed,2021-06-21,2021-06-21 23:16:18 CDT,1624335378292,1,set_1,24,9,Moderately,Not at all,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,No,No,0,A little,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-06-23,2021-06-23 00:26:00 CDT,GMT-05:00,1624425960219,Completed,2021-06-23,2021-06-23 00:27:32 CDT,1624426052583,1,set_3,23,9,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Extremely,Quite a bit,Quite a bit,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,Quite a bit,Probably will not,Not really,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-06-24/phone_promptresponse_clean_2021-06-24.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-06-24,2021-06-24 00:44:00 CDT,GMT-05:00,1624513440125,Completed,2021-06-24,2021-06-24 00:45:07 CDT,1624513507232,1,set_4,24,9,Moderately,Not at all,Not at all,Quite a bit,A little,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-06-24/phone_promptresponse_clean_2021-06-24.csv,52,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-06-24,2021-06-24 22:12:00 CDT,GMT-05:00,1624590720133,Completed,2021-06-24,2021-06-24 23:12:02 CDT,1624594322303,2,set_3,23,9,Moderately,Not at all,Moderately,A little,Not at all,Quite a bit,Extremely,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-06-25/phone_promptresponse_clean_2021-06-25.csv,25,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-06-25,2021-06-25 23:49:00 CDT,GMT-05:00,1624682940172,Completed,2021-06-25,2021-06-25 23:50:12 CDT,1624683012347,1,set_2,23,9,Moderately,A little,Quite a bit,A little,A little,Quite a bit,Extremely,Quite a bit,Moderately,A little,Moderately,Quite a bit,Quite a bit,A little,No,Yes,0,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-06-26/phone_promptresponse_clean_2021-06-26.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-06-26,2021-06-26 23:30:00 CDT,GMT-05:00,1624768200181,Completed,2021-06-26,2021-06-26 23:31:44 CDT,1624768304318,1,set_4,23,9,Quite a bit,Not at all,Moderately,A little,A little,Quite a bit,Quite a bit,Not at all,A little,A little,Moderately,Moderately,A little,A little,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really
mumblingfoundersubsonic@timestudy_com/2021-06-27/phone_promptresponse_clean_2021-06-27.csv,27,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-06-27,2021-06-27 22:47:00 CDT,GMT-05:00,1624852020253,Completed,2021-06-27,2021-06-27 22:50:23 CDT,1624852223322,1,set_4,48,9,A little,A little,Moderately,A little,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,Quite a bit,Quite a bit,A little,Yes,Did not have to work today,0,,,,,,,,Sort of,No,Sort of,No,,,,Sort of,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,2 days,More,More,More,Moderate,Very little,Not at all,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,1,2,2021-06-29,2021-06-29 01:12:00 CDT,GMT-05:00,1624947120124,Completed,2021-06-29,2021-06-29 01:13:41 CDT,1624947221909,1,set_1,25,9,Moderately,Not at all,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,A little,No,Yes,0,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,
mumblingfoundersubsonic@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,1,2,2021-06-30,2021-06-30 01:28:00 CDT,GMT-05:00,1625034480170,Completed,2021-06-30,2021-06-30 01:35:51 CDT,1625034951180,2,set_4,24,9,Moderately,Not at all,A little,Moderately,Not at all,Quite a bit,Moderately,Quite a bit,A little,Moderately,Moderately,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little bit,A little,Might,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-01/phone_promptresponse_clean_2021-07-01.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-07-01,2021-07-01 00:23:00 CDT,GMT-05:00,1625116980286,Completed,2021-07-01,2021-07-01 01:41:49 CDT,1625121709040,2,set_4,23,9,A little,Not at all,Moderately,Not at all,A little,Moderately,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
mumblingfoundersubsonic@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-07-02,2021-07-02 00:35:00 CDT,GMT-05:00,1625204100191,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-02,2021-07-02 23:42:00 CDT,GMT-05:00,1625287320234,Completed,2021-07-02,2021-07-02 23:43:04 CDT,1625287384805,1,set_2,23,9,Moderately,Not at all,A little,Moderately,A little,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,A little,No,No,0,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-07-04,2021-07-04 00:26:00 CDT,GMT-05:00,1625376360131,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-07-04,2021-07-04 22:33:00 CDT,GMT-05:00,1625455980174,Completed,2021-07-04,2021-07-04 22:55:50 CDT,1625457350166,2,set_4,47,9,Moderately,Not at all,A little,Quite a bit,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,No,No,0,,,,,,,,Sort of,No,Not really,No,,,,Sort of,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,1 day,More,Less,Neither more nor less,Moderate,Very little,,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-05/phone_promptresponse_clean_2021-07-05.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-07-05,2021-07-05 22:25:00 CDT,GMT-05:00,1625541900195,Completed,2021-07-05,2021-07-05 22:39:21 CDT,1625542761637,2,set_3,24,9,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,A little,A little,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-07-06,2021-07-06 22:30:00 CDT,GMT-05:00,1625628600167,Completed,2021-07-06,2021-07-06 22:39:54 CDT,1625629194815,2,set_4,23,9,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Extremely,Quite a bit,Quite a bit,A little,A little,Quite a bit,Quite a bit,A little,Yes,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-07/phone_promptresponse_clean_2021-07-07.csv,31,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-07,2021-07-07 23:35:47 CDT,GMT-05:00,1625718947082,Completed,2021-07-07,2021-07-07 23:36:53 CDT,1625719013414,1,set_1,25,9,Quite a bit,Not at all,Moderately,A little,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,A little,Quite a bit,Quite a bit,Not at all,Yes,Yes,0,Quite a bit,Probably will,Not really,No,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
mumblingfoundersubsonic@timestudy_com/2021-07-08/phone_promptresponse_clean_2021-07-08.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-08,2021-07-08 23:37:00 CDT,GMT-05:00,1625805420146,Completed,2021-07-08,2021-07-08 23:38:01 CDT,1625805481932,1,set_4,24,9,Quite a bit,A little,Moderately,Not at all,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-10/phone_promptresponse_clean_2021-07-10.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-07-10,2021-07-10 00:20:00 CDT,GMT-05:00,1625894400134,Completed,2021-07-10,2021-07-10 00:21:17 CDT,1625894477972,1,set_2,23,9,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,A little,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-10/phone_promptresponse_clean_2021-07-10.csv,22,mumblingfoundersubsonic,Daily,BURST,RANDOM,22,23,2021-07-10,2021-07-10 22:46:00 CDT,GMT-05:00,1625975160131,Completed,2021-07-10,2021-07-10 22:46:59 CDT,1625975219206,1,set_1,24,9,Moderately,Not at all,Not at all,Moderately,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,A little,Might,Not really,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-11/phone_promptresponse_clean_2021-07-11.csv,20,mumblingfoundersubsonic,Daily,BURST,RANDOM,22,23,2021-07-11,2021-07-11 22:16:00 CDT,GMT-05:00,1626059760163,Completed,2021-07-11,2021-07-11 22:20:07 CDT,1626060007421,1,set_3,47,9,Quite a bit,Not at all,A little,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,A little,Not at all,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,Sort of,No,Sort of,No,Quite a bit,Probably will,Yes,Sort of,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,2 days,Less,A lot more,Neither more nor less,Moderate,Very little,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-13/phone_promptresponse_clean_2021-07-13.csv,1,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-07-13,2021-07-13 00:44:00 CDT,GMT-05:00,1626155040200,Completed,2021-07-13,2021-07-13 00:45:36 CDT,1626155136195,0,set_3,23,9,Moderately,Not at all,A little,Moderately,Not at all,A little,Quite a bit,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-13/phone_promptresponse_clean_2021-07-13.csv,23,mumblingfoundersubsonic,Daily,BURST,RANDOM,22,23,2021-07-13,2021-07-13 22:47:00 CDT,GMT-05:00,1626234420189,Completed,2021-07-13,2021-07-13 22:48:18 CDT,1626234498961,1,set_1,26,9,Moderately,Not at all,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,Very much so,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,
mumblingfoundersubsonic@timestudy_com/2021-07-14/phone_promptresponse_clean_2021-07-14.csv,17,mumblingfoundersubsonic,Daily,TIME,RANDOM,18,19,2021-07-14,2021-07-14 18:44:00 CDT,GMT-05:00,1626306240138,Completed,2021-07-14,2021-07-14 18:45:13 CDT,1626306313988,1,set_3,24,9,Moderately,Not at all,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-15/phone_promptresponse_clean_2021-07-15.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-15,2021-07-15 23:40:00 CDT,GMT-05:00,1626410400382,Completed,2021-07-15,2021-07-15 23:41:03 CDT,1626410463158,1,set_2,23,9,Moderately,A little,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,A little,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-16/phone_promptresponse_clean_2021-07-16.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-16,2021-07-16 23:35:00 CDT,GMT-05:00,1626496500214,Completed,2021-07-16,2021-07-16 23:43:13 CDT,1626496993725,2,set_3,23,9,Quite a bit,Not at all,Not at all,Moderately,A little,Quite a bit,Extremely,Extremely,Quite a bit,Moderately,A little,Very much so,Quite a bit,A little,No,No,0,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-18/phone_promptresponse_clean_2021-07-18.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-07-18,2021-07-18 00:35:00 CDT,GMT-05:00,1626586500150,Completed,2021-07-18,2021-07-18 00:38:19 CDT,1626586699906,1,set_1,49,9,Quite a bit,A little,Quite a bit,A little,A little,Quite a bit,Extremely,Extremely,Very much so,Quite a bit,A little,Quite a bit,Quite a bit,A little,No,No,0,A little,Probably will,Sort of,No,,,,Not really,No,Sort of,Yes,,,,Sort of,Sort of,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,1 day,Less,More,More,Very little,Moderate,A little bit,,,
mumblingfoundersubsonic@timestudy_com/2021-07-19/phone_promptresponse_clean_2021-07-19.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-07-18,2021-07-18 22:49:00 CDT,GMT-05:00,1626666540213,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-19/phone_promptresponse_clean_2021-07-19.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-19,2021-07-19 23:45:00 CDT,GMT-05:00,1626756300129,Completed,2021-07-19,2021-07-19 23:46:53 CDT,1626756413186,1,set_2,23,9,Moderately,Not at all,Quite a bit,A little,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,A little,A little,Quite a bit,Quite a bit,A little,No,No,0,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-20/phone_promptresponse_clean_2021-07-20.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-20,2021-07-20 23:12:00 CDT,GMT-05:00,1626840720174,Completed,2021-07-20,2021-07-20 23:13:48 CDT,1626840828445,1,set_4,24,9,Moderately,Not at all,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-21/phone_promptresponse_clean_2021-07-21.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,21,22,2021-07-21,2021-07-21 21:10:24 CDT,GMT-05:00,1626919824474,Completed,2021-07-21,2021-07-21 21:12:47 CDT,1626919967464,1,set_1,24,9,Moderately,A little,A little,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Very much so,Moderately,A little,Quite a bit,Quite a bit,A little,No,No,0,Quite a bit,Probably will,Not really,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-22/phone_promptresponse_clean_2021-07-22.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,21,22,2021-07-22,2021-07-22 21:45:00 CDT,GMT-05:00,1627008300342,Completed,2021-07-22,2021-07-22 21:46:53 CDT,1627008413326,1,set_4,23,9,Quite a bit,A little,A little,A little,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-24/phone_promptresponse_clean_2021-07-24.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-07-24,2021-07-24 00:43:00 CDT,GMT-05:00,1627105380140,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-25/phone_promptresponse_clean_2021-07-25.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,23,0,2021-07-24,2021-07-24 23:33:00 CDT,GMT-05:00,1627187580185,Completed,2021-07-25,2021-07-25 00:17:10 CDT,1627190230308,2,set_2,47,9,Moderately,A little,A little,Moderately,A little,Quite a bit,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,,A little,Probably will not,Trying to decide,Sort of,No,Sort of,No,,,,Sort of,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,2 days,Less,A lot more,A lot less,Very little,Not at all,,,,
