.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x19_affmot_pa,x20_int_pa,x21_goal_pa,x22_plan_pa,x23_dgoal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat
mountainseclusionchaffing@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,23,mountainseclusionchaffing,Daily,TIME,RANDOM,22,23,2021-04-30,2021-04-30 22:39:00 MDT,GMT-06:00,1619843940296,Completed,2021-04-30,2021-04-30 22:40:18 MDT,1619844018009,1,set_2,23,9,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,Quite a bit,A little,Moderately,Not at all,No,Did not have to work today,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,56,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-01,2021-05-01 20:39:00 MDT,GMT-06:00,1619923140106,Completed,2021-05-01,2021-05-01 20:40:19 MDT,1619923219098,1,set_2,24,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,Not at all,Not at all,A little,Very much so,A little,A little,Moderately,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,31,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-02,2021-05-02 20:47:00 MDT,GMT-06:00,1620010020205,Completed,2021-05-02,2021-05-02 20:50:35 MDT,1620010235577,1,set_3,48,9,Not at all,A little,Moderately,Quite a bit,Moderately,Not at all,Quite a bit,Not at all,Not at all,A little,Quite a bit,Moderately,Moderately,Quite a bit,No,No,0,A little,Might,Not really,,,,,,,Sort of,,,Maybe,Sort of,Maybe,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,
mountainseclusionchaffing@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,26,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-03,2021-05-03 20:45:00 MDT,GMT-06:00,1620096300194,Completed,2021-05-03,2021-05-03 21:00:19 MDT,1620097219503,2,set_4,24,9,A little,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,A little,Very much so,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
mountainseclusionchaffing@timestudy_com/2021-05-04/phone_promptresponse_clean_2021-05-04.csv,25,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-04,2021-05-04 19:21:00 MDT,GMT-06:00,1620177660272,Completed,2021-05-04,2021-05-04 19:22:59 MDT,1620177779624,1,set_2,23,9,Not at all,A little,Quite a bit,Moderately,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,A little,No,No,0,,,,Very much so,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,150,mountainseclusionchaffing,Daily,TIME,RANDOM,21,22,2021-05-05,2021-05-05 21:40:00 MDT,GMT-06:00,1620272400200,Completed,2021-05-05,2021-05-05 22:09:25 MDT,1620274165904,2,set_1,26,9,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,A little bit,A little,Might,,Not really,Maybe,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-06,2021-05-06 20:34:00 MDT,GMT-06:00,1620354840163,Completed,2021-05-06,2021-05-06 20:35:19 MDT,1620354919159,1,set_4,23,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
mountainseclusionchaffing@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,22,mountainseclusionchaffing,Daily,BURST,RANDOM,21,22,2021-05-07,2021-05-07 21:26:00 MDT,GMT-06:00,1620444360201,Completed,2021-05-07,2021-05-07 21:27:28 MDT,1620444448365,1,set_4,23,9,Not at all,A little,Extremely,A little,A little,A little,A little,Moderately,Not at all,Not at all,Moderately,Moderately,Moderately,Not at all,Yes,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
mountainseclusionchaffing@timestudy_com/2021-05-08/phone_promptresponse_clean_2021-05-08.csv,23,mountainseclusionchaffing,Daily,BURST,RANDOM,21,22,2021-05-08,2021-05-08 21:47:00 MDT,GMT-06:00,1620532020212,Completed,2021-05-08,2021-05-08 21:48:29 MDT,1620532109889,1,set_1,24,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,Not at all,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,A little,Yes,Yes,0,,,,,,,,Quite a bit,Probably will,,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,22,mountainseclusionchaffing,Daily,BURST,RANDOM,21,22,2021-05-09,2021-05-09 21:47:00 MDT,GMT-06:00,1620618420258,Completed,2021-05-09,2021-05-09 21:50:53 MDT,1620618653377,1,set_3,48,9,Not at all,Quite a bit,Quite a bit,Moderately,A little,Not at all,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,Very much so,Moderately,A little,No,No,0,Quite a bit,Might,Sort of,,,,Somewhat,,,Sort of,,,Maybe,Yes,Maybe,Sort of,Sort of,A little,Extremely,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Very little,,,
mountainseclusionchaffing@timestudy_com/2021-05-10/phone_promptresponse_clean_2021-05-10.csv,21,mountainseclusionchaffing,Daily,BURST,RANDOM,21,22,2021-05-10,2021-05-10 21:31:00 MDT,GMT-06:00,1620703860119,Completed,2021-05-10,2021-05-10 21:31:59 MDT,1620703919648,1,set_2,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,Extremely,A little,,Moderately,Quite a bit,Very much so,Quite a bit,Moderately,No,No,0,,,,A little,Probably will,Trying to decide,Very much,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-11,2021-05-11 20:21:00 MDT,GMT-06:00,1620786060160,Completed,2021-05-11,2021-05-11 20:51:58 MDT,1620787918238,2,set_1,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,Moderately,Not at all,Not at all,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,No,No,0,,,,,,,,Quite a bit,Probably will,,Sort of,Maybe,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-12/phone_promptresponse_clean_2021-05-12.csv,25,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-12,2021-05-12 19:44:00 MDT,GMT-06:00,1620870240634,Completed,2021-05-12,2021-05-12 19:45:01 MDT,1620870301937,1,set_1,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,A little,Might,,Sort of,Maybe,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-13/phone_promptresponse_clean_2021-05-13.csv,20,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-13,2021-05-13 19:22:00 MDT,GMT-06:00,1620955320884,Completed,2021-05-13,2021-05-13 19:23:04 MDT,1620955384308,1,set_3,25,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,A little,Quite a bit,Not at all,A little,Moderately,Moderately,Moderately,Not at all,Moderately,Yes,No,0,A little,Might,Sort of,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-14/phone_promptresponse_clean_2021-05-14.csv,22,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-14,2021-05-14 19:33:00 MDT,GMT-06:00,1621042380156,Completed,2021-05-14,2021-05-14 19:55:11 MDT,1621043711105,2,set_3,23,9,Not at all,Quite a bit,Moderately,Quite a bit,A little,Not at all,Moderately,A little,A little,Moderately,Very much so,A little,A little,Moderately,No,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-15/phone_promptresponse_clean_2021-05-15.csv,18,mountainseclusionchaffing,Daily,TIME,RANDOM,18,19,2021-05-15,2021-05-15 18:36:00 MDT,GMT-06:00,1621125360186,Completed,2021-05-15,2021-05-15 18:39:34 MDT,1621125574184,1,set_1,25,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,Not at all,A little,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,A little bit,Quite a bit,Probably will,,Yes,Maybe,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-16/phone_promptresponse_clean_2021-05-16.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-16,2021-05-16 20:46:00 MDT,GMT-06:00,1621219560203,Completed,2021-05-16,2021-05-16 21:20:20 MDT,1621221620789,2,set_2,47,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,Very much so,Probably will,Trying to decide,,,,Sort of,,,Maybe,Sort of,Maybe,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,,,
mountainseclusionchaffing@timestudy_com/2021-05-17/phone_promptresponse_clean_2021-05-17.csv,17,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-17,2021-05-17 19:47:00 MDT,GMT-06:00,1621302420173,Completed,2021-05-17,2021-05-17 19:48:12 MDT,1621302492861,1,set_4,25,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,Not at all,A little,A little,Not at all,Quite a bit,Very much so,A little,A little,Moderately,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
mountainseclusionchaffing@timestudy_com/2021-05-18/phone_promptresponse_clean_2021-05-18.csv,23,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-18,2021-05-18 20:23:00 MDT,GMT-06:00,1621390980142,Completed,2021-05-18,2021-05-18 20:24:40 MDT,1621391080903,1,set_4,23,9,Not at all,Not at all,Moderately,Moderately,Extremely,A little,A little,Not at all,Not at all,Moderately,Very much so,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
mountainseclusionchaffing@timestudy_com/2021-05-19/phone_promptresponse_clean_2021-05-19.csv,22,mountainseclusionchaffing,Daily,TIME,RANDOM,21,22,2021-05-19,2021-05-19 21:19:00 MDT,GMT-06:00,1621480740196,Completed,2021-05-19,2021-05-19 21:27:28 MDT,1621481248170,2,set_2,23,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,A little,A little,A little,A little,Moderately,Very much so,Not at all,Not at all,Moderately,Yes,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-20/phone_promptresponse_clean_2021-05-20.csv,22,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-20,2021-05-20 20:18:00 MDT,GMT-06:00,1621563480123,Completed,2021-05-20,2021-05-20 20:18:57 MDT,1621563537852,1,set_3,24,9,Not at all,Quite a bit,Extremely,Moderately,Moderately,Moderately,Moderately,A little,Not at all,Moderately,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-21/phone_promptresponse_clean_2021-05-21.csv,21,mountainseclusionchaffing,Daily,BURST,RANDOM,20,21,2021-05-21,2021-05-21 20:31:00 MDT,GMT-06:00,1621650660188,Completed,2021-05-21,2021-05-21 20:35:07 MDT,1621650907743,1,set_1,24,9,Not at all,Extremely,Moderately,Quite a bit,Moderately,A little,A little,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,,Yes,Yes,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,21,mountainseclusionchaffing,Daily,BURST,RANDOM,20,21,2021-05-22,2021-05-22 20:14:00 MDT,GMT-06:00,1621736040181,Completed,2021-05-22,2021-05-22 20:15:21 MDT,1621736121387,1,set_1,24,9,Not at all,Moderately,Moderately,Moderately,Extremely,A little,A little,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Definitely will,,Yes,Yes,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-23/phone_promptresponse_clean_2021-05-23.csv,21,mountainseclusionchaffing,Daily,BURST,RANDOM,20,21,2021-05-23,2021-05-23 20:35:00 MDT,GMT-06:00,1621823700097,Completed,2021-05-23,2021-05-23 20:38:06 MDT,1621823886835,1,set_2,47,9,Not at all,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,Not at all,Moderately,Very much so,Not at all,Not at all,A little,No,No,0,,,,A little,Probably will,Trying to decide,,,,Sort of,,,Maybe,Sort of,Maybe,Not really,Sort of,Not at all,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,
mountainseclusionchaffing@timestudy_com/2021-05-24/phone_promptresponse_clean_2021-05-24.csv,22,mountainseclusionchaffing,Daily,BURST,RANDOM,21,22,2021-05-24,2021-05-24 21:37:00 MDT,GMT-06:00,1621913820102,Completed,2021-05-24,2021-05-24 21:38:06 MDT,1621913886191,1,set_3,23,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Moderately,No,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-25/phone_promptresponse_clean_2021-05-25.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-25,2021-05-25 20:24:00 MDT,GMT-06:00,1621995840147,Completed,2021-05-25,2021-05-25 20:25:58 MDT,1621995958262,1,set_1,25,9,Not at all,Extremely,Moderately,Quite a bit,Moderately,A little,A little,Not at all,A little,Moderately,Very much so,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,,Quite a bit,Definitely will,,Yes,Maybe,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-26,2021-05-26 19:29:00 MDT,GMT-06:00,1622078940146,Completed,2021-05-26,2021-05-26 19:35:47 MDT,1622079347638,2,set_1,24,9,Not at all,Quite a bit,Quite a bit,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Might,,Sort of,Maybe,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-27/phone_promptresponse_clean_2021-05-27.csv,20,mountainseclusionchaffing,Daily,TIME,RANDOM,19,20,2021-05-27,2021-05-27 19:37:00 MDT,GMT-06:00,1622165820190,Completed,2021-05-27,2021-05-27 19:39:15 MDT,1622165955575,1,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,Quite a bit,Definitely will,,Yes,but I had a goal,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-28,2021-05-28 20:22:00 MDT,GMT-06:00,1622254920299,Completed,2021-05-28,2021-05-28 20:32:25 MDT,1622255545393,2,set_1,26,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,A little,A little,Quite a bit,Not at all,Moderately,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,Not at all,Very much so,Definitely will,,Yes,Yes,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-29/phone_promptresponse_clean_2021-05-29.csv,21,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-05-29,2021-05-29 20:23:00 MDT,GMT-06:00,1622341380367,Completed,2021-05-29,2021-05-29 21:47:50 MDT,1622346470778,2,set_3,24,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-05-30/phone_promptresponse_clean_2021-05-30.csv,17,mountainseclusionchaffing,Daily,TIME,RANDOM,16,17,2021-05-30,2021-05-30 16:32:00 MDT,GMT-06:00,1622413920108,Completed,2021-05-30,2021-05-30 16:34:42 MDT,1622414082141,1,set_1,48,9,Not at all,Moderately,A little,Extremely,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Very much so,Moderately,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Sort of,Sort of,Yes,Yes,Sort of,Yes,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,
mountainseclusionchaffing@timestudy_com/2021-05-31/phone_promptresponse_clean_2021-05-31.csv,25,mountainseclusionchaffing,Daily,TIME,RANDOM,21,22,2021-05-31,2021-05-31 21:37:00 MDT,GMT-06:00,1622518620324,Completed,2021-05-31,2021-05-31 21:38:23 MDT,1622518703188,1,set_2,24,9,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,A little,Not at all,A little,Not at all,Moderately,Quite a bit,Moderately,Not at all,Moderately,No,No,0,,,,Very much so,Definitely will,Yes,A little bit,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-06-01/phone_promptresponse_clean_2021-06-01.csv,20,mountainseclusionchaffing,Daily,TIME,RANDOM,20,21,2021-06-01,2021-06-01 20:35:00 MDT,GMT-06:00,1622601300153,Completed,2021-06-01,2021-06-01 20:35:50 MDT,1622601350823,1,set_3,23,9,Not at all,Quite a bit,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Not at all,Quite a bit,Very much so,A little,Moderately,Moderately,No,Did not have to work today,0,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountainseclusionchaffing@timestudy_com/2021-06-02/phone_promptresponse_clean_2021-06-02.csv,22,mountainseclusionchaffing,Daily,TIME,RANDOM,21,22,2021-06-02,2021-06-02 21:29:04 MDT,GMT-06:00,1622690944032,Completed,2021-06-02,2021-06-02 21:30:06 MDT,1622691006039,1,set_4,23,9,Not at all,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Not at all,Moderately,Very much so,A little,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
