.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat
unraveledlitterpowerably@timestudy_com/2021-08-17/phone_promptresponse_clean_2021-08-17.csv,17,unraveledlitterpowerably,Daily,TIME,RANDOM,17,18,2021-08-17,2021-08-17 17:49:00 CDT,GMT-05:00,1629240540936,Completed,2021-08-17,2021-08-17 18:41:56 CDT,1629243716925,2,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,A little,Quite a bit,Not sure,Yes,0,,,,Quite a bit,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-18/phone_promptresponse_clean_2021-08-18.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-08-18,2021-08-18 18:33:00 CDT,GMT-05:00,1629329580330,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-19/phone_promptresponse_clean_2021-08-19.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-08-19,2021-08-19 18:30:00 CDT,GMT-05:00,1629415800157,Completed,2021-08-19,2021-08-19 18:31:13 CDT,1629415873360,1,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,Not sure,Yes,0,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-20/phone_promptresponse_clean_2021-08-20.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-08-20,2021-08-20 18:19:01 CDT,GMT-05:00,1629501541889,Completed,2021-08-20,2021-08-20 18:23:03 CDT,1629501783895,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,Not sure,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-21/phone_promptresponse_clean_2021-08-21.csv,17,unraveledlitterpowerably,Daily,TIME,RANDOM,17,18,2021-08-21,2021-08-21 17:45:01 CDT,GMT-05:00,1629585901056,Completed,2021-08-21,2021-08-21 17:49:27 CDT,1629586167687,1,set_3,24,9,Not at all,Quite a bit,Not at all,A little,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-22/phone_promptresponse_clean_2021-08-22.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-08-22,2021-08-22 18:20:00 CDT,GMT-05:00,1629674400207,Completed,2021-08-22,2021-08-22 18:31:33 CDT,1629675093051,2,set_1,48,9,Not at all,Moderately,Not at all,Quite a bit,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,Very much so,No,Did not have to work today,0,,,,Quite a bit,Probably will,Sort of,Yes,Sort of,Yes,,,,Not really,Maybe,Sort of,Yes,Moderately,Moderately,I am not experiencing viral symptoms,2 days,0 days,Neither more nor less,A lot more,Neither more nor less,Moderate,Very little,,,,
unraveledlitterpowerably@timestudy_com/2021-08-23/phone_promptresponse_clean_2021-08-23.csv,18,unraveledlitterpowerably,Daily,TIME,RANDOM,17,18,2021-08-23,2021-08-23 17:49:00 CDT,GMT-05:00,1629758940721,Completed,2021-08-23,2021-08-23 17:50:53 CDT,1629759053433,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-24/phone_promptresponse_clean_2021-08-24.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-08-24,2021-08-24 18:18:00 CDT,GMT-05:00,1629847080202,Completed,2021-08-24,2021-08-24 18:19:40 CDT,1629847180256,1,set_4,23,9,Not at all,Moderately,A little,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
unraveledlitterpowerably@timestudy_com/2021-08-25/phone_promptresponse_clean_2021-08-25.csv,18,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-08-25,2021-08-25 19:16:00 CDT,GMT-05:00,1629936960182,Completed,2021-08-25,2021-08-25 19:18:06 CDT,1629937086597,1,set_1,24,9,Not at all,Moderately,Moderately,A little,Not at all,A little,Not at all,Not at all,Not at all,A little,Moderately,Moderately,A little,Moderately,No,Did not have to work today,0,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-26/phone_promptresponse_clean_2021-08-26.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-08-26,2021-08-26 19:48:00 CDT,GMT-05:00,1630025280160,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-27/phone_promptresponse_clean_2021-08-27.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-08-27,2021-08-27 19:42:00 CDT,GMT-05:00,1630111320180,Completed,2021-08-27,2021-08-27 19:44:14 CDT,1630111454435,1,set_1,25,9,Not at all,A little,Quite a bit,A little,A little,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,A little,Moderately,No,No,0,,,,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-08-28/phone_promptresponse_clean_2021-08-28.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-08-28,2021-08-28 19:22:01 CDT,GMT-05:00,1630196521712,Completed,2021-08-28,2021-08-28 19:29:39 CDT,1630196979886,2,set_4,23,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
unraveledlitterpowerably@timestudy_com/2021-08-29/phone_promptresponse_clean_2021-08-29.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-08-29,2021-08-29 19:42:00 CDT,GMT-05:00,1630284120195,NeverStarted,,,,,set_3,46,9,Not at all,Moderately,A little,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,Sort of,Maybe,,,,Sort of,Maybe,Sort of,Sort of,Not at all,Moderately,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,More,Neither more nor less,,,,,,
unraveledlitterpowerably@timestudy_com/2021-08-29/phone_promptresponse_clean_2021-08-29.csv,21,unraveledlitterpowerably,Daily,BURST,RANDOM,20,21,2021-08-29,2021-08-29 20:12:00 CDT,GMT-05:00,1630285920262,Completed,2021-08-29,2021-08-29 20:15:28 CDT,1630286128434,1,set_2,47,9,Not at all,A little,A little,Quite a bit,A little,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Sort of,Maybe,A little,Might,Yes,Not really,but had a goal,Sort of,Sort of,Not at all,Moderately,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,More,Less,Moderate,Moderate,,,,
unraveledlitterpowerably@timestudy_com/2021-08-31/phone_promptresponse_clean_2021-08-31.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-08-31,2021-08-31 19:35:00 CDT,GMT-05:00,1630456500184,Completed,2021-08-31,2021-08-31 19:36:58 CDT,1630456618655,1,set_3,23,9,Not at all,Moderately,Moderately,Not at all,A little,A little,Not at all,Not at all,A little,A little,Moderately,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-01/phone_promptresponse_clean_2021-09-01.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-01,2021-09-01 20:47:00 CDT,GMT-05:00,1630547220159,Completed,2021-09-01,2021-09-01 20:48:50 CDT,1630547330699,1,set_1,26,9,Not at all,Moderately,A little,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,A little,A little,A little,A little,Moderately,No,No,0,,,,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-09-02/phone_promptresponse_clean_2021-09-02.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-02,2021-09-02 19:44:00 CDT,GMT-05:00,1630629840173,NeverStarted,,,,,set_4,10,9,Not at all,A little,Not at all,A little,Moderately,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-03/phone_promptresponse_clean_2021-09-03.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-03,2021-09-03 19:46:00 CDT,GMT-05:00,1630716360681,Completed,2021-09-03,2021-09-03 19:47:41 CDT,1630716461025,1,set_2,23,9,Not at all,Moderately,A little,Not at all,A little,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-04/phone_promptresponse_clean_2021-09-04.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-04,2021-09-04 19:42:00 CDT,GMT-05:00,1630802520166,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-05/phone_promptresponse_clean_2021-09-05.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-05,2021-09-05 19:33:00 CDT,GMT-05:00,1630888380179,Completed,2021-09-05,2021-09-05 19:41:48 CDT,1630888908828,2,set_1,48,9,Not at all,Moderately,A little,A little,Not at all,Quite a bit,Not at all,Not at all,Not at all,A little,Moderately,Moderately,Not at all,Moderately,No,No,0,,,,A little,Probably will,Sort of,but I had a goal,Sort of,No and I didn't have a goal,,,,Sort of,but had a goal,Sort of,Yes,A little,Moderately,I am not experiencing viral symptoms,1 day,0 days,A lot less,A lot more,Less,Moderate,Very little,,,,
unraveledlitterpowerably@timestudy_com/2021-09-06/phone_promptresponse_clean_2021-09-06.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-06,2021-09-06 19:49:00 CDT,GMT-05:00,1630975740165,Completed,2021-09-06,2021-09-06 19:53:53 CDT,1630976033239,1,set_2,23,9,Not at all,Quite a bit,A little,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,A little,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-07/phone_promptresponse_clean_2021-09-07.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-07,2021-09-07 20:10:00 CDT,GMT-05:00,1631063400168,Completed,2021-09-07,2021-09-07 20:11:15 CDT,1631063475777,1,set_4,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Definitely will,Yes
unraveledlitterpowerably@timestudy_com/2021-09-08/phone_promptresponse_clean_2021-09-08.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-08,2021-09-08 20:42:00 CDT,GMT-05:00,1631151720181,Completed,2021-09-08,2021-09-08 21:12:58 CDT,1631153578143,2,set_3,23,9,Moderately,Moderately,Quite a bit,A little,A little,Not at all,Not at all,A little,Not at all,A little,Quite a bit,A little,A little,A little,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-09/phone_promptresponse_clean_2021-09-09.csv,17,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-09,2021-09-09 20:27:00 CDT,GMT-05:00,1631237220154,Completed,2021-09-09,2021-09-09 20:29:16 CDT,1631237356591,1,set_2,25,9,Not at all,Moderately,A little,Moderately,Not at all,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-09-10/phone_promptresponse_clean_2021-09-10.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-10,2021-09-10 20:25:00 CDT,GMT-05:00,1631323500185,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-11/phone_promptresponse_clean_2021-09-11.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,20,21,2021-09-11,2021-09-11 20:10:00 CDT,GMT-05:00,1631409000172,Completed,2021-09-11,2021-09-11 20:12:32 CDT,1631409152964,1,set_2,23,9,Not at all,Moderately,A little,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Not at all,Quite a bit,No,No,0,,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-12/phone_promptresponse_clean_2021-09-12.csv,22,unraveledlitterpowerably,Daily,BURST,RANDOM,20,21,2021-09-12,2021-09-12 20:34:00 CDT,GMT-05:00,1631496840234,Completed,2021-09-12,2021-09-12 20:38:03 CDT,1631497083205,1,set_3,48,9,Moderately,A little,Moderately,A little,A little,A little,Not at all,Not at all,Not at all,Moderately,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,Sort of,No and I didn't have a goal,,,,Yes,but had a goal,Sort of,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,2 days,A lot less,A lot more,Less,Moderate,Moderate,,,,
unraveledlitterpowerably@timestudy_com/2021-09-13/phone_promptresponse_clean_2021-09-13.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-09-13,2021-09-13 19:47:00 CDT,GMT-05:00,1631580420209,Completed,2021-09-13,2021-09-13 19:58:52 CDT,1631581132468,2,set_4,24,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
unraveledlitterpowerably@timestudy_com/2021-09-14/phone_promptresponse_clean_2021-09-14.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,20,21,2021-09-14,2021-09-14 20:13:00 CDT,GMT-05:00,1631668380184,Completed,2021-09-14,2021-09-14 20:14:10 CDT,1631668450547,1,set_2,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,A little,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-15/phone_promptresponse_clean_2021-09-15.csv,16,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-15,2021-09-15 19:39:00 CDT,GMT-05:00,1631752740243,Completed,2021-09-15,2021-09-15 20:24:35 CDT,1631755475530,2,set_1,24,9,Not at all,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Very much so,Quite a bit,Moderately,A little,No,No,0,,,,Very much so,Definitely will,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-16/phone_promptresponse_clean_2021-09-16.csv,17,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-16,2021-09-16 20:31:00 CDT,GMT-05:00,1631842260191,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-17/phone_promptresponse_clean_2021-09-17.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-17,2021-09-17 20:28:00 CDT,GMT-05:00,1631928480165,Completed,2021-09-17,2021-09-17 20:30:06 CDT,1631928606513,1,set_3,23,9,Not at all,Moderately,A little,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Very much so,No,No,0,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-18/phone_promptresponse_clean_2021-09-18.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-09-18,2021-09-18 19:45:01 CDT,GMT-05:00,1632012301474,PartiallyCompleted,,,,,set_2,4,9,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-09-19/phone_promptresponse_clean_2021-09-19.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-19,2021-09-19 20:11:02 CDT,GMT-05:00,1632100262409,Completed,2021-09-19,2021-09-19 20:47:08 CDT,1632102428591,2,set_2,47,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Sort of,Maybe,Very much so,Definitely will,Yes,Sort of,Maybe,Sort of,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,1 day,Less,A lot more,Neither more nor less,Moderate,Moderate,,,,
unraveledlitterpowerably@timestudy_com/2021-09-20/phone_promptresponse_clean_2021-09-20.csv,24,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-09-20,2021-09-20 20:39:00 CDT,GMT-05:00,1632188340169,Completed,2021-09-20,2021-09-20 21:05:00 CDT,1632189900306,2,set_2,25,9,Not at all,Moderately,A little,Quite a bit,Moderately,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,Not at all,,,
