.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x33_goal_sed,x36_goal_eat,x34_affmot_eat,x35_int_eat,x37_plan_eat,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x29_wgoal_sleep,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
dimnesscranialunheard@timestudy_com/2020-04-07/phone_promptresponse_clean_2020-04-07.csv,21,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-07,2020-04-07 21:45:00 PDT,GMT-07:00,1586321100092,Completed,2020-04-07,2020-04-07 21:47:46 PDT,1586321266514,1,set_4,24,6,A little,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-08/phone_promptresponse_clean_2020-04-08.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-08,2020-04-08 21:27:00 PDT,GMT-07:00,1586406420081,Completed,2020-04-08,2020-04-08 21:29:20 PDT,1586406560940,1,set_4,24,6,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,A little,A little,Moderately,Moderately,Not at all,A little,Moderately,No,No,0,,,,,,,,,,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-09/phone_promptresponse_clean_2020-04-09.csv,19,dimnesscranialunheard,Daily,TIME,RANDOM,20,21,2020-04-09,2020-04-09 20:46:00 PDT,GMT-07:00,1586490360064,Completed,2020-04-09,2020-04-09 20:47:22 PDT,1586490442069,1,set_3,22,6,A little,A little,Quite a bit,A little,A little,A little,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,Quite a bit,Not sure,No,0,,,,,,,,,,,,,,,,Very much so,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-10/phone_promptresponse_clean_2020-04-10.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-10,2020-04-10 21:16:00 PDT,GMT-07:00,1586578560059,Completed,2020-04-10,2020-04-10 21:17:05 PDT,1586578625096,1,set_2,24,6,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-11/phone_promptresponse_clean_2020-04-11.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-11,2020-04-11 21:12:00 PDT,GMT-07:00,1586664720073,Completed,2020-04-11,2020-04-11 21:13:36 PDT,1586664816883,1,set_1,25,7,Moderately,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,Not at all,Quite a bit,No,Did not have to work today,0,A little,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-12/phone_promptresponse_clean_2020-04-12.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-12,2020-04-12 21:41:00 PDT,GMT-07:00,1586752860079,Completed,2020-04-12,2020-04-12 22:04:00 PDT,1586754240633,2,set_2,31,7,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,No,No and I didn't have a goal,Not really,No,Not really,,,,A little,Might,Yes,,but had a goal,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-13/phone_promptresponse_clean_2020-04-13.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-13,2020-04-13 21:11:00 PDT,GMT-07:00,1586837460086,Completed,2020-04-13,2020-04-13 21:14:03 PDT,1586837643278,1,set_2,24,7,A little,A little,Moderately,Moderately,Moderately,A little,A little,Not at all,Moderately,Moderately,Quite a bit,A little,Moderately,Quite a bit,No,Yes,0,,,,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-14/phone_promptresponse_clean_2020-04-14.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-14,2020-04-14 21:48:00 PDT,GMT-07:00,1586926080051,Completed,2020-04-14,2020-04-14 21:51:44 PDT,1586926304402,1,set_4,24,7,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Not at all,Quite a bit,Moderately,Quite a bit,A little,A little,Very much so,No,No,0,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-15/phone_promptresponse_clean_2020-04-15.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-15,2020-04-15 21:28:00 PDT,GMT-07:00,1587011280052,Completed,2020-04-15,2020-04-15 21:28:45 PDT,1587011325556,1,set_3,22,7,A little,A little,A little,A little,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Moderately,Very much so,Not sure,Yes,0,,,,,,,,,,,,,,,,Quite a bit,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-16/phone_promptresponse_clean_2020-04-16.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-16,2020-04-16 21:37:00 PDT,GMT-07:00,1587098220074,Completed,2020-04-16,2020-04-16 21:39:44 PDT,1587098384554,1,set_4,24,7,Moderately,A little,Moderately,A little,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-17/phone_promptresponse_clean_2020-04-17.csv,22,dimnesscranialunheard,Daily,BURST,RANDOM,21,22,2020-04-17,2020-04-17 21:31:00 PDT,GMT-07:00,1587184260043,Completed,2020-04-17,2020-04-17 21:31:52 PDT,1587184312915,1,set_3,22,7,Moderately,A little,A little,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,Very much so,A little,Quite a bit,Very much so,No,Yes,0,,,,,,,,,,,,,,,,Very much so,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-18/phone_promptresponse_clean_2020-04-18.csv,22,dimnesscranialunheard,Daily,BURST,RANDOM,21,22,2020-04-18,2020-04-18 21:15:00 PDT,GMT-07:00,1587269700088,Completed,2020-04-18,2020-04-18 21:16:10 PDT,1587269770951,1,set_2,24,7,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,A little,Quite a bit,A little,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,A little,Might,Trying to decide,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-19/phone_promptresponse_clean_2020-04-19.csv,22,dimnesscranialunheard,Daily,BURST,RANDOM,21,22,2020-04-19,2020-04-19 21:30:00 PDT,GMT-07:00,1587357000076,Completed,2020-04-19,2020-04-19 21:31:55 PDT,1587357115190,1,set_4,31,7,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Moderately,A little,Moderately,A little,Quite a bit,Not at all,Moderately,No,Did not have to work today,0,,,,,Not really,No,No,No,No,Quite a bit,Probably will,No,,,,,but had a goal,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-21/phone_promptresponse_clean_2020-04-21.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-21,2020-04-21 21:10:00 PDT,GMT-07:00,1587528600090,Completed,2020-04-21,2020-04-21 21:12:02 PDT,1587528722034,1,set_1,25,7,Not at all,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Very much so,Quite a bit,A little,A little,Quite a bit,No,Yes,0,Very much so,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-22/phone_promptresponse_clean_2020-04-22.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-22,2020-04-22 21:27:00 PDT,GMT-07:00,1587616020080,Completed,2020-04-22,2020-04-22 21:28:04 PDT,1587616084040,1,set_4,24,7,A little,Quite a bit,Moderately,A little,Quite a bit,Not at all,A little,Not at all,A little,Moderately,A little,Moderately,A little,Moderately,No,No,0,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-23/phone_promptresponse_clean_2020-04-23.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-23,2020-04-23 21:37:00 PDT,GMT-07:00,1587703020090,Completed,2020-04-23,2020-04-23 21:38:20 PDT,1587703100382,1,set_4,24,7,A little,Moderately,A little,A little,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-24/phone_promptresponse_clean_2020-04-24.csv,21,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-24,2020-04-24 21:47:00 PDT,GMT-07:00,1587790020076,Completed,2020-04-24,2020-04-24 21:51:20 PDT,1587790280141,1,set_4,24,7,A little,Moderately,A little,Moderately,Moderately,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,Moderately,Quite a bit,No,No,0,,,,,,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-25/phone_promptresponse_clean_2020-04-25.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-04-25,2020-04-25 22:46:00 PDT,GMT-07:00,1587879960092,Completed,2020-04-25,2020-04-25 22:50:52 PDT,1587880252924,1,set_1,25,7,A little,Moderately,Moderately,A little,Quite a bit,A little,A little,A little,Not at all,Moderately,A little,A little,Not at all,Moderately,No,Did not have to work today,0,Very much so,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-26/phone_promptresponse_clean_2020-04-26.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-26,2020-04-26 21:26:00 PDT,GMT-07:00,1587961560086,Completed,2020-04-26,2020-04-26 21:27:40 PDT,1587961660228,1,set_3,29,7,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,A little,Moderately,Not at all,A little,No,Did not have to work today,0,,,,,No,No,Sort of,No,No,,,,,,,A little,Maybe,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-27/phone_promptresponse_clean_2020-04-27.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-04-27,2020-04-27 22:29:00 PDT,GMT-07:00,1588051740148,Completed,2020-04-27,2020-04-27 22:31:20 PDT,1588051880284,1,set_4,24,7,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Moderately,A little,Not at all,Quite a bit,No,Yes,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-28/phone_promptresponse_clean_2020-04-28.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-28,2020-04-28 21:34:00 PDT,GMT-07:00,1588134840106,Completed,2020-04-28,2020-04-28 21:37:53 PDT,1588135073707,1,set_4,24,7,A little,Moderately,Moderately,Quite a bit,Moderately,A little,A little,Not at all,A little,Quite a bit,A little,Quite a bit,A little,Quite a bit,No,Yes,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-29/phone_promptresponse_clean_2020-04-29.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-29,2020-04-29 21:18:00 PDT,GMT-07:00,1588220280080,Completed,2020-04-29,2020-04-29 21:20:25 PDT,1588220425228,1,set_1,25,7,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Moderately,A little,A little,Quite a bit,No,Yes,0,Very much so,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-04-30/phone_promptresponse_clean_2020-04-30.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-04-30,2020-04-30 21:24:00 PDT,GMT-07:00,1588307040091,Completed,2020-04-30,2020-04-30 21:25:35 PDT,1588307135675,1,set_1,25,7,A little,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Moderately,A little,Not at all,Quite a bit,No,Yes,0,Very much so,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-01/phone_promptresponse_clean_2020-05-01.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-05-01,2020-05-01 22:19:00 PDT,GMT-07:00,1588396740067,Completed,2020-05-01,2020-05-01 22:20:00 PDT,1588396800450,1,set_4,24,7,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,Yes,0,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-02/phone_promptresponse_clean_2020-05-02.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-05-02,2020-05-02 22:18:00 PDT,GMT-07:00,1588483080141,Completed,2020-05-02,2020-05-02 22:19:08 PDT,1588483148933,1,set_3,22,7,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,Very much so,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-03/phone_promptresponse_clean_2020-05-03.csv,21,dimnesscranialunheard,Daily,BURST,RANDOM,21,22,2020-05-03,2020-05-03 21:32:00 PDT,GMT-07:00,1588566720077,Completed,2020-05-03,2020-05-03 21:36:10 PDT,1588566970525,1,set_3,29,7,A little,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,,Sort of,No,Not really,Sort of,Not really,,,,,,,Very much so,but had a goal,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-04/phone_promptresponse_clean_2020-05-04.csv,18,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-05-04,2020-05-04 22:20:00 PDT,GMT-07:00,1588656000098,Completed,2020-05-04,2020-05-04 22:20:53 PDT,1588656053606,1,set_4,24,7,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,Very much so,Might,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-05/phone_promptresponse_clean_2020-05-05.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-05-05,2020-05-05 21:11:00 PDT,GMT-07:00,1588738260092,Completed,2020-05-05,2020-05-05 21:12:57 PDT,1588738377043,1,set_2,24,7,A little,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-06/phone_promptresponse_clean_2020-05-06.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-05-06,2020-05-06 21:47:00 PDT,GMT-07:00,1588826820091,Completed,2020-05-06,2020-05-06 21:48:51 PDT,1588826931525,1,set_3,22,7,A little,Moderately,A little,A little,Moderately,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,Quite a bit,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-07/phone_promptresponse_clean_2020-05-07.csv,21,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-05-07,2020-05-07 21:46:00 PDT,GMT-07:00,1588913160085,Completed,2020-05-07,2020-05-07 21:49:30 PDT,1588913370724,1,set_1,25,7,A little,Moderately,A little,Moderately,Moderately,A little,A little,Not at all,A little,Moderately,Quite a bit,A little,A little,Moderately,No,Did not have to work today,0,Very much so,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-08/phone_promptresponse_clean_2020-05-08.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-05-08,2020-05-08 22:34:00 PDT,GMT-07:00,1589002440100,Completed,2020-05-08,2020-05-08 22:39:47 PDT,1589002787342,2,set_2,24,7,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,Not at all,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-09/phone_promptresponse_clean_2020-05-09.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-05-09,2020-05-09 21:26:00 PDT,GMT-07:00,1589084760097,Completed,2020-05-09,2020-05-09 21:27:40 PDT,1589084860065,1,set_4,24,7,A little,Moderately,Moderately,A little,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Very much so,A little,A little,Moderately,No,No,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-10/phone_promptresponse_clean_2020-05-10.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,21,22,2020-05-10,2020-05-10 21:40:00 PDT,GMT-07:00,1589172000086,Completed,2020-05-10,2020-05-10 21:43:06 PDT,1589172186839,1,set_2,31,7,Not at all,Moderately,A little,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,Not really,No,No,No,No,,,,A little,Probably will,Trying to decide,,but had a goal,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-11/phone_promptresponse_clean_2020-05-11.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-05-11,2020-05-11 22:13:00 PDT,GMT-07:00,1589260380102,Completed,2020-05-11,2020-05-11 22:14:13 PDT,1589260453683,1,set_3,22,7,Not at all,Quite a bit,A little,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,Very much so,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-12/phone_promptresponse_clean_2020-05-12.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-05-12,2020-05-12 22:37:00 PDT,GMT-07:00,1589348220079,Completed,2020-05-12,2020-05-12 22:43:59 PDT,1589348639212,2,set_1,25,8,Not at all,Moderately,A little,A little,Moderately,A little,Not at all,Moderately,A little,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Very much so,Probably will,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-05-13/phone_promptresponse_clean_2020-05-13.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-05-13,2020-05-13 22:17:00 PDT,GMT-07:00,1589433420084,Completed,2020-05-13,2020-05-13 22:34:34 PDT,1589434474815,2,set_4,24,8,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,A little,Definitely will,Sort of,,,,,,,,,,,,,,,,,,
