.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
bannisterhardwiredladle@timestudy_com/2020-07-26/phone_promptresponse_clean_2020-07-26.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-07-26,2020-07-26 00:20:00 CDT,GMT-05:00,1595740800113,Completed,2020-07-26,2020-07-26 00:23:51 CDT,1595741031429,1,set_1,48,9,Moderately,A little,Quite a bit,Not at all,A little,Moderately,A little,Moderately,A little,Moderately,A little,A little,A little,A little,Yes,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,0 days,0 days,Neither more nor less,A lot more,A lot more,Quite a bit,Very little,A little,Probably will not,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-07-27/phone_promptresponse_clean_2020-07-27.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-07-27,2020-07-27 00:11:00 CDT,GMT-05:00,1595826660104,Completed,2020-07-27,2020-07-27 00:27:14 CDT,1595827634551,2,set_4,24,9,Not at all,Quite a bit,Moderately,A little,A little,A little,A little,Not at all,A little,Quite a bit,A little,Moderately,A little,A little,No,Did not have to work today,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-07-28/phone_promptresponse_clean_2020-07-28.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-07-28,2020-07-28 01:14:00 CDT,GMT-05:00,1595916840104,Completed,2020-07-28,2020-07-28 01:26:35 CDT,1595917595662,2,set_2,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,A little,Moderately,A little,A little,A little,A little,A little,A little,Quite a bit,No,Did not have to work today,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-07-29/phone_promptresponse_clean_2020-07-29.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-07-29,2020-07-29 01:41:00 CDT,GMT-05:00,1596004860114,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-07-30/phone_promptresponse_clean_2020-07-30.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-07-30,2020-07-30 00:44:00 CDT,GMT-05:00,1596087840121,Completed,2020-07-30,2020-07-30 00:44:58 CDT,1596087898083,1,set_4,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Moderately,Moderately,A little,Moderately,A little,No,Did not have to work today,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-07-31/phone_promptresponse_clean_2020-07-31.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-07-31,2020-07-31 00:37:00 CDT,GMT-05:00,1596173820078,Completed,2020-07-31,2020-07-31 00:38:24 CDT,1596173904186,1,set_4,24,9,A little,Quite a bit,Moderately,A little,A little,A little,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,Moderately,Quite a bit,No,Did not have to work today,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-01/phone_promptresponse_clean_2020-08-01.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-01,2020-08-01 00:15:00 CDT,GMT-05:00,1596258900066,Completed,2020-08-01,2020-08-01 00:17:58 CDT,1596259078623,1,set_3,24,9,A little,Extremely,Extremely,Moderately,A little,Moderately,A little,A little,A little,Moderately,Moderately,A little,A little,A little,Not sure,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-08-02/phone_promptresponse_clean_2020-08-02.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-02,2020-08-02 00:42:00 CDT,GMT-05:00,1596346920103,Completed,2020-08-02,2020-08-02 01:25:47 CDT,1596349547211,2,set_4,47,9,Not at all,Moderately,Quite a bit,A little,A little,A little,A little,Not at all,A little,Moderately,Moderately,A little,Moderately,A little,No,Did not have to work today,0,,,,A little,Probably will not,No,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,Less,More,More,Quite a bit,Very little,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-03/phone_promptresponse_clean_2020-08-03.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-03,2020-08-03 00:37:00 CDT,GMT-05:00,1596433020126,Completed,2020-08-03,2020-08-03 00:39:18 CDT,1596433158209,1,set_3,24,9,Quite a bit,A little,Quite a bit,A little,A little,A little,Moderately,Quite a bit,A little,Not at all,A little,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-08-04/phone_promptresponse_clean_2020-08-04.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,1,2,2020-08-04,2020-08-04 01:34:00 CDT,GMT-05:00,1596522840128,Completed,2020-08-04,2020-08-04 01:36:34 CDT,1596522994438,1,set_1,25,9,Not at all,Extremely,A little,Moderately,Moderately,A little,A little,Not at all,A little,Moderately,Not at all,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-05/phone_promptresponse_clean_2020-08-05.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-05,2020-08-05 00:33:00 CDT,GMT-05:00,1596605580128,Completed,2020-08-05,2020-08-05 00:33:59 CDT,1596605639499,1,set_2,23,9,Not at all,Extremely,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,A little,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-06/phone_promptresponse_clean_2020-08-06.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-06,2020-08-06 00:45:00 CDT,GMT-05:00,1596692700148,Completed,2020-08-06,2020-08-06 00:47:13 CDT,1596692833213,1,set_3,23,9,Not at all,Extremely,A little,A little,Moderately,Not at all,A little,A little,A little,Moderately,Moderately,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-08-06/phone_promptresponse_clean_2020-08-06.csv,23,bannisterhardwiredladle,Daily,TIME,RANDOM,21,22,2020-08-06,2020-08-06 21:46:51 CDT,GMT-05:00,1596768411179,Completed,2020-08-06,2020-08-06 21:49:13 CDT,1596768553128,1,set_4,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,A little,A little,A little,Not at all,A little,Moderately,Moderately,A little,Moderately,No,Did not have to work today,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-08/phone_promptresponse_clean_2020-08-08.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-08,2020-08-08 00:49:00 CDT,GMT-05:00,1596865740114,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-09/phone_promptresponse_clean_2020-08-09.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-09,2020-08-09 00:24:00 CDT,GMT-05:00,1596950640118,Completed,2020-08-09,2020-08-09 00:32:18 CDT,1596951138860,2,set_1,47,9,Not at all,Moderately,A little,A little,Moderately,A little,A little,Not at all,A little,A little,Moderately,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,Not really,Maybe,Not really,Not really,0 days,0 days,More,Less,A lot less,Moderate,Moderate,A little,Probably will not,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-10/phone_promptresponse_clean_2020-08-10.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-10,2020-08-10 00:21:00 CDT,GMT-05:00,1597036860130,Completed,2020-08-10,2020-08-10 01:15:28 CDT,1597040128108,2,set_1,47,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,A little,Not at all,A little,A little,Moderately,A little,A little,Moderately,A little,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,More,Less,A lot less,Moderate,Very little,Not at all,Probably will not,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-11/phone_promptresponse_clean_2020-08-11.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-11,2020-08-11 01:23:00 CDT,GMT-05:00,1597126980107,Completed,2020-08-11,2020-08-11 02:15:28 CDT,1597130128983,2,set_1,24,9,A little,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,Not really,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-12/phone_promptresponse_clean_2020-08-12.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-12,2020-08-12 01:45:00 CDT,GMT-05:00,1597214700106,Completed,2020-08-12,2020-08-12 01:47:53 CDT,1597214873495,1,set_2,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,A little,Quite a bit,A little,Moderately,No,Did not have to work today,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-13/phone_promptresponse_clean_2020-08-13.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-13,2020-08-13 01:41:00 CDT,GMT-05:00,1597300860182,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-14/phone_promptresponse_clean_2020-08-14.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-14,2020-08-14 00:24:00 CDT,GMT-05:00,1597382640091,Completed,2020-08-14,2020-08-14 01:48:01 CDT,1597387681535,2,set_4,23,9,Moderately,Quite a bit,Moderately,A little,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-15/phone_promptresponse_clean_2020-08-15.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-15,2020-08-15 01:23:00 CDT,GMT-05:00,1597472580109,Completed,2020-08-15,2020-08-15 01:23:58 CDT,1597472638934,1,set_2,23,9,A little,Quite a bit,Moderately,A little,A little,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,A little,A little,No,Did not have to work today,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-16/phone_promptresponse_clean_2020-08-16.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,2,3,2020-08-16,2020-08-16 02:48:00 CDT,GMT-05:00,1597564080124,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-16/phone_promptresponse_clean_2020-08-16.csv,25,bannisterhardwiredladle,Daily,BURST,RANDOM,23,0,2020-08-16,2020-08-16 23:48:03 CDT,GMT-05:00,1597639683121,Completed,2020-08-16,2020-08-16 23:51:03 CDT,1597639863298,1,set_4,47,9,A little,Moderately,Quite a bit,A little,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,A little,No,Did not have to work today,0,,,,A little,Probably will not,Not really,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,More,Less,A lot less,Quite a bit,Moderate,,,,,,,,A little,Not at all,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-08-18/phone_promptresponse_clean_2020-08-18.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-18,2020-08-18 00:42:00 CDT,GMT-05:00,1597729320146,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-19/phone_promptresponse_clean_2020-08-19.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,1,2,2020-08-19,2020-08-19 01:40:00 CDT,GMT-05:00,1597819200049,Completed,2020-08-19,2020-08-19 01:42:56 CDT,1597819376211,1,set_3,23,9,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-08-20/phone_promptresponse_clean_2020-08-20.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,23,0,2020-08-19,2020-08-19 23:21:00 CDT,GMT-05:00,1597897260191,Completed,2020-08-20,2020-08-20 00:08:59 CDT,1597900139092,2,set_2,23,9,A little,Quite a bit,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,A little,A little,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-21/phone_promptresponse_clean_2020-08-21.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-21,2020-08-21 01:45:00 CDT,GMT-05:00,1597992300201,Completed,2020-08-21,2020-08-21 02:36:07 CDT,1597995367019,2,set_4,23,9,A little,Moderately,Extremely,Not at all,Moderately,A little,A little,Not at all,A little,Moderately,Very much so,A little,Not at all,Moderately,No,No,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-22/phone_promptresponse_clean_2020-08-22.csv,3,bannisterhardwiredladle,Daily,TIME,RANDOM,2,3,2020-08-22,2020-08-22 02:31:50 CDT,GMT-05:00,1598081510217,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-23/phone_promptresponse_clean_2020-08-23.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-23,2020-08-23 01:38:00 CDT,GMT-05:00,1598164680135,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-24/phone_promptresponse_clean_2020-08-24.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-24,2020-08-24 00:35:00 CDT,GMT-05:00,1598247300116,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-25/phone_promptresponse_clean_2020-08-25.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-25,2020-08-25 00:36:00 CDT,GMT-05:00,1598333760160,Completed,2020-08-25,2020-08-25 00:50:41 CDT,1598334641813,2,set_3,23,9,Not at all,Extremely,A little,Moderately,Moderately,A little,A little,Not at all,A little,A little,A little,Moderately,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-08-26/phone_promptresponse_clean_2020-08-26.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-08-26,2020-08-26 01:43:00 CDT,GMT-05:00,1598424180076,Completed,2020-08-26,2020-08-26 01:44:25 CDT,1598424265446,1,set_3,23,9,Not at all,Moderately,Moderately,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,Moderately,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-08-27/phone_promptresponse_clean_2020-08-27.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-08-27,2020-08-27 00:14:00 CDT,GMT-05:00,1598505240138,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-28/phone_promptresponse_clean_2020-08-28.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-28,2020-08-28 00:48:00 CDT,GMT-05:00,1598593680114,Completed,2020-08-28,2020-08-28 00:50:12 CDT,1598593812641,1,set_1,24,9,A little,Quite a bit,Moderately,Not at all,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Might,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-29/phone_promptresponse_clean_2020-08-29.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,23,0,2020-08-28,2020-08-28 23:49:00 CDT,GMT-05:00,1598676540110,Completed,2020-08-29,2020-08-29 00:11:15 CDT,1598677875702,2,set_4,23,9,A little,Moderately,A little,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,Moderately,A little,Moderately,No,Yes,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-08-30/phone_promptresponse_clean_2020-08-30.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-30,2020-08-30 00:27:00 CDT,GMT-05:00,1598765220137,Completed,2020-08-30,2020-08-30 00:37:30 CDT,1598765850660,2,set_1,48,9,A little,Extremely,Moderately,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,Not really,0 days,0 days,More,Neither more nor less,A lot less,Quite a bit,Moderate,Not at all,Definitely will not,No,but I had a goal,,,,A little,Moderately,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-08-31/phone_promptresponse_clean_2020-08-31.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-08-31,2020-08-31 00:22:00 CDT,GMT-05:00,1598851320140,Completed,2020-08-31,2020-08-31 00:56:13 CDT,1598853373713,2,set_1,48,9,A little,Moderately,Quite a bit,Not at all,Moderately,Moderately,A little,Not at all,A little,Moderately,Moderately,Quite a bit,A little,Quite a bit,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,Neither more nor less,Less,A lot less,Quite a bit,Moderate,A little,Probably will not,No,but I had a goal,,,,A little,Moderately,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-09-01/phone_promptresponse_clean_2020-09-01.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-01,2020-09-01 00:18:00 CDT,GMT-05:00,1598937480138,PartiallyCompleted,,,,,set_2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
