.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
evasiongalorebath@timestudy_com/2020-11-29/phone_promptresponse_clean_2020-11-29.csv,1,evasiongalorebath,Daily,TIME,RANDOM,0,1,2020-11-29,2020-11-29 00:17:00 CST,GMT-06:00,1606630620165,Completed,2020-11-29,2020-11-29 01:45:01 CST,1606635901868,2,set_2,48,9,A little,Quite a bit,Not at all,Moderately,Quite a bit,A little,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,Very much so,Quite a bit,Moderately,No,No,0,,,,Quite a bit,Definitely will,Yes,A little bit,,,,Sort of,Yes,Yes,Maybe,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Very little,Not at all,,,,
evasiongalorebath@timestudy_com/2020-11-30/phone_promptresponse_clean_2020-11-30.csv,1,evasiongalorebath,Daily,TIME,RANDOM,0,1,2020-11-30,2020-11-30 00:24:09 CST,GMT-06:00,1606717449695,Completed,2020-11-30,2020-11-30 00:26:25 CST,1606717585643,1,set_3,47,9,A little,Moderately,A little,Moderately,Moderately,Not at all,Moderately,Moderately,Moderately,Moderately,Very much so,Very much so,Quite a bit,A little,No,Did not have to work today,0,A little,Probably will,Sort of,,,,,,,,Yes,Yes,Yes,Maybe,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,More,Moderate,Very little,,,,
evasiongalorebath@timestudy_com/2020-11-30/phone_promptresponse_clean_2020-11-30.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-11-30,2020-11-30 23:14:00 CST,GMT-06:00,1606799640197,Completed,2020-11-30,2020-11-30 23:41:12 CST,1606801272508,2,set_1,25,9,A little,Moderately,Quite a bit,Moderately,A little,Not at all,Quite a bit,Moderately,Moderately,A little,Quite a bit,Very much so,Quite a bit,A little,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,Maybe
evasiongalorebath@timestudy_com/2020-12-01/phone_promptresponse_clean_2020-12-01.csv,23,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-12-01,2020-12-01 23:42:00 CST,GMT-06:00,1606887720122,Completed,2020-12-01,2020-12-01 23:48:01 CST,1606888081202,2,set_4,23,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Very much so,Not at all,Not at all,Quite a bit,Moderately,No,Yes,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-02/phone_promptresponse_clean_2020-12-02.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-12-02,2020-12-02 23:45:00 CST,GMT-06:00,1606974300140,Completed,2020-12-02,2020-12-02 23:49:27 CST,1606974567080,1,set_3,23,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,A little,Quite a bit,Moderately,A little,Quite a bit,Very much so,Very much so,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-04/phone_promptresponse_clean_2020-12-04.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-04,2020-12-04 00:24:00 CST,GMT-06:00,1607063040124,Completed,2020-12-04,2020-12-04 00:32:18 CST,1607063538549,2,set_4,24,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,Moderately,Extremely,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,Somewhat,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-05/phone_promptresponse_clean_2020-12-05.csv,2,evasiongalorebath,Daily,BURST,RANDOM,1,2,2020-12-05,2020-12-05 01:25:00 CST,GMT-06:00,1607153100111,Completed,2020-12-05,2020-12-05 01:26:31 CST,1607153191159,1,set_3,23,9,Not at all,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Quite a bit,Moderately,No,Did not have to work today,0,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-06/phone_promptresponse_clean_2020-12-06.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-06,2020-12-06 00:40:00 CST,GMT-06:00,1607236800195,Completed,2020-12-06,2020-12-06 00:43:03 CST,1607236983383,1,set_4,47,9,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,Sort of,Yes,Sort of,No,Not really,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2020-12-07/phone_promptresponse_clean_2020-12-07.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-07,2020-12-07 00:27:00 CST,GMT-06:00,1607322420138,Completed,2020-12-07,2020-12-07 00:31:19 CST,1607322679219,1,set_3,48,9,Not at all,A little,Not at all,Moderately,Moderately,Moderately,A little,Moderately,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,Somewhat,,,,Sort of,Maybe,Sort of,No,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2020-12-07/phone_promptresponse_clean_2020-12-07.csv,21,evasiongalorebath,Daily,TIME,RANDOM,21,22,2020-12-07,2020-12-07 21:44:00 CST,GMT-06:00,1607399040128,Completed,2020-12-07,2020-12-07 21:45:04 CST,1607399104187,1,set_4,23,9,Not at all,A little,Moderately,Moderately,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-08/phone_promptresponse_clean_2020-12-08.csv,22,evasiongalorebath,Daily,TIME,RANDOM,21,22,2020-12-08,2020-12-08 21:11:00 CST,GMT-06:00,1607483460141,Completed,2020-12-08,2020-12-08 21:14:00 CST,1607483640733,1,set_4,23,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-10/phone_promptresponse_clean_2020-12-10.csv,1,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-12-09,2020-12-09 23:49:00 CST,GMT-06:00,1607579340152,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-11/phone_promptresponse_clean_2020-12-11.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-11,2020-12-11 22:26:00 CST,GMT-06:00,1607747160127,Completed,2020-12-11,2020-12-11 23:47:32 CST,1607752052467,2,set_1,25,9,A little,Moderately,Not at all,Quite a bit,Moderately,A little,A little,Moderately,Not at all,Quite a bit,Moderately,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Maybe
evasiongalorebath@timestudy_com/2020-12-12/phone_promptresponse_clean_2020-12-12.csv,74,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-12,2020-12-12 22:23:00 CST,GMT-06:00,1607833380090,Completed,2020-12-12,2020-12-12 22:24:13 CST,1607833453715,1,set_4,24,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Quite a bit,Moderately,Moderately,No,Did not have to work today,0,,,,,,,A little bit,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-13/phone_promptresponse_clean_2020-12-13.csv,164,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-13,2020-12-13 22:38:00 CST,GMT-06:00,1607920680120,Completed,2020-12-13,2020-12-13 22:41:23 CST,1607920883941,1,set_4,48,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,,,,Somewhat,Very much so,Definitely will,Yes,Sort of,Yes,Sort of,Maybe,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,,,,
evasiongalorebath@timestudy_com/2020-12-15/phone_promptresponse_clean_2020-12-15.csv,1,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-14,2020-12-14 22:28:00 CST,GMT-06:00,1608006480108,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-15/phone_promptresponse_clean_2020-12-15.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-15,2020-12-15 22:38:00 CST,GMT-06:00,1608093480123,Completed,2020-12-15,2020-12-15 23:22:09 CST,1608096129217,2,set_3,24,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,A little,Might,Sort of,,,,Somewhat,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-16/phone_promptresponse_clean_2020-12-16.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-12-16,2020-12-16 23:17:00 CST,GMT-06:00,1608182220288,Completed,2020-12-16,2020-12-16 23:24:16 CST,1608182656286,2,set_1,24,9,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Not at all,Moderately,A little,A little,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,No
evasiongalorebath@timestudy_com/2020-12-17/phone_promptresponse_clean_2020-12-17.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-17,2020-12-17 22:32:00 CST,GMT-06:00,1608265920320,Completed,2020-12-17,2020-12-17 22:33:18 CST,1608265998198,1,set_2,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Trying to decide,Not at all,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-18/phone_promptresponse_clean_2020-12-18.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-18,2020-12-18 22:35:00 CST,GMT-06:00,1608352500187,Completed,2020-12-18,2020-12-18 23:58:48 CST,1608357528671,2,set_2,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,A little,Not at all,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,A little,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-20/phone_promptresponse_clean_2020-12-20.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-20,2020-12-20 00:47:00 CST,GMT-06:00,1608446820276,Completed,2020-12-20,2020-12-20 00:52:29 CST,1608447149595,2,set_3,48,9,Not at all,Moderately,A little,Quite a bit,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,Quite a bit,Probably will,Yes,,,,Somewhat,,,,Sort of,Maybe,Yes,Yes,Yes,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2020-12-21/phone_promptresponse_clean_2020-12-21.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-21,2020-12-21 00:14:00 CST,GMT-06:00,1608531240181,Completed,2020-12-21,2020-12-21 00:16:14 CST,1608531374349,1,set_2,47,9,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,A little,Probably will,Yes,,,,,Sort of,Maybe,Sort of,Maybe,Yes,Yes,Not at all,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2020-12-22/phone_promptresponse_clean_2020-12-22.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-22,2020-12-22 00:39:00 CST,GMT-06:00,1608619140171,Completed,2020-12-22,2020-12-22 00:41:36 CST,1608619296647,1,set_1,24,9,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,Maybe
evasiongalorebath@timestudy_com/2020-12-23/phone_promptresponse_clean_2020-12-23.csv,2,evasiongalorebath,Daily,BURST,RANDOM,0,1,2020-12-23,2020-12-23 00:28:21 CST,GMT-06:00,1608704901943,Completed,2020-12-23,2020-12-23 00:30:34 CST,1608705034157,1,set_2,23,9,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-24/phone_promptresponse_clean_2020-12-24.csv,1,evasiongalorebath,Daily,TIME,RANDOM,0,1,2020-12-24,2020-12-24 00:38:00 CST,GMT-06:00,1608791880175,Completed,2020-12-24,2020-12-24 00:39:38 CST,1608791978097,1,set_3,23,9,Not at all,Moderately,A little,Extremely,Moderately,A little,Moderately,A little,Not at all,Very much so,Not at all,Moderately,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-24/phone_promptresponse_clean_2020-12-24.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-12-24,2020-12-24 23:31:00 CST,GMT-06:00,1608874260178,Completed,2020-12-24,2020-12-24 23:34:20 CST,1608874460847,1,set_3,24,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,A little,Probably will,Sort of,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-25/phone_promptresponse_clean_2020-12-25.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2020-12-25,2020-12-25 23:32:00 CST,GMT-06:00,1608960720171,Completed,2020-12-25,2020-12-25 23:33:52 CST,1608960832587,1,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,Quite a bit,A little,A little,Quite a bit,Not at all,Moderately,Quite a bit,A little,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-27/phone_promptresponse_clean_2020-12-27.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2020-12-27,2020-12-27 22:45:00 CST,GMT-06:00,1609130700145,Completed,2020-12-27,2020-12-27 22:48:53 CST,1609130933851,1,set_3,47,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,A little,A little,Moderately,Not at all,Very much so,A little,Moderately,A little,Moderately,No,Did not have to work today,0,Quite a bit,Definitely will,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
evasiongalorebath@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,1,evasiongalorebath,Daily,TIME,RANDOM,0,1,2020-12-29,2020-12-29 00:29:00 CST,GMT-06:00,1609223340135,Completed,2020-12-29,2020-12-29 00:30:06 CST,1609223406699,1,set_3,23,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,1,evasiongalorebath,Daily,TIME,RANDOM,0,1,2020-12-30,2020-12-30 00:29:00 CST,GMT-06:00,1609309740150,Completed,2020-12-30,2020-12-30 00:30:03 CST,1609309803396,1,set_4,23,9,A little,Moderately,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2020-12-31/phone_promptresponse_clean_2020-12-31.csv,1,evasiongalorebath,Daily,TIME,RANDOM,0,1,2020-12-31,2020-12-31 00:11:00 CST,GMT-06:00,1609395060300,Completed,2020-12-31,2020-12-31 00:13:09 CST,1609395189834,1,set_2,24,9,A little,Moderately,A little,Quite a bit,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,A little bit,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,4,evasiongalorebath,Daily,BURST,RANDOM,2,3,2021-01-01,2021-01-01 02:56:25 CST,GMT-06:00,1609491385299,Completed,2021-01-01,2021-01-01 02:58:07 CST,1609491487935,1,set_1,25,9,A little,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes
evasiongalorebath@timestudy_com/2021-01-02/phone_promptresponse_clean_2021-01-02.csv,3,evasiongalorebath,Daily,BURST,RANDOM,2,3,2021-01-02,2021-01-02 02:48:00 CST,GMT-06:00,1609577280132,Completed,2021-01-02,2021-01-02 02:49:27 CST,1609577367532,1,set_1,24,9,Not at all,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Not at all,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,Maybe
