.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
debatableuneasyeveryone@timestudy_com/2020-07-04/phone_promptresponse_clean_2020-07-04.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-07-04,2020-07-04 22:24:00 PDT,GMT-07:00,1593926640105,Completed,2020-07-04,2020-07-04 22:33:17 PDT,1593927197367,2,set_2,24,8,Not at all,Quite a bit,Not at all,Moderately,Moderately,Moderately,A little,Moderately,Not at all,A little,A little,Not at all,A little,Not at all,No,Yes,0,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-05/phone_promptresponse_clean_2020-07-05.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-05,2020-07-05 21:41:00 PDT,GMT-07:00,1594010460107,Completed,2020-07-05,2020-07-05 21:49:08 PDT,1594010948793,2,set_2,47,8,Moderately,Moderately,Not at all,A little,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Quite a bit,No,Did not have to work today,0,,,,,A little,Might,Yes,Sort of,No,Yes,No,Yes,Not really,0 days,2 days,Neither more nor less,More,Neither more nor less,Very little,Very little,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-06/phone_promptresponse_clean_2020-07-06.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-07-06,2020-07-06 22:10:00 PDT,GMT-07:00,1594098600071,Completed,2020-07-06,2020-07-06 22:12:17 PDT,1594098737309,1,set_2,24,8,Not at all,Moderately,A little,Moderately,A little,A little,A little,Not at all,Not at all,A little,Moderately,A little,Not at all,Moderately,No,No,0,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-07/phone_promptresponse_clean_2020-07-07.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-07,2020-07-07 21:37:00 PDT,GMT-07:00,1594183020094,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-08/phone_promptresponse_clean_2020-07-08.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-08,2020-07-08 21:40:00 PDT,GMT-07:00,1594269600103,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-09,2020-07-09 20:11:00 PDT,GMT-07:00,1594350660089,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-09,2020-07-09 21:19:00 PDT,GMT-07:00,1594354740135,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-09,2020-07-09 21:25:07 PDT,GMT-07:00,1594355107832,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,24,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-09,2020-07-09 21:28:08 PDT,GMT-07:00,1594355288678,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-10/phone_promptresponse_clean_2020-07-10.csv,22,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-07-10,2020-07-10 21:46:00 PDT,GMT-07:00,1594442760118,Completed,2020-07-10,2020-07-10 21:53:17 PDT,1594443197936,2,set_3,22,8,A little,Moderately,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Moderately,A little,Quite a bit,No,No,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-11/phone_promptresponse_clean_2020-07-11.csv,22,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-07-11,2020-07-11 21:25:00 PDT,GMT-07:00,1594527900131,Completed,2020-07-11,2020-07-11 22:19:50 PDT,1594531190846,2,set_2,24,8,Not at all,Quite a bit,Moderately,Moderately,A little,Moderately,A little,Quite a bit,Not at all,A little,Moderately,Not at all,Not at all,Quite a bit,No,No,0,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-12/phone_promptresponse_clean_2020-07-12.csv,20,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-07-12,2020-07-12 21:16:49 PDT,GMT-07:00,1594613809750,Completed,2020-07-12,2020-07-12 21:38:54 PDT,1594615134317,2,set_3,45,8,A little,Moderately,A little,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,A little,A little,A little,Moderately,No,Did not have to work today,0,,,,Quite a bit,,,,Sort of,Yes,Sort of,No,Sort of,Sort of,0 days,2 days,Less,A lot more,Neither more nor less,Very little,Moderate,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-13/phone_promptresponse_clean_2020-07-13.csv,23,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-07-13,2020-07-13 21:17:00 PDT,GMT-07:00,1594700220218,Completed,2020-07-13,2020-07-13 22:36:41 PDT,1594705001787,2,set_1,25,8,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,A little,A little,A little,A little,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,No,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-14/phone_promptresponse_clean_2020-07-14.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-14,2020-07-14 21:26:00 PDT,GMT-07:00,1594787160075,Completed,2020-07-14,2020-07-14 21:37:06 PDT,1594787826930,2,set_4,24,8,A little,Moderately,Quite a bit,A little,A little,A little,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,No,No,0,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-15/phone_promptresponse_clean_2020-07-15.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-15,2020-07-15 20:34:00 PDT,GMT-07:00,1594870440136,Completed,2020-07-15,2020-07-15 21:51:28 PDT,1594875088258,2,set_2,24,8,Moderately,Moderately,Quite a bit,Moderately,A little,A little,A little,A little,Moderately,A little,Moderately,A little,A little,Moderately,No,No,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-16/phone_promptresponse_clean_2020-07-16.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-16,2020-07-16 20:20:01 PDT,GMT-07:00,1594956001579,Completed,2020-07-16,2020-07-16 20:31:09 PDT,1594956669603,2,set_1,25,8,A little,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Moderately,A little,A little,Moderately,Moderately,Not at all,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-17/phone_promptresponse_clean_2020-07-17.csv,19,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-17,2020-07-17 20:49:00 PDT,GMT-07:00,1595044140093,NeverStarted,,,,,set_1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-18/phone_promptresponse_clean_2020-07-18.csv,20,debatableuneasyeveryone,Daily,TIME,RANDOM,19,20,2020-07-18,2020-07-18 19:38:00 PDT,GMT-07:00,1595126280083,Completed,2020-07-18,2020-07-18 20:12:17 PDT,1595128337920,2,set_4,24,8,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Not at all,Moderately,Not at all,Moderately,Quite a bit,No,No,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-19/phone_promptresponse_clean_2020-07-19.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-19,2020-07-19 20:23:00 PDT,GMT-07:00,1595215380117,Completed,2020-07-19,2020-07-19 20:31:16 PDT,1595215876380,2,set_2,47,8,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,A little,Moderately,A little,Moderately,A little,Moderately,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,,Quite a bit,Definitely will,Yes,Sort of,Maybe,Yes,Yes,Sort of,Not really,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Quite a bit,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-20/phone_promptresponse_clean_2020-07-20.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-20,2020-07-20 20:15:00 PDT,GMT-07:00,1595301300116,Completed,2020-07-20,2020-07-20 20:16:06 PDT,1595301366256,1,set_2,24,8,A little,Quite a bit,Moderately,Quite a bit,Moderately,Not at all,Moderately,A little,A little,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,No,No,0,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-21/phone_promptresponse_clean_2020-07-21.csv,20,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-21,2020-07-21 21:48:00 PDT,GMT-07:00,1595393280193,Completed,2020-07-21,2020-07-21 21:50:22 PDT,1595393422696,1,set_1,25,8,Not at all,Extremely,A little,Quite a bit,Extremely,A little,A little,A little,Not at all,Quite a bit,A little,Not at all,A little,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-22/phone_promptresponse_clean_2020-07-22.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-07-22,2020-07-22 21:37:00 PDT,GMT-07:00,1595479020098,Completed,2020-07-22,2020-07-22 21:39:42 PDT,1595479182138,1,set_2,24,8,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,Moderately,A little,Quite a bit,Moderately,Very much so,No,No,0,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-23/phone_promptresponse_clean_2020-07-23.csv,21,debatableuneasyeveryone,Daily,BURST,RANDOM,20,21,2020-07-23,2020-07-23 20:10:00 PDT,GMT-07:00,1595560200102,Completed,2020-07-23,2020-07-23 20:19:23 PDT,1595560763790,2,set_3,24,9,A little,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,A little,A little,A little,Quite a bit,No,No,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Probably will,Not really,,,,
debatableuneasyeveryone@timestudy_com/2020-07-24/phone_promptresponse_clean_2020-07-24.csv,21,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-07-24,2020-07-24 21:30:53 PDT,GMT-07:00,1595651453298,PartiallyCompleted,,,,,set_3,6,9,A little,Moderately,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-25/phone_promptresponse_clean_2020-07-25.csv,21,debatableuneasyeveryone,Daily,BURST,RANDOM,20,21,2020-07-25,2020-07-25 20:34:00 PDT,GMT-07:00,1595734440067,Completed,2020-07-25,2020-07-25 20:35:49 PDT,1595734549461,1,set_1,25,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,A little,Moderately,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-26/phone_promptresponse_clean_2020-07-26.csv,21,debatableuneasyeveryone,Daily,BURST,RANDOM,20,21,2020-07-26,2020-07-26 20:46:00 PDT,GMT-07:00,1595821560137,Completed,2020-07-26,2020-07-26 20:50:27 PDT,1595821827503,1,set_4,47,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,A little,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,A little,No,Did not have to work today,0,A little,Definitely will,No,,,,,Yes,Yes,Sort of,No,Sort of,No,0 days,3 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-27/phone_promptresponse_clean_2020-07-27.csv,18,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-27,2020-07-27 20:34:00 PDT,GMT-07:00,1595907240123,Completed,2020-07-27,2020-07-27 20:35:01 PDT,1595907301584,1,set_2,24,9,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-28/phone_promptresponse_clean_2020-07-28.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-28,2020-07-28 20:30:00 PDT,GMT-07:00,1595993400061,Completed,2020-07-28,2020-07-28 20:31:47 PDT,1595993507344,1,set_3,24,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Moderately,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
debatableuneasyeveryone@timestudy_com/2020-07-29/phone_promptresponse_clean_2020-07-29.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-29,2020-07-29 20:46:00 PDT,GMT-07:00,1596080760117,Completed,2020-07-29,2020-07-29 20:54:46 PDT,1596081286557,2,set_4,24,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Not at all,Very much so,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-30/phone_promptresponse_clean_2020-07-30.csv,18,debatableuneasyeveryone,Daily,TIME,RANDOM,18,19,2020-07-30,2020-07-30 18:30:00 PDT,GMT-07:00,1596159000091,Completed,2020-07-30,2020-07-30 18:31:28 PDT,1596159088651,1,set_4,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Not at all,Not at all,Moderately,No,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-07-31/phone_promptresponse_clean_2020-07-31.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-07-31,2020-07-31 20:18:00 PDT,GMT-07:00,1596251880078,Completed,2020-07-31,2020-07-31 20:19:38 PDT,1596251978893,1,set_1,25,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,Not at all,A little,Quite a bit,A little,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-08-01/phone_promptresponse_clean_2020-08-01.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-08-01,2020-08-01 20:20:00 PDT,GMT-07:00,1596338400105,Completed,2020-08-01,2020-08-01 21:01:18 PDT,1596340878009,2,set_2,24,9,Not at all,Moderately,Not at all,Quite a bit,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Very much so,Quite a bit,Very much so,No,No,0,,,,,Quite a bit,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-08-02/phone_promptresponse_clean_2020-08-02.csv,18,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-08-02,2020-08-02 20:48:00 PDT,GMT-07:00,1596426480121,Completed,2020-08-02,2020-08-02 20:52:29 PDT,1596426749045,1,set_4,47,9,A little,Moderately,Not at all,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Moderately,Not at all,No,Did not have to work today,0,Quite a bit,Might,Sort of,,,,,Yes,Yes,Sort of,No,Not really,Yes,0 days,1 day,Less,A lot more,More,Very little,Very little,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-08-03/phone_promptresponse_clean_2020-08-03.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-08-03,2020-08-03 21:34:00 PDT,GMT-07:00,1596515640180,Completed,2020-08-03,2020-08-03 21:35:24 PDT,1596515724506,1,set_3,24,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,No,No,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
debatableuneasyeveryone@timestudy_com/2020-08-04/phone_promptresponse_clean_2020-08-04.csv,15,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-08-04,2020-08-04 21:30:31 PDT,GMT-07:00,1596601831476,Completed,2020-08-04,2020-08-04 22:04:35 PDT,1596603875567,2,set_1,24,9,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-08-05/phone_promptresponse_clean_2020-08-05.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-08-05,2020-08-05 21:26:00 PDT,GMT-07:00,1596687960122,Completed,2020-08-05,2020-08-05 21:28:15 PDT,1596688095025,1,set_4,23,9,Not at all,Moderately,Moderately,Extremely,Extremely,A little,Moderately,A little,A little,Quite a bit,A little,A little,Moderately,Very much so,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-08-06/phone_promptresponse_clean_2020-08-06.csv,21,debatableuneasyeveryone,Daily,BURST,RANDOM,20,21,2020-08-06,2020-08-06 20:29:00 PDT,GMT-07:00,1596770940130,Completed,2020-08-06,2020-08-06 20:30:07 PDT,1596771007789,1,set_1,24,9,Not at all,Moderately,Moderately,Quite a bit,Not at all,Not at all,Moderately,Moderately,Not at all,Quite a bit,Not at all,Not at all,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,
