.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x31_int_sed,x32_plan_sed
sublevelcurlyhanky@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,22,sublevelcurlyhanky,Daily,BURST,RANDOM,21,22,2021-03-29,2021-03-29 21:21:00 CDT,GMT-05:00,1617070860108,Completed,2021-03-29,2021-03-29 21:22:19 CDT,1617070939817,1,set_4,23,9,A little,A little,Moderately,Not at all,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,Not really,,,
sublevelcurlyhanky@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,22,sublevelcurlyhanky,Daily,BURST,RANDOM,21,22,2021-03-30,2021-03-30 21:11:00 CDT,GMT-05:00,1617156660111,Completed,2021-03-30,2021-03-30 21:14:01 CDT,1617156841156,1,set_4,23,9,A little,A little,Moderately,Not at all,A little,A little,A little,A little,A little,A little,A little,A little,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,22,sublevelcurlyhanky,Daily,BURST,RANDOM,21,22,2021-03-31,2021-03-31 21:14:00 CDT,GMT-05:00,1617243240156,Completed,2021-03-31,2021-03-31 21:15:40 CDT,1617243340221,1,set_1,25,9,A little,A little,Moderately,Not at all,A little,A little,A little,A little,A little,A little,Not at all,Moderately,Moderately,Moderately,No,No,0,Quite a bit,Definitely will,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-01,2021-04-01 22:23:00 CDT,GMT-05:00,1617333780113,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,68,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-02,2021-04-02 22:37:00 CDT,GMT-05:00,1617421020109,Completed,2021-04-02,2021-04-02 22:38:22 CDT,1617421102745,1,set_3,23,9,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,A little,Not at all,A little,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
sublevelcurlyhanky@timestudy_com/2021-04-03/phone_promptresponse_clean_2021-04-03.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-03,2021-04-03 22:25:00 CDT,GMT-05:00,1617506700125,Completed,2021-04-03,2021-04-03 22:26:17 CDT,1617506777002,1,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,A little,A little,Quite a bit,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,
sublevelcurlyhanky@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-04,2021-04-04 22:49:00 CDT,GMT-05:00,1617594540130,Completed,2021-04-04,2021-04-04 22:52:20 CDT,1617594740835,1,set_3,47,9,A little,A little,Moderately,Not at all,A little,A little,A little,A little,A little,Not at all,Not at all,A little,A little,A little,No,Did not have to work today,0,,,,,Sort of,No and I didn't have a goal,Sort of,but had a goal,No,No,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,More,Very little,Very little,,,,,,,,A little,Might,Sort of
sublevelcurlyhanky@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,40,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-05,2021-04-05 22:49:00 CDT,GMT-05:00,1617680940370,Completed,2021-04-05,2021-04-05 22:50:34 CDT,1617681034452,1,set_1,24,9,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,No,No,0,Not at all,Probably will,Yes,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-06,2021-04-06 22:37:00 CDT,GMT-05:00,1617766620158,Completed,2021-04-06,2021-04-06 22:38:12 CDT,1617766692681,1,set_4,24,9,Quite a bit,A little,Quite a bit,Not at all,Not at all,Moderately,Quite a bit,Moderately,A little,A little,A little,Quite a bit,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,A little,Probably will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,28,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-07,2021-04-07 22:39:00 CDT,GMT-05:00,1617853140145,Completed,2021-04-07,2021-04-07 22:40:23 CDT,1617853223317,1,set_3,23,9,Moderately,A little,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,A little,A little,Moderately,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No
sublevelcurlyhanky@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-08,2021-04-08 22:42:00 CDT,GMT-05:00,1617939720140,Completed,2021-04-08,2021-04-08 23:00:08 CDT,1617940808346,2,set_4,24,9,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Not at all,Definitely will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-09,2021-04-09 22:40:00 CDT,GMT-05:00,1618026000121,Completed,2021-04-09,2021-04-09 22:42:15 CDT,1618026135960,1,set_3,23,9,A little,A little,Extremely,Not at all,A little,Moderately,Extremely,Quite a bit,Quite a bit,A little,A little,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No
sublevelcurlyhanky@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,23,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-10,2021-04-10 22:21:00 CDT,GMT-05:00,1618111260107,Completed,2021-04-10,2021-04-10 22:22:11 CDT,1618111331043,1,set_3,24,9,A little,A little,Moderately,Not at all,A little,A little,Moderately,Moderately,A little,Not at all,Not at all,Very much so,Quite a bit,A little,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,Somewhat,,,,Not at all,Might,No
sublevelcurlyhanky@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,22,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-11,2021-04-11 22:32:00 CDT,GMT-05:00,1618198320148,Completed,2021-04-11,2021-04-11 22:36:31 CDT,1618198591384,1,set_1,48,9,Quite a bit,Not at all,A little,Not at all,A little,A little,Moderately,Extremely,A little,A little,Not at all,Very much so,Quite a bit,A little,No,Did not have to work today,0,Not at all,Might,Sort of,No,Sort of,No,No,but had a goal,No,No,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,A lot more,More,Very little,Very little,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-12,2021-04-12 22:46:00 CDT,GMT-05:00,1618285560126,Completed,2021-04-12,2021-04-12 23:15:50 CDT,1618287350345,2,set_3,23,9,Extremely,Not at all,Extremely,Not at all,Not at all,A little,Quite a bit,Extremely,Very much so,Not at all,Not at all,Moderately,Quite a bit,A little,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No
sublevelcurlyhanky@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,27,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-13,2021-04-13 22:20:00 CDT,GMT-05:00,1618370400129,Completed,2021-04-13,2021-04-13 22:21:25 CDT,1618370485532,1,set_4,23,9,Extremely,Not at all,Extremely,Not at all,Not at all,Extremely,Extremely,Extremely,Moderately,Not at all,A little,A little,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-14,2021-04-14 22:27:00 CDT,GMT-05:00,1618457220133,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-15,2021-04-15 22:34:00 CDT,GMT-05:00,1618544040091,Completed,2021-04-15,2021-04-15 22:35:33 CDT,1618544133409,1,set_1,24,9,Quite a bit,A little,Moderately,Not at all,Not at all,Extremely,Moderately,Extremely,A little,Not at all,A little,Quite a bit,Quite a bit,A little,No,No,0,A little,Might,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,36,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-16,2021-04-16 22:32:00 CDT,GMT-05:00,1618630320084,Completed,2021-04-16,2021-04-16 22:33:18 CDT,1618630398906,1,set_1,25,9,Moderately,A little,Moderately,Not at all,Not at all,Moderately,Moderately,Moderately,A little,A little,A little,Moderately,Quite a bit,Not at all,No,No,0,Not at all,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-17,2021-04-17 22:28:00 CDT,GMT-05:00,1618716480144,PartiallyCompleted,,,,,set_2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-18,2021-04-18 22:38:00 CDT,GMT-05:00,1618803480201,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-19,2021-04-19 22:15:00 CDT,GMT-05:00,1618888500089,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-20,2021-04-20 22:25:00 CDT,GMT-05:00,1618975500083,Completed,2021-04-20,2021-04-20 22:26:16 CDT,1618975576678,1,set_1,25,9,A little,A little,Quite a bit,Not at all,A little,Moderately,Quite a bit,Moderately,Moderately,Not at all,Not at all,Quite a bit,Quite a bit,A little,No,No,0,A little,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-21,2021-04-21 22:24:00 CDT,GMT-05:00,1619061840133,Completed,2021-04-21,2021-04-21 22:25:24 CDT,1619061924278,1,set_2,24,9,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Might,Trying to decide,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-22,2021-04-22 22:10:00 CDT,GMT-05:00,1619147400111,Completed,2021-04-22,2021-04-22 22:11:09 CDT,1619147469158,1,set_1,24,9,A little,A little,A little,Not at all,Not at all,Moderately,A little,A little,A little,A little,A little,A little,Quite a bit,A little,No,No,0,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,23,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-23,2021-04-23 22:45:00 CDT,GMT-05:00,1619235900091,Completed,2021-04-23,2021-04-23 22:47:51 CDT,1619236071697,1,set_1,24,9,A little,A little,Quite a bit,Not at all,A little,Not at all,Moderately,A little,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,No,Yes,0,A little,Probably will,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-24,2021-04-24 22:15:00 CDT,GMT-05:00,1619320500151,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-25,2021-04-25 22:14:00 CDT,GMT-05:00,1619406840115,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-04-26,2021-04-26 22:16:00 CDT,GMT-05:00,1619493360443,Completed,2021-04-26,2021-04-26 22:17:28 CDT,1619493448242,1,set_2,23,9,Moderately,Not at all,Quite a bit,Not at all,A little,Moderately,Quite a bit,Extremely,A little,A little,A little,Very much so,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will not,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-27,2021-04-27 22:44:00 CDT,GMT-05:00,1619581440129,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-28,2021-04-28 22:25:00 CDT,GMT-05:00,1619666700106,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-29,2021-04-29 22:19:00 CDT,GMT-05:00,1619752740123,Completed,2021-04-29,2021-04-29 22:20:24 CDT,1619752824567,1,set_2,23,9,A little,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,Very much so,Quite a bit,Not at all,Yes,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-04-30,2021-04-30 22:33:00 CDT,GMT-05:00,1619839980144,PartiallyCompleted,,,,,set_2,15,9,A little,A little,A little,Not at all,A little,A little,A little,A little,A little,A little,A little,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-01,2021-05-01 22:37:00 CDT,GMT-05:00,1619926620163,Completed,2021-05-01,2021-05-01 22:47:18 CDT,1619927238995,2,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-02,2021-05-02 22:10:00 CDT,GMT-05:00,1620011400111,Completed,2021-05-02,2021-05-02 22:13:39 CDT,1620011619128,1,set_3,47,9,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Quite a bit,Not at all,No,Did not have to work today,0,,,,,Yes,No,No,but had a goal,Not really,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot more,More,Very little,Very little,,,,,,,,A little,Might,Not really
sublevelcurlyhanky@timestudy_com/2021-05-04/phone_promptresponse_clean_2021-05-04.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-03,2021-05-03 22:45:00 CDT,GMT-05:00,1620099900144,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-04,2021-05-04 22:19:00 CDT,GMT-05:00,1620184740151,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-05,2021-05-05 22:43:00 CDT,GMT-05:00,1620272580150,PartiallyCompleted,,,,,set_3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-06,2021-05-06 22:23:00 CDT,GMT-05:00,1620357780130,Completed,2021-05-06,2021-05-06 22:23:51 CDT,1620357831859,1,set_2,23,9,A little,Moderately,A little,A little,A little,A little,A little,A little,Moderately,Not at all,Not at all,Very much so,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,23,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-07,2021-05-07 22:10:00 CDT,GMT-05:00,1620443400122,Completed,2021-05-07,2021-05-07 22:12:16 CDT,1620443536454,1,set_2,24,9,A little,Quite a bit,A little,A little,A little,Quite a bit,Quite a bit,Quite a bit,Very much so,A little,A little,Very much so,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,Not at all,Might,Trying to decide,A little bit,,,,,,
