.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
gentlykittenthaw@timestudy_com/2020-10-24/phone_promptresponse_clean_2020-10-24.csv,76,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2020-10-24,2020-10-24 23:47:00 PDT,GMT-07:00,1603608420354,Completed,2020-10-24,2020-10-24 23:48:43 PDT,1603608523797,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-10-25/phone_promptresponse_clean_2020-10-25.csv,23,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2020-10-25,2020-10-25 23:19:00 PDT,GMT-07:00,1603693140294,Completed,2020-10-25,2020-10-25 23:23:14 PDT,1603693394801,1,set_1,48,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,A little,A little,A little,Not at all,Quite a bit,A little,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,Not really,Yes,Not really,Maybe,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,Less,Not at all,Not at all,A little,Definitely will,Sort of,but I had a goal
gentlykittenthaw@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,36,gentlykittenthaw,Daily,TIME,RANDOM,21,22,2020-10-26,2020-10-26 21:45:00 PDT,GMT-07:00,1603773900244,Completed,2020-10-26,2020-10-26 21:46:31 PDT,1603773991128,1,set_2,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,A little,Not at all,Not at all,Not at all,A little,Quite a bit,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-10-27/phone_promptresponse_clean_2020-10-27.csv,50,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-10-27,2020-10-27 22:32:00 PDT,GMT-07:00,1603863120301,Completed,2020-10-27,2020-10-27 22:32:57 PDT,1603863177527,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,A little,A little,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-10-29/phone_promptresponse_clean_2020-10-29.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-10-29,2020-10-29 00:20:00 PDT,GMT-07:00,1603956000322,Completed,2020-10-29,2020-10-29 00:21:53 PDT,1603956113883,1,set_1,24,9,Not at all,Moderately,Moderately,A little,A little,Quite a bit,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,Yes
gentlykittenthaw@timestudy_com/2020-10-30/phone_promptresponse_clean_2020-10-30.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-10-30,2020-10-30 00:19:00 PDT,GMT-07:00,1604042340195,Completed,2020-10-30,2020-10-30 00:20:36 PDT,1604042436160,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,A little,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-10-31/phone_promptresponse_clean_2020-10-31.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-10-31,2020-10-31 00:39:00 PDT,GMT-07:00,1604129940226,Completed,2020-10-31,2020-10-31 00:40:14 PDT,1604130014166,1,set_2,23,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,A little,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-01/phone_promptresponse_clean_2020-11-01.csv,22,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2020-11-01,2020-11-01 23:11:00 PST,GMT-08:00,1604301060325,Completed,2020-11-01,2020-11-01 23:16:02 PST,1604301362522,2,set_1,49,9,Not at all,Quite a bit,A little,A little,Quite a bit,A little,Not at all,Not at all,Not at all,A little,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,A little bit,Sort of,No,Not really,Yes,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,A little,Definitely will,Yes,but I had a goal
gentlykittenthaw@timestudy_com/2020-11-02/phone_promptresponse_clean_2020-11-02.csv,22,gentlykittenthaw,Daily,BURST,RANDOM,22,23,2020-11-02,2020-11-02 22:16:00 PST,GMT-08:00,1604384160325,Completed,2020-11-02,2020-11-02 22:17:50 PST,1604384270508,1,set_2,24,9,Not at all,Moderately,Moderately,A little,Moderately,A little,Not at all,Not at all,Not at all,A little,Moderately,Not at all,Not at all,Moderately,No,No,0,A little,Might,Trying to decide,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-03/phone_promptresponse_clean_2020-11-03.csv,20,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2020-11-03,2020-11-03 23:45:00 PST,GMT-08:00,1604475900324,Completed,2020-11-03,2020-11-03 23:46:24 PST,1604475984260,1,set_2,23,9,Not at all,Quite a bit,A little,A little,Quite a bit,A little,Not at all,Not at all,Not at all,A little,Moderately,A little,Not at all,A little,No,Did not have to work today,0,Not at all,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-04/phone_promptresponse_clean_2020-11-04.csv,72,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2020-11-04,2020-11-04 23:38:00 PST,GMT-08:00,1604561880269,Completed,2020-11-04,2020-11-04 23:39:42 PST,1604561982790,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-06/phone_promptresponse_clean_2020-11-06.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-06,2020-11-06 00:42:00 PST,GMT-08:00,1604652120282,Completed,2020-11-06,2020-11-06 00:43:25 PST,1604652205382,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Not at all,A little,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-06/phone_promptresponse_clean_2020-11-06.csv,23,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-06,2020-11-06 22:13:00 PST,GMT-08:00,1604729580302,Completed,2020-11-06,2020-11-06 22:14:47 PST,1604729687478,1,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Definitely will,Sort of,but I had a goal
gentlykittenthaw@timestudy_com/2020-11-08/phone_promptresponse_clean_2020-11-08.csv,52,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-08,2020-11-08 22:32:00 PST,GMT-08:00,1604903520324,Completed,2020-11-08,2020-11-08 22:36:11 PST,1604903771185,1,set_3,47,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Not at all,A little,Not at all,Moderately,Moderately,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,Not at all,Definitely will not,No,,Sort of,Maybe,Not really,but had a goal,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2020-11-09/phone_promptresponse_clean_2020-11-09.csv,22,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-09,2020-11-09 22:10:00 PST,GMT-08:00,1604988600259,Completed,2020-11-09,2020-11-09 22:11:24 PST,1604988684413,1,set_4,23,9,Not at all,Moderately,A little,A little,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-10/phone_promptresponse_clean_2020-11-10.csv,22,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-10,2020-11-10 22:21:00 PST,GMT-08:00,1605075660259,Completed,2020-11-10,2020-11-10 22:22:50 PST,1605075770683,1,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,A little,Moderately,A little,Not at all,A little,No,Did not have to work today,0,Quite a bit,Definitely will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-11/phone_promptresponse_clean_2020-11-11.csv,38,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-11,2020-11-11 22:19:00 PST,GMT-08:00,1605161940152,Completed,2020-11-11,2020-11-11 22:20:36 PST,1605162036946,1,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Maybe
gentlykittenthaw@timestudy_com/2020-11-12/phone_promptresponse_clean_2020-11-12.csv,21,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2020-11-12,2020-11-12 23:28:00 PST,GMT-08:00,1605252480356,Completed,2020-11-12,2020-11-12 23:29:19 PST,1605252559247,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Yes
gentlykittenthaw@timestudy_com/2020-11-14/phone_promptresponse_clean_2020-11-14.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2020-11-14,2020-11-14 00:17:00 PST,GMT-08:00,1605341820282,Completed,2020-11-14,2020-11-14 00:18:04 PST,1605341884045,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-14/phone_promptresponse_clean_2020-11-14.csv,24,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2020-11-14,2020-11-14 23:12:00 PST,GMT-08:00,1605424320246,Completed,2020-11-14,2020-11-14 23:12:58 PST,1605424378978,1,set_3,23,9,Not at all,Moderately,A little,A little,Moderately,A little,Not at all,Not at all,Not at all,A little,Moderately,Moderately,Not at all,Moderately,No,No,0,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-15/phone_promptresponse_clean_2020-11-15.csv,25,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2020-11-15,2020-11-15 23:20:00 PST,GMT-08:00,1605511200347,Completed,2020-11-15,2020-11-15 23:22:31 PST,1605511351607,1,set_2,47,9,Not at all,Moderately,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,No,Yes,Sort of,Maybe,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2020-11-16/phone_promptresponse_clean_2020-11-16.csv,23,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2020-11-16,2020-11-16 23:15:00 PST,GMT-08:00,1605597300305,Completed,2020-11-16,2020-11-16 23:19:43 PST,1605597583998,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-18/phone_promptresponse_clean_2020-11-18.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-18,2020-11-18 00:38:00 PST,GMT-08:00,1605688680374,Completed,2020-11-18,2020-11-18 00:38:58 PST,1605688738597,1,set_4,23,9,Not at all,Moderately,A little,A little,A little,A little,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-19/phone_promptresponse_clean_2020-11-19.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-19,2020-11-19 00:21:00 PST,GMT-08:00,1605774060258,Completed,2020-11-19,2020-11-19 00:22:33 PST,1605774153870,1,set_1,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Maybe
gentlykittenthaw@timestudy_com/2020-11-20/phone_promptresponse_clean_2020-11-20.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-20,2020-11-20 00:43:00 PST,GMT-08:00,1605861780340,Completed,2020-11-20,2020-11-20 00:44:12 PST,1605861852839,1,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,Quite a bit,Quite a bit,A little,A little,No,Did not have to work today,0,Not at all,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-21/phone_promptresponse_clean_2020-11-21.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-21,2020-11-21 00:48:00 PST,GMT-08:00,1605948480279,Completed,2020-11-21,2020-11-21 00:50:25 PST,1605948625187,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-22/phone_promptresponse_clean_2020-11-22.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-22,2020-11-22 00:37:00 PST,GMT-08:00,1606034220333,Completed,2020-11-22,2020-11-22 00:40:49 PST,1606034449855,1,set_3,48,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,Probably will,No,Not at all,No,No and I didn't have a goal,Not really,Yes,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2020-11-22/phone_promptresponse_clean_2020-11-22.csv,22,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-22,2020-11-22 22:44:00 PST,GMT-08:00,1606113840280,Completed,2020-11-22,2020-11-22 22:48:15 PST,1606114095823,1,set_3,47,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,Probably will,Not really,,No,No,No,but had a goal,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2020-11-23/phone_promptresponse_clean_2020-11-23.csv,23,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-23,2020-11-23 22:33:00 PST,GMT-08:00,1606199580223,Completed,2020-11-23,2020-11-23 22:37:03 PST,1606199823434,1,set_2,23,9,A little,Moderately,Moderately,A little,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-25/phone_promptresponse_clean_2020-11-25.csv,66,gentlykittenthaw,Daily,TIME,RANDOM,22,23,2020-11-25,2020-11-25 22:20:00 PST,GMT-08:00,1606371600394,Completed,2020-11-25,2020-11-25 22:35:24 PST,1606372524338,2,set_2,23,9,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,A little,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-26/phone_promptresponse_clean_2020-11-26.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2020-11-26,2020-11-26 23:35:00 PST,GMT-08:00,1606462500252,Completed,2020-11-26,2020-11-26 23:37:22 PST,1606462642258,1,set_4,24,9,Not at all,Extremely,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,No,Did not have to work today,0,,,,A little,Probably will not,No,,,,Somewhat,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-28/phone_promptresponse_clean_2020-11-28.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2020-11-27,2020-11-27 23:43:00 PST,GMT-08:00,1606549380360,Completed,2020-11-28,2020-11-28 00:47:54 PST,1606553274538,2,set_3,23,9,Not at all,Moderately,A little,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,A little,No,No,0,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2020-11-29/phone_promptresponse_clean_2020-11-29.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2020-11-29,2020-11-29 00:40:00 PST,GMT-08:00,1606639200295,Completed,2020-11-29,2020-11-29 00:42:42 PST,1606639362960,1,set_3,47,9,Not at all,Moderately,Quite a bit,A little,A little,Moderately,Not at all,A little,Not at all,Moderately,Moderately,A little,Not at all,Quite a bit,No,No,0,,,,,,,Not at all,Definitely will not,No,,No,Yes,Not really,but had a goal,No,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2020-11-30/phone_promptresponse_clean_2020-11-30.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2020-11-30,2020-11-30 00:28:00 PST,GMT-08:00,1606724880162,Completed,2020-11-30,2020-11-30 00:38:47 PST,1606725527429,2,set_1,48,9,Not at all,Moderately,Quite a bit,A little,A little,Moderately,Not at all,Not at all,Not at all,Moderately,Moderately,Moderately,Not at all,Moderately,No,No,0,,,,,,,,,,,Not really,Yes,Sort of,Maybe,No,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Not at all,Might,Not really,but I had a goal
