.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed
dissuadecelestialrelic@timestudy_com/2020-12-28/phone_promptresponse_clean_2020-12-28.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2020-12-28,2020-12-28 00:43:00 PST,GMT-08:00,1609144980179,Completed,2020-12-28,2020-12-28 00:48:55 PST,1609145335443,2,set_1,48,9,A little,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Not at all,A little,Not at all,No,Did not have to work today,0,,,,A little,Might,No,but I had a goal,Not really,No and I didn't have a goal,Sort of,Yes,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Less,More,Extremely,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,1,2,2020-12-29,2020-12-29 01:17:00 PST,GMT-08:00,1609233420409,Completed,2020-12-29,2020-12-29 01:18:37 PST,1609233517683,1,set_3,23,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,A little,Not at all,Moderately,Very much so,A little,Quite a bit,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No
dissuadecelestialrelic@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2020-12-30,2020-12-30 00:14:00 PST,GMT-08:00,1609316040158,Completed,2020-12-30,2020-12-30 00:16:20 PST,1609316180417,1,set_1,25,9,A little,Extremely,Moderately,A little,Quite a bit,Not at all,A little,Not at all,Not at all,A little,Very much so,A little,A little,Not at all,No,Did not have to work today,0,,,,A little,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,Not at all,,,
dissuadecelestialrelic@timestudy_com/2020-12-31/phone_promptresponse_clean_2020-12-31.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2020-12-31,2020-12-31 00:27:00 PST,GMT-08:00,1609403220174,Completed,2020-12-31,2020-12-31 00:29:11 PST,1609403351369,1,set_4,23,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,
dissuadecelestialrelic@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-01,2021-01-01 00:32:00 PST,GMT-08:00,1609489920163,Completed,2021-01-01,2021-01-01 00:33:53 PST,1609490033140,1,set_3,23,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,A little,A little,Not at all,A little,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No
dissuadecelestialrelic@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,24,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-01-01,2021-01-01 23:37:00 PST,GMT-08:00,1609573020173,Completed,2021-01-01,2021-01-01 23:38:42 PST,1609573122038,1,set_1,24,9,Not at all,Extremely,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Very much so,Not at all,A little,Not at all,No,Did not have to work today,0,,,,A little,Probably will,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-01-03,2021-01-03 00:24:00 PST,GMT-08:00,1609662240167,Completed,2021-01-03,2021-01-03 00:39:12 PST,1609663152852,2,set_4,47,9,A little,Moderately,A little,Quite a bit,A little,A little,A little,A little,Not at all,A little,Very much so,Not at all,A little,Not at all,No,Did not have to work today,0,,,,,,,,No,Maybe,Yes,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,Neither more nor less,Extremely,Extremely,Quite a bit,Might,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,22,23,2021-01-03,2021-01-03 22:30:22 PST,GMT-08:00,1609741822464,Completed,2021-01-03,2021-01-03 22:35:29 PST,1609742129093,2,set_3,47,9,A little,Moderately,A little,Moderately,A little,A little,A little,A little,Not at all,Moderately,Very much so,Not at all,A little,Not at all,No,Did not have to work today,0,,,,,,,,Not really,Maybe,Yes,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,More,Extremely,Extremely,,,,,A little,Might,Not really
dissuadecelestialrelic@timestudy_com/2021-01-04/phone_promptresponse_clean_2021-01-04.csv,24,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-01-04,2021-01-04 23:32:00 PST,GMT-08:00,1609831920183,Completed,2021-01-04,2021-01-04 23:35:37 PST,1609832137737,1,set_3,23,9,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,Not at all,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No
dissuadecelestialrelic@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,21,dissuadecelestialrelic,Daily,TIME,RANDOM,21,22,2021-01-05,2021-01-05 21:18:00 PST,GMT-08:00,1609910280175,Completed,2021-01-05,2021-01-05 21:19:48 PST,1609910388601,1,set_1,24,9,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Moderately,Extremely,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not sure,Did not have to work today,0,,,,Not at all,Probably will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-07,2021-01-07 00:26:00 PST,GMT-08:00,1610007960180,Completed,2021-01-07,2021-01-07 00:27:47 PST,1610008067391,1,set_1,24,9,Extremely,Not at all,A little,A little,Not at all,Quite a bit,Extremely,Extremely,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not sure,Did not have to work today,0,,,,Not at all,Probably will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-07,2021-01-07 23:25:00 PST,GMT-08:00,1610090700137,Completed,2021-01-07,2021-01-07 23:26:22 PST,1610090782410,1,set_2,23,9,Quite a bit,Not at all,A little,A little,A little,Quite a bit,Extremely,Quite a bit,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not sure,Did not have to work today,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-08,2021-01-08 23:42:00 PST,GMT-08:00,1610178120951,Completed,2021-01-08,2021-01-08 23:45:17 PST,1610178317582,1,set_2,23,9,Quite a bit,A little,Moderately,A little,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Not at all,A little,Not at all,Not sure,No,0,Quite a bit,Definitely will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-10,2021-01-10 23:47:00 PST,GMT-08:00,1610351220173,Completed,2021-01-10,2021-01-10 23:54:07 PST,1610351647713,2,set_3,48,9,Quite a bit,A little,A little,A little,A little,Quite a bit,Quite a bit,Extremely,Quite a bit,A little,A little,A little,A little,Not at all,Not sure,Did not have to work today,0,,,,,,,,No,No and I didn't have a goal,Sort of,Yes,No,Not really,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,Neither more nor less,Extremely,Extremely,,,,Not at all,A little,Might,No
dissuadecelestialrelic@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-12,2021-01-12 00:39:00 PST,GMT-08:00,1610440740180,Completed,2021-01-12,2021-01-12 00:41:15 PST,1610440875352,1,set_2,24,9,Quite a bit,A little,A little,A little,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,A little,A little,A little,Not at all,Not sure,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,23,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-12,2021-01-12 23:42:00 PST,GMT-08:00,1610523720152,Completed,2021-01-12,2021-01-12 23:43:42 PST,1610523822409,1,set_2,23,9,Extremely,Not at all,A little,Not at all,Not at all,Quite a bit,Extremely,Extremely,Quite a bit,A little,A little,A little,Moderately,Not at all,Not sure,Did not have to work today,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-14/phone_promptresponse_clean_2021-01-14.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-14,2021-01-14 00:33:00 PST,GMT-08:00,1610613180152,Completed,2021-01-14,2021-01-14 00:34:38 PST,1610613278033,1,set_4,23,9,A little,Moderately,A little,A little,Moderately,Not at all,A little,Not at all,Not at all,A little,Moderately,A little,A little,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-01-15/phone_promptresponse_clean_2021-01-15.csv,2,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-01-15,2021-01-15 00:22:00 PST,GMT-08:00,1610698920170,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-01-16,2021-01-16 00:11:02 PST,GMT-08:00,1610784662678,Completed,2021-01-16,2021-01-16 00:13:37 PST,1610784817812,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,A little,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really
dissuadecelestialrelic@timestudy_com/2021-01-17/phone_promptresponse_clean_2021-01-17.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-01-17,2021-01-17 00:41:00 PST,GMT-08:00,1610872860257,Completed,2021-01-17,2021-01-17 00:45:35 PST,1610873135195,1,set_3,47,9,Not at all,Quite a bit,A little,Moderately,A little,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Not at all,No,Did not have to work today,0,,,,,,,,Sort of,Yes,Yes,Yes,Yes,Not really,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,Less,Extremely,Extremely,,,,,A little,Probably will,Yes
dissuadecelestialrelic@timestudy_com/2021-01-18/phone_promptresponse_clean_2021-01-18.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-01-18,2021-01-18 00:44:00 PST,GMT-08:00,1610959440140,Completed,2021-01-18,2021-01-18 00:48:59 PST,1610959739563,1,set_1,48,9,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,A little,Might,Sort of,Yes,Yes,No and I didn't have a goal,Yes,Yes,Sort of,Not really,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,Less,Extremely,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,2,dissuadecelestialrelic,Daily,TIME,RANDOM,1,2,2021-01-19,2021-01-19 01:39:00 PST,GMT-08:00,1611049140213,Completed,2021-01-19,2021-01-19 01:40:50 PST,1611049250413,1,set_3,23,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really
dissuadecelestialrelic@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-19,2021-01-19 23:28:02 PST,GMT-08:00,1611127682473,Completed,2021-01-19,2021-01-19 23:57:38 PST,1611129458300,2,set_2,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,Moderately,A little,A little,Moderately,Very much so,A little,A little,Not at all,No,Did not have to work today,0,A little,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-20,2021-01-20 23:33:00 PST,GMT-08:00,1611214380176,Completed,2021-01-20,2021-01-20 23:35:18 PST,1611214518601,1,set_2,24,9,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-22,2021-01-22 00:27:00 PST,GMT-08:00,1611304020170,Completed,2021-01-22,2021-01-22 00:30:28 PST,1611304228180,1,set_1,24,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Moderately,A little,A little,Moderately,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,Maybe,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-22,2021-01-22 23:15:00 PST,GMT-08:00,1611386100169,Completed,2021-01-22,2021-01-22 23:21:48 PST,1611386508386,2,set_3,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
dissuadecelestialrelic@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-24,2021-01-24 00:39:00 PST,GMT-08:00,1611477540245,Completed,2021-01-24,2021-01-24 00:48:51 PST,1611478131363,2,set_1,48,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Moderately,No,Did not have to work today,0,,,,A little,Probably will,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not really,Moderately,Not at all,I am not experiencing viral symptoms,2 days,0 days,More,Less,Less,Extremely,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-24,2021-01-24 23:23:00 PST,GMT-08:00,1611559380178,Completed,2021-01-24,2021-01-24 23:31:53 PST,1611559913620,2,set_2,47,9,A little,Quite a bit,A little,Moderately,Moderately,A little,Moderately,Moderately,Not at all,Moderately,Very much so,A little,A little,Moderately,No,Did not have to work today,0,Very much so,Might,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Not really,A little,Not at all,I am not experiencing viral symptoms,2 days,0 days,More,Less,Less,Extremely,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-26,2021-01-26 00:30:00 PST,GMT-08:00,1611649800220,Completed,2021-01-26,2021-01-26 00:34:29 PST,1611650069526,1,set_3,23,9,A little,Moderately,A little,Quite a bit,Moderately,Quite a bit,Extremely,Extremely,Very much so,Moderately,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
dissuadecelestialrelic@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-27,2021-01-27 00:46:00 PST,GMT-08:00,1611737160468,Completed,2021-01-27,2021-01-27 00:48:18 PST,1611737298501,1,set_3,23,9,Quite a bit,A little,Not at all,Moderately,Moderately,Quite a bit,Extremely,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes
dissuadecelestialrelic@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-27,2021-01-27 23:41:00 PST,GMT-08:00,1611819660189,Completed,2021-01-27,2021-01-27 23:45:08 PST,1611819908676,1,set_3,23,9,A little,Moderately,A little,Quite a bit,Quite a bit,A little,Moderately,A little,A little,Quite a bit,Very much so,A little,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
dissuadecelestialrelic@timestudy_com/2021-01-28/phone_promptresponse_clean_2021-01-28.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-01-28,2021-01-28 23:34:01 PST,GMT-08:00,1611905641062,Completed,2021-01-28,2021-01-28 23:35:27 PST,1611905727500,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-01-30,2021-01-30 00:26:00 PST,GMT-08:00,1611995160185,Completed,2021-01-30,2021-01-30 00:32:58 PST,1611995578425,2,set_4,24,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,A little,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,Not at all,,,
