.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed
slapstickporcupineslacks@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-03-24,2021-03-24 21:47:00 EDT,GMT-04:00,1616636820266,Completed,2021-03-24,2021-03-24 21:48:38 EDT,1616636918301,1,set_3,23,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-03-25/phone_promptresponse_clean_2021-03-25.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-03-25,2021-03-25 21:37:00 EDT,GMT-04:00,1616722620291,Completed,2021-03-25,2021-03-25 22:02:26 EDT,1616724146949,2,set_4,23,9,A little,Quite a bit,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,14,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-03-26,2021-03-26 21:35:00 EDT,GMT-04:00,1616808900214,Completed,2021-03-26,2021-03-26 21:36:34 EDT,1616808994951,1,set_3,24,9,A little,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,,Quite a bit,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-03-27/phone_promptresponse_clean_2021-03-27.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-03-27,2021-03-27 21:12:50 EDT,GMT-04:00,1616893970523,Completed,2021-03-27,2021-03-27 21:15:56 EDT,1616894156115,1,set_4,24,9,A little,Quite a bit,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Quite a bit,Definitely will,,Yes,,,,,,,,,,,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-03-28/phone_promptresponse_clean_2021-03-28.csv,19,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-03-28,2021-03-28 20:46:00 EDT,GMT-04:00,1616978760173,Completed,2021-03-28,2021-03-28 20:49:39 EDT,1616978979871,1,set_1,48,9,A little,Moderately,Moderately,Moderately,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,No,Yes,No,Yes,Not really,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,A lot more,More,Not at all,Not at all,,,,,Very much so,Definitely will,Yes,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,20,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-03-29,2021-03-29 21:36:00 EDT,GMT-04:00,1617068160226,Completed,2021-03-29,2021-03-29 21:37:59 EDT,1617068279367,1,set_3,23,9,A little,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really
slapstickporcupineslacks@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-03-30,2021-03-30 21:16:00 EDT,GMT-04:00,1617153360287,Completed,2021-03-30,2021-03-30 21:17:19 EDT,1617153439874,1,set_4,23,9,Not at all,Moderately,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Quite a bit,Definitely will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,24,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-03-31,2021-03-31 20:31:00 EDT,GMT-04:00,1617237060330,Completed,2021-03-31,2021-03-31 20:32:29 EDT,1617237149771,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Quite a bit,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,17,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-01,2021-04-01 21:35:00 EDT,GMT-04:00,1617327300257,Completed,2021-04-01,2021-04-01 21:36:22 EDT,1617327382666,1,set_4,24,9,Not at all,Quite a bit,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-04-02,2021-04-02 21:21:00 EDT,GMT-04:00,1617412860213,Completed,2021-04-02,2021-04-02 21:22:28 EDT,1617412948172,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-03/phone_promptresponse_clean_2021-04-03.csv,14,slapstickporcupineslacks,Daily,BURST,RANDOM,22,23,2021-04-03,2021-04-03 22:20:00 EDT,GMT-04:00,1617502800328,Completed,2021-04-03,2021-04-03 22:21:28 EDT,1617502888000,1,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,,,,Not at all,Definitely will not,No,Yes,,,
slapstickporcupineslacks@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-04-04,2021-04-04 21:18:00 EDT,GMT-04:00,1617585480570,Completed,2021-04-04,2021-04-04 21:21:33 EDT,1617585693949,1,set_1,49,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,Sort of,Yes,No,Maybe,Not really,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,A lot more,Not at all,Not at all,Not at all,,,,Very much so,Definitely will,Yes,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,21,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-04-05,2021-04-05 21:30:00 EDT,GMT-04:00,1617672600324,Completed,2021-04-05,2021-04-05 21:31:18 EDT,1617672678246,1,set_2,24,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,A little,Definitely will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-06,2021-04-06 21:14:00 EDT,GMT-04:00,1617758040351,Completed,2021-04-06,2021-04-06 21:15:05 EDT,1617758105772,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-07,2021-04-07 21:34:00 EDT,GMT-04:00,1617845640291,Completed,2021-04-07,2021-04-07 21:35:11 EDT,1617845711966,1,set_4,23,9,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,23,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-08,2021-04-08 21:48:00 EDT,GMT-04:00,1617932880387,Completed,2021-04-08,2021-04-08 21:57:42 EDT,1617933462964,2,set_4,23,9,Not at all,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-09,2021-04-09 21:16:00 EDT,GMT-04:00,1618017360255,Completed,2021-04-09,2021-04-09 21:17:29 EDT,1618017449296,1,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Might,Yes,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,24,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-10,2021-04-10 21:11:00 EDT,GMT-04:00,1618103460198,Completed,2021-04-10,2021-04-10 21:12:51 EDT,1618103571882,1,set_4,23,9,Not at all,Moderately,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-11,2021-04-11 21:29:00 EDT,GMT-04:00,1618190940281,Completed,2021-04-11,2021-04-11 21:33:56 EDT,1618191236236,1,set_3,47,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,Not really,Yes,Yes,Yes,Sort of,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,More,Neither more nor less,Not at all,Not at all,,,,,,,,,Very much so,Definitely will,Sort of
slapstickporcupineslacks@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-12,2021-04-12 21:30:00 EDT,GMT-04:00,1618277400471,Completed,2021-04-12,2021-04-12 21:31:13 EDT,1618277473164,1,set_4,23,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-13,2021-04-13 21:37:00 EDT,GMT-04:00,1618364220291,Completed,2021-04-13,2021-04-13 21:38:13 EDT,1618364293934,1,set_4,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,22,23,2021-04-14,2021-04-14 22:21:00 EDT,GMT-04:00,1618453260234,Completed,2021-04-14,2021-04-14 22:22:22 EDT,1618453342531,1,set_2,23,9,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,25,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-15,2021-04-15 21:38:00 EDT,GMT-04:00,1618537080263,Completed,2021-04-15,2021-04-15 21:39:24 EDT,1618537164594,1,set_3,23,9,Not at all,Quite a bit,Quite a bit,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,19,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-16,2021-04-16 21:49:00 EDT,GMT-04:00,1618624140283,Completed,2021-04-16,2021-04-16 21:50:26 EDT,1618624226312,1,set_1,24,9,Not at all,Moderately,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-04-17/phone_promptresponse_clean_2021-04-17.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-04-17,2021-04-17 21:24:00 EDT,GMT-04:00,1618709040309,Completed,2021-04-17,2021-04-17 21:26:13 EDT,1618709173825,1,set_1,25,9,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,19,slapstickporcupineslacks,Daily,BURST,RANDOM,20,21,2021-04-18,2021-04-18 20:49:00 EDT,GMT-04:00,1618793340321,Completed,2021-04-18,2021-04-18 20:52:38 EDT,1618793558413,1,set_4,47,9,Not at all,Moderately,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,Sort of,Yes,Not really,but had a goal,Sort of,Very much so,Definitely will,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,A lot more,Neither more nor less,Not at all,Not at all,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,17,slapstickporcupineslacks,Daily,BURST,RANDOM,20,21,2021-04-19,2021-04-19 20:45:00 EDT,GMT-04:00,1618879500246,Completed,2021-04-19,2021-04-19 20:46:39 EDT,1618879599043,1,set_4,24,9,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,18,slapstickporcupineslacks,Daily,BURST,RANDOM,20,21,2021-04-20,2021-04-20 20:30:00 EDT,GMT-04:00,1618965000352,Completed,2021-04-20,2021-04-20 20:31:24 EDT,1618965084226,1,set_4,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,Quite a bit,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-04-21,2021-04-21 20:30:00 EDT,GMT-04:00,1619051400242,Completed,2021-04-21,2021-04-21 20:33:21 EDT,1619051601286,1,set_3,24,9,Not at all,Moderately,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,,Very much so,Probably will,Not really
slapstickporcupineslacks@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,14,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-22,2021-04-22 21:32:00 EDT,GMT-04:00,1619141520238,Completed,2021-04-22,2021-04-22 21:33:18 EDT,1619141598514,1,set_4,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,Quite a bit,Definitely will,,Sort of,,,,,,,,,,,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,19,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-04-23,2021-04-23 20:30:00 EDT,GMT-04:00,1619224200265,Completed,2021-04-23,2021-04-23 20:31:16 EDT,1619224276473,1,set_4,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-04-24,2021-04-24 21:21:00 EDT,GMT-04:00,1619313660263,Completed,2021-04-24,2021-04-24 21:22:37 EDT,1619313757952,1,set_2,24,9,Not at all,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,13,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-04-25,2021-04-25 20:49:00 EDT,GMT-04:00,1619398140257,Completed,2021-04-25,2021-04-25 20:57:28 EDT,1619398648503,2,set_4,47,9,Not at all,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,Sort of,Maybe,Sort of,No,Sort of,Very much so,Definitely will,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot more,More,Neither more nor less,Not at all,Not at all,,,,,,,,,,,
