.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
feistydaycarelung@timestudy_com/2020-10-19/phone_promptresponse_clean_2020-10-19.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-19,2020-10-19 00:22:00 MDT,GMT-06:00,1603088520163,Completed,2020-10-19,2020-10-19 00:25:04 MDT,1603088704625,1,set_3,47,9,Not at all,Moderately,A little,Quite a bit,Moderately,Not at all,A little,Not at all,A little,Very much so,A little,A little,Moderately,Quite a bit,No,No,0,,,,,A little,Might,Not really,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,Not at all,Moderately,I am not experiencing viral symptoms,0 days,4 days,Less,A lot more,More,Quite a bit,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2020-10-20/phone_promptresponse_clean_2020-10-20.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-20,2020-10-20 00:43:00 MDT,GMT-06:00,1603176180110,Completed,2020-10-20,2020-10-20 00:44:01 MDT,1603176241306,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,A little,No,Yes,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-10-20/phone_promptresponse_clean_2020-10-20.csv,25,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-10-20,2020-10-20 23:13:00 MDT,GMT-06:00,1603257180355,Completed,2020-10-20,2020-10-20 23:15:56 MDT,1603257356135,1,set_2,23,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-22,2020-10-22 00:20:00 MDT,GMT-06:00,1603347600210,Completed,2020-10-22,2020-10-22 00:21:08 MDT,1603347668717,1,set_2,23,9,Not at all,Moderately,Extremely,Not at all,Quite a bit,Not at all,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not thought about it,,,,
feistydaycarelung@timestudy_com/2020-10-23/phone_promptresponse_clean_2020-10-23.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-23,2020-10-23 00:36:00 MDT,GMT-06:00,1603434960144,Completed,2020-10-23,2020-10-23 00:38:15 MDT,1603435095008,1,set_3,23,9,Not at all,Moderately,Quite a bit,A little,Extremely,A little,Not at all,Not at all,A little,Very much so,Not at all,Moderately,Moderately,Moderately,No,No,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-10-24/phone_promptresponse_clean_2020-10-24.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-24,2020-10-24 00:41:00 MDT,GMT-06:00,1603521660107,Completed,2020-10-24,2020-10-24 00:45:42 MDT,1603521942916,1,set_4,23,9,Not at all,Moderately,Moderately,Not at all,A little,Quite a bit,Quite a bit,Not at all,Quite a bit,Not at all,Moderately,A little,Quite a bit,Not at all,No,Yes,0,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-10-25/phone_promptresponse_clean_2020-10-25.csv,1,feistydaycarelung,Daily,BURST,RANDOM,0,1,2020-10-25,2020-10-25 00:43:00 MDT,GMT-06:00,1603608180115,Completed,2020-10-25,2020-10-25 00:46:05 MDT,1603608365780,1,set_4,48,9,Not at all,A little,Extremely,Not at all,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,Moderately,Quite a bit,Not at all,No,Yes,0,Quite a bit,Probably will,Sort of,A little bit,,,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,Less,A lot more,A lot more,Extremely,Quite a bit,,,,,,,
feistydaycarelung@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,2,feistydaycarelung,Daily,BURST,RANDOM,0,1,2020-10-26,2020-10-26 00:21:00 MDT,GMT-06:00,1603693260109,Completed,2020-10-26,2020-10-26 01:02:53 MDT,1603695773289,2,set_4,47,9,Not at all,A little,Moderately,A little,Moderately,Not at all,A little,A little,Not at all,Quite a bit,A little,A little,Moderately,Moderately,No,No,0,A little,Probably will,Not really,,,,,No,No and I didn't have a goal,No,but had a goal,Not really,Not really,Not at all,Moderately,I am not experiencing viral symptoms,0 days,5 or more days,Less,More,More,Quite a bit,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,24,feistydaycarelung,Daily,BURST,RANDOM,23,0,2020-10-26,2020-10-26 23:24:02 MDT,GMT-06:00,1603776242720,Completed,2020-10-26,2020-10-26 23:25:06 MDT,1603776306866,1,set_4,23,9,A little,Moderately,Extremely,Not at all,Quite a bit,Not at all,A little,A little,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,No,Yes,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-10-27/phone_promptresponse_clean_2020-10-27.csv,22,feistydaycarelung,Daily,BURST,RANDOM,23,0,2020-10-27,2020-10-27 23:20:00 MDT,GMT-06:00,1603862400289,Completed,2020-10-27,2020-10-27 23:41:48 MDT,1603863708367,2,set_2,23,9,Not at all,Moderately,Moderately,Not at all,Quite a bit,Not at all,A little,A little,Not at all,Moderately,Quite a bit,Moderately,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-10-29/phone_promptresponse_clean_2020-10-29.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-29,2020-10-29 00:13:00 MDT,GMT-06:00,1603951980097,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-10-30/phone_promptresponse_clean_2020-10-30.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-10-30,2020-10-30 00:17:00 MDT,GMT-06:00,1604038620111,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-10-30/phone_promptresponse_clean_2020-10-30.csv,23,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-10-30,2020-10-30 23:26:00 MDT,GMT-06:00,1604121960250,Completed,2020-10-30,2020-10-30 23:27:27 MDT,1604122047292,1,set_2,24,9,Not at all,Moderately,Extremely,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,Not at all,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Trying to decide,,,,
feistydaycarelung@timestudy_com/2020-10-31/phone_promptresponse_clean_2020-10-31.csv,24,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-10-31,2020-10-31 23:47:00 MDT,GMT-06:00,1604209620126,Completed,2020-10-31,2020-10-31 23:48:30 MDT,1604209710188,1,set_1,24,9,Not at all,Quite a bit,Extremely,Not at all,Moderately,Not at all,A little,A little,Moderately,Quite a bit,A little,Moderately,Quite a bit,A little,Yes,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,No
feistydaycarelung@timestudy_com/2020-11-01/phone_promptresponse_clean_2020-11-01.csv,22,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-11-01,2020-11-01 22:37:03 MST,GMT-07:00,1604295423151,PartiallyCompleted,,,,,set_3,18,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,A little,Moderately,Moderately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-02/phone_promptresponse_clean_2020-11-02.csv,30,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-11-02,2020-11-02 22:22:02 MST,GMT-07:00,1604380922081,Completed,2020-11-02,2020-11-02 22:25:13 MST,1604381113968,1,set_3,23,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,Yes,0,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-03/phone_promptresponse_clean_2020-11-03.csv,26,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-11-03,2020-11-03 22:38:00 MST,GMT-07:00,1604468280117,Completed,2020-11-03,2020-11-03 23:36:52 MST,1604471812946,2,set_1,25,9,Not at all,A little,A little,Moderately,Moderately,A little,Quite a bit,Moderately,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,No
feistydaycarelung@timestudy_com/2020-11-05/phone_promptresponse_clean_2020-11-05.csv,1,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-11-04,2020-11-04 22:30:00 MST,GMT-07:00,1604554200082,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-05/phone_promptresponse_clean_2020-11-05.csv,24,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-11-05,2020-11-05 22:30:00 MST,GMT-07:00,1604640600188,Completed,2020-11-05,2020-11-05 22:31:40 MST,1604640700909,1,set_3,23,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,A little,Moderately,Moderately,Moderately,No,Yes,0,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-06/phone_promptresponse_clean_2020-11-06.csv,23,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-11-06,2020-11-06 22:48:00 MST,GMT-07:00,1604728080144,Completed,2020-11-06,2020-11-06 22:49:42 MST,1604728182958,1,set_2,23,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,Quite a bit,Quite a bit,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-11-07/phone_promptresponse_clean_2020-11-07.csv,23,feistydaycarelung,Daily,BURST,RANDOM,22,23,2020-11-07,2020-11-07 22:49:00 MST,GMT-07:00,1604814540137,Completed,2020-11-07,2020-11-07 22:50:06 MST,1604814606380,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Moderately,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-11-08/phone_promptresponse_clean_2020-11-08.csv,24,feistydaycarelung,Daily,BURST,RANDOM,23,0,2020-11-08,2020-11-08 23:22:00 MST,GMT-07:00,1604902920080,Completed,2020-11-08,2020-11-08 23:25:33 MST,1604903133673,1,set_1,48,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Very much so,A little,Very much so,Moderately,Moderately,No,No,0,,,,,,,,No,Maybe,Sort of,Maybe,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,4 days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,,,,Quite a bit,Probably will,Sort of,No
feistydaycarelung@timestudy_com/2020-11-09/phone_promptresponse_clean_2020-11-09.csv,23,feistydaycarelung,Daily,BURST,RANDOM,23,0,2020-11-09,2020-11-09 23:35:00 MST,GMT-07:00,1604990100094,Completed,2020-11-09,2020-11-09 23:36:06 MST,1604990166076,1,set_3,24,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Very much so,Moderately,Moderately,No,No,0,,,,A little bit,Quite a bit,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-10/phone_promptresponse_clean_2020-11-10.csv,22,feistydaycarelung,Daily,BURST,RANDOM,23,0,2020-11-10,2020-11-10 23:35:00 MST,GMT-07:00,1605076500195,Completed,2020-11-10,2020-11-10 23:37:21 MST,1605076641724,1,set_2,23,9,Not at all,Moderately,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,A little,Very much so,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not thought about it,,,,
feistydaycarelung@timestudy_com/2020-11-12/phone_promptresponse_clean_2020-11-12.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-11-12,2020-11-12 00:39:00 MST,GMT-07:00,1605166740147,Completed,2020-11-12,2020-11-12 01:33:00 MST,1605169980026,2,set_3,23,9,Not at all,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-12/phone_promptresponse_clean_2020-11-12.csv,21,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-12,2020-11-12 23:31:00 MST,GMT-07:00,1605249060121,Completed,2020-11-12,2020-11-12 23:32:48 MST,1605249168084,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,No,No,0,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-13/phone_promptresponse_clean_2020-11-13.csv,23,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-13,2020-11-13 23:25:00 MST,GMT-07:00,1605335100121,Completed,2020-11-13,2020-11-13 23:26:43 MST,1605335203250,1,set_1,25,9,Moderately,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Moderately,Moderately,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,but I had a goal
feistydaycarelung@timestudy_com/2020-11-14/phone_promptresponse_clean_2020-11-14.csv,23,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-14,2020-11-14 23:18:00 MST,GMT-07:00,1605421080112,Completed,2020-11-14,2020-11-14 23:23:37 MST,1605421417959,2,set_2,23,9,A little,Moderately,Moderately,Not at all,Quite a bit,Not at all,A little,A little,Not at all,Moderately,A little,Quite a bit,Moderately,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,
feistydaycarelung@timestudy_com/2020-11-15/phone_promptresponse_clean_2020-11-15.csv,23,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-15,2020-11-15 23:46:00 MST,GMT-07:00,1605509160139,Completed,2020-11-15,2020-11-15 23:50:09 MST,1605509409077,1,set_2,47,9,A little,Moderately,Not at all,A little,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,A little,Moderately,A little,Quite a bit,No,No,0,,,,,,,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,Not at all,Extremely,I am not experiencing viral symptoms,0 days,5 or more days,Less,A lot more,Neither more nor less,Extremely,Moderate,Quite a bit,Probably will,Not thought about it,,,,
feistydaycarelung@timestudy_com/2020-11-17/phone_promptresponse_clean_2020-11-17.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-11-17,2020-11-17 00:28:00 MST,GMT-07:00,1605598080113,Completed,2020-11-17,2020-11-17 00:35:39 MST,1605598539207,2,set_3,23,9,A little,Moderately,Quite a bit,Not at all,Moderately,Moderately,A little,A little,Not at all,Quite a bit,A little,Moderately,Moderately,Moderately,No,Yes,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-17/phone_promptresponse_clean_2020-11-17.csv,22,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-17,2020-11-17 23:25:00 MST,GMT-07:00,1605680700138,Completed,2020-11-17,2020-11-17 23:26:37 MST,1605680797893,1,set_3,24,9,A little,Quite a bit,Quite a bit,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,A little,Moderately,A little,No,Yes,0,,,,Not at all,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-19/phone_promptresponse_clean_2020-11-19.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-11-19,2020-11-19 00:42:00 MST,GMT-07:00,1605771720111,Completed,2020-11-19,2020-11-19 00:43:09 MST,1605771789768,1,set_2,23,9,A little,Moderately,Extremely,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,Not thought about it,,,,
feistydaycarelung@timestudy_com/2020-11-20/phone_promptresponse_clean_2020-11-20.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-11-20,2020-11-20 00:32:00 MST,GMT-07:00,1605857520135,Completed,2020-11-20,2020-11-20 00:58:26 MST,1605859106197,2,set_3,23,9,Not at all,Moderately,Quite a bit,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,A little,Moderately,A little,Not sure,No,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-21/phone_promptresponse_clean_2020-11-21.csv,2,feistydaycarelung,Daily,BURST,RANDOM,1,2,2020-11-21,2020-11-21 01:33:00 MST,GMT-07:00,1605947580141,Completed,2020-11-21,2020-11-21 01:37:44 MST,1605947864678,1,set_4,23,9,A little,Moderately,Extremely,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,A little,Quite a bit,Not at all,No,Yes,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-22/phone_promptresponse_clean_2020-11-22.csv,1,feistydaycarelung,Daily,BURST,RANDOM,0,1,2020-11-22,2020-11-22 00:17:00 MST,GMT-07:00,1606029420125,Completed,2020-11-22,2020-11-22 00:21:05 MST,1606029665928,1,set_3,47,9,A little,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,No,No,0,,,,,A little,Probably will,Not really,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,5 or more days,5 or more days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2020-11-23/phone_promptresponse_clean_2020-11-23.csv,2,feistydaycarelung,Daily,BURST,RANDOM,1,2,2020-11-23,2020-11-23 01:37:00 MST,GMT-07:00,1606120620160,Completed,2020-11-23,2020-11-23 01:39:46 MST,1606120786733,1,set_3,47,9,A little,Quite a bit,Moderately,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,A little,Moderately,No,No,0,,,,,Quite a bit,Probably will,Not really,Not really,No and I didn't have a goal,No,but had a goal,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,,,,,,,
