.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed
craftworkattendeeensnare@timestudy_com/2021-03-08/phone_promptresponse_clean_2021-03-08.csv,23,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-03-08,2021-03-08 22:31:00 PST,GMT-08:00,1615271460277,Completed,2021-03-08,2021-03-08 22:32:15 PST,1615271535605,1,set_2,23,9,Quite a bit,A little,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Very much so,Not at all,Quite a bit,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-09/phone_promptresponse_clean_2021-03-09.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-09,2021-03-09 21:20:00 PST,GMT-08:00,1615353600118,Completed,2021-03-09,2021-03-09 21:21:30 PST,1615353690872,1,set_2,24,9,Extremely,Not at all,Extremely,Not at all,Not at all,Extremely,Extremely,Extremely,Very much so,Very much so,Quite a bit,Moderately,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-10/phone_promptresponse_clean_2021-03-10.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-10,2021-03-10 21:34:00 PST,GMT-08:00,1615440840133,Completed,2021-03-10,2021-03-10 21:34:53 PST,1615440893017,1,set_4,23,9,Quite a bit,A little,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,A little,Moderately,A little,A little,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-11/phone_promptresponse_clean_2021-03-11.csv,44,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-11,2021-03-11 21:45:00 PST,GMT-08:00,1615527900099,Completed,2021-03-11,2021-03-11 21:53:59 PST,1615528439601,2,set_3,23,9,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Might,Sort of
craftworkattendeeensnare@timestudy_com/2021-03-12/phone_promptresponse_clean_2021-03-12.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-12,2021-03-12 21:42:00 PST,GMT-08:00,1615614120152,Completed,2021-03-12,2021-03-12 21:43:08 PST,1615614188698,1,set_3,24,9,A little,Quite a bit,Moderately,Moderately,Not at all,Extremely,Extremely,A little,Very much so,Moderately,Very much so,A little,Not at all,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
craftworkattendeeensnare@timestudy_com/2021-03-13/phone_promptresponse_clean_2021-03-13.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-13,2021-03-13 21:29:00 PST,GMT-08:00,1615699740098,Completed,2021-03-13,2021-03-13 21:30:22 PST,1615699822828,1,set_1,24,9,Quite a bit,A little,Moderately,Not at all,A little,Quite a bit,Extremely,Moderately,Quite a bit,Not at all,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Yes,No,,,
craftworkattendeeensnare@timestudy_com/2021-03-14/phone_promptresponse_clean_2021-03-14.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-14,2021-03-14 21:17:00 PDT,GMT-07:00,1615781820092,Completed,2021-03-14,2021-03-14 21:28:44 PDT,1615782524655,2,set_1,48,9,Moderately,Quite a bit,A little,A little,A little,Moderately,Quite a bit,A little,Quite a bit,A little,Not at all,A little,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,Sort of,No,Yes,Yes,Sort of,Yes,Extremely,Extremely,I am not experiencing viral symptoms,0 days,0 days,A lot more,A lot less,A lot less,Extremely,Quite a bit,Very much so,Probably will,Sort of,No,,,
craftworkattendeeensnare@timestudy_com/2021-03-15/phone_promptresponse_clean_2021-03-15.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-15,2021-03-15 21:25:00 PDT,GMT-07:00,1615868700125,Completed,2021-03-15,2021-03-15 21:25:40 PDT,1615868740984,1,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Not sure,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-16/phone_promptresponse_clean_2021-03-16.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-16,2021-03-16 21:14:00 PDT,GMT-07:00,1615954440119,Completed,2021-03-16,2021-03-16 22:27:31 PDT,1615958851528,2,set_1,25,9,Moderately,A little,Extremely,Not at all,A little,Extremely,Extremely,Quite a bit,A little,Moderately,A little,A little,Not at all,Very much so,Yes,Yes,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of,No,,,
craftworkattendeeensnare@timestudy_com/2021-03-17/phone_promptresponse_clean_2021-03-17.csv,16,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-17,2021-03-17 21:36:00 PDT,GMT-07:00,1616042160118,Completed,2021-03-17,2021-03-17 21:37:23 PDT,1616042243137,1,set_4,23,9,Quite a bit,A little,Extremely,Not at all,Not at all,Extremely,Extremely,A little,Moderately,A little,Very much so,Quite a bit,A little,Very much so,Not sure,No,0,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-20/phone_promptresponse_clean_2021-03-20.csv,22,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-03-20,2021-03-20 22:23:00 PDT,GMT-07:00,1616304180099,Completed,2021-03-20,2021-03-20 22:35:00 PDT,1616304900933,2,set_3,23,9,A little,A little,Quite a bit,Not at all,A little,Quite a bit,Moderately,Moderately,A little,Moderately,Very much so,Quite a bit,Not at all,Very much so,Not sure,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Sort of
craftworkattendeeensnare@timestudy_com/2021-03-21/phone_promptresponse_clean_2021-03-21.csv,14,craftworkattendeeensnare,Daily,BURST,RANDOM,21,22,2021-03-21,2021-03-21 21:27:00 PDT,GMT-07:00,1616387220119,Completed,2021-03-21,2021-03-21 22:21:08 PDT,1616390468653,2,set_1,48,9,Moderately,Moderately,Extremely,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,Not at all,Very much so,Not sure,Did not have to work today,0,,,,,,,,Yes,Yes,Sort of,No,Sort of,Yes,Extremely,Extremely,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Extremely,Quite a bit,Very much so,Probably will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-03-22/phone_promptresponse_clean_2021-03-22.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-22,2021-03-22 21:10:00 PDT,GMT-07:00,1616472600165,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-23/phone_promptresponse_clean_2021-03-23.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-23,2021-03-23 21:24:00 PDT,GMT-07:00,1616559840263,Completed,2021-03-23,2021-03-23 21:25:08 PDT,1616559908367,1,set_3,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,Very much so,Moderately,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
