.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage
cohesiveprotractfavored@timestudy_com/2020-10-04/phone_promptresponse_clean_2020-10-04.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2020-10-04,2020-10-04 00:47:00 PDT,GMT-07:00,1601797620199,Completed,2020-10-04,2020-10-04 00:59:45 PDT,1601798385511,2,set_2,48,9,Not at all,Moderately,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,No,No and I didn't have a goal,No,but had a goal,No,Not really,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,Less,Neither more nor less,Not at all,Not at all,,,,Not at all
cohesiveprotractfavored@timestudy_com/2020-10-05/phone_promptresponse_clean_2020-10-05.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2020-10-05,2020-10-05 00:25:00 PDT,GMT-07:00,1601882700206,Completed,2020-10-05,2020-10-05 00:37:22 PDT,1601883442740,2,set_2,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Quite a bit,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,No,No and I didn't have a goal,No,but had a goal,No,Sort of,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2020-10-06/phone_promptresponse_clean_2020-10-06.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-06,2020-10-06 00:10:00 PDT,GMT-07:00,1601968200226,Completed,2020-10-06,2020-10-06 00:18:41 PDT,1601968721656,2,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,A little,Not at all,Quite a bit,No,No,0,,,,Not at all,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-07/phone_promptresponse_clean_2020-10-07.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-07,2020-10-07 00:31:00 PDT,GMT-07:00,1602055860214,Completed,2020-10-07,2020-10-07 00:34:20 PDT,1602056060133,1,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Very much so,Might,Not thought about it,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-08/phone_promptresponse_clean_2020-10-08.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-08,2020-10-08 00:17:00 PDT,GMT-07:00,1602141420265,Completed,2020-10-08,2020-10-08 00:18:10 PDT,1602141490867,1,set_1,24,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-09/phone_promptresponse_clean_2020-10-09.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-09,2020-10-09 00:14:00 PDT,GMT-07:00,1602227640237,Completed,2020-10-09,2020-10-09 00:17:30 PDT,1602227850324,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,A little,Not at all,Moderately,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,
cohesiveprotractfavored@timestudy_com/2020-10-09/phone_promptresponse_clean_2020-10-09.csv,24,cohesiveprotractfavored,Daily,TIME,RANDOM,23,0,2020-10-09,2020-10-09 23:43:00 PDT,GMT-07:00,1602312180407,Completed,2020-10-09,2020-10-09 23:44:05 PDT,1602312245854,1,set_2,24,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,Very much so,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,Not at all
cohesiveprotractfavored@timestudy_com/2020-10-10/phone_promptresponse_clean_2020-10-10.csv,24,cohesiveprotractfavored,Daily,TIME,RANDOM,23,0,2020-10-10,2020-10-10 23:30:00 PDT,GMT-07:00,1602397800176,Completed,2020-10-10,2020-10-10 23:32:29 PDT,1602397949950,1,set_3,23,9,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Moderately,Not at all,A little,No,No,0,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-12/phone_promptresponse_clean_2020-10-12.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-12,2020-10-12 00:38:00 PDT,GMT-07:00,1602488280208,Completed,2020-10-12,2020-10-12 00:41:56 PDT,1602488516749,1,set_3,47,9,Not at all,Quite a bit,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,Not at all,Probably will not,Not really,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Extremely,A little,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2020-10-13/phone_promptresponse_clean_2020-10-13.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-13,2020-10-13 00:37:00 PDT,GMT-07:00,1602574620325,Completed,2020-10-13,2020-10-13 00:42:51 PDT,1602574971880,2,set_4,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Moderately,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,Not at all
cohesiveprotractfavored@timestudy_com/2020-10-14/phone_promptresponse_clean_2020-10-14.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-14,2020-10-14 00:25:00 PDT,GMT-07:00,1602660300224,Completed,2020-10-14,2020-10-14 00:29:05 PDT,1602660545109,1,set_3,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-14/phone_promptresponse_clean_2020-10-14.csv,24,cohesiveprotractfavored,Daily,TIME,RANDOM,23,0,2020-10-14,2020-10-14 23:32:00 PDT,GMT-07:00,1602743520533,Completed,2020-10-14,2020-10-14 23:33:10 PDT,1602743590875,1,set_4,23,9,A little,Moderately,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,
cohesiveprotractfavored@timestudy_com/2020-10-15/phone_promptresponse_clean_2020-10-15.csv,24,cohesiveprotractfavored,Daily,BURST,RANDOM,23,0,2020-10-15,2020-10-15 23:28:00 PDT,GMT-07:00,1602829680203,Completed,2020-10-15,2020-10-15 23:28:56 PDT,1602829736843,1,set_1,25,9,Not at all,Quite a bit,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Moderately,Not at all,Quite a bit,No,No,0,,,,Not at all,Probably will,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,A little bit
cohesiveprotractfavored@timestudy_com/2020-10-17/phone_promptresponse_clean_2020-10-17.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2020-10-17,2020-10-17 00:26:00 PDT,GMT-07:00,1602919560312,Completed,2020-10-17,2020-10-17 00:27:08 PDT,1602919628768,1,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,A little,Very much so,Moderately,Not at all,Quite a bit,No,No,0,,,,Not at all,Probably will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,A little bit
cohesiveprotractfavored@timestudy_com/2020-10-17/phone_promptresponse_clean_2020-10-17.csv,24,cohesiveprotractfavored,Daily,BURST,RANDOM,23,0,2020-10-17,2020-10-17 23:46:00 PDT,GMT-07:00,1603003560190,Completed,2020-10-17,2020-10-17 23:48:39 PDT,1603003719002,1,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will not,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-19/phone_promptresponse_clean_2020-10-19.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,23,0,2020-10-18,2020-10-18 23:48:00 PDT,GMT-07:00,1603090080183,Completed,2020-10-19,2020-10-19 00:05:46 PDT,1603091146615,2,set_3,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,Not at all,Moderately,No,Did not have to work today,0,A little,Might,Sort of,,,,,,,,No,No and I didn't have a goal,No,but had a goal,Not really,No,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2020-10-20/phone_promptresponse_clean_2020-10-20.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,23,0,2020-10-19,2020-10-19 23:47:00 PDT,GMT-07:00,1603176420188,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-21/phone_promptresponse_clean_2020-10-21.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2020-10-21,2020-10-21 01:36:00 PDT,GMT-07:00,1603269360206,Completed,2020-10-21,2020-10-21 01:36:56 PDT,1603269416501,1,set_3,23,9,A little,Moderately,A little,Moderately,A little,A little,A little,Moderately,Not at all,Quite a bit,Very much so,A little,Not at all,A little,No,No,0,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2020-10-22,2020-10-22 01:34:00 PDT,GMT-07:00,1603355640715,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,23,cohesiveprotractfavored,Daily,TIME,RANDOM,23,0,2020-10-22,2020-10-22 23:19:00 PDT,GMT-07:00,1603433940258,Completed,2020-10-22,2020-10-22 23:19:59 PDT,1603433999389,1,set_3,23,9,A little,Moderately,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,Moderately,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-24/phone_promptresponse_clean_2020-10-24.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-24,2020-10-24 00:44:00 PDT,GMT-07:00,1603525440236,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-10-25/phone_promptresponse_clean_2020-10-25.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2020-10-25,2020-10-25 01:13:00 PDT,GMT-07:00,1603613580288,Completed,2020-10-25,2020-10-25 01:21:52 PDT,1603614112514,2,set_2,48,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Trying to decide,No,No and I didn't have a goal,No,but had a goal,Not really,No,Quite a bit,A little,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,Not at all
cohesiveprotractfavored@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-10-26,2020-10-26 00:45:00 PDT,GMT-07:00,1603698300219,Completed,2020-10-26,2020-10-26 00:47:55 PDT,1603698475683,1,set_1,48,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,Moderately,Very much so,A little,Not at all,Moderately,No,Did not have to work today,0,,,,Not at all,Might,Sort of,but I had a goal,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Very little,,,,
cohesiveprotractfavored@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,23,cohesiveprotractfavored,Daily,TIME,RANDOM,23,0,2020-10-26,2020-10-26 23:46:56 PDT,GMT-07:00,1603781216289,Completed,2020-10-26,2020-10-26 23:48:35 PDT,1603781315324,1,set_2,24,9,A little,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,Yes,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,Not at all
