.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
kangaroozodiaccrudeness@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-16,2021-04-16 00:42:01 EDT,GMT-04:00,1618548121212,Completed,2021-04-16,2021-04-16 00:43:16 EDT,1618548196097,1,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,A little,A little,Not at all,Not at all,Very much so,Not at all,A little,Not at all,Very much so,No,Did not have to work today,0,Very much so,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-17/phone_promptresponse_clean_2021-04-17.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-04-17,2021-04-17 01:30:02 EDT,GMT-04:00,1618637402709,Completed,2021-04-17,2021-04-17 01:32:08 EDT,1618637528629,1,set_2,23,9,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,A little,Not at all,Moderately,A little,A little,Moderately,Not at all,No,Did not have to work today,0,Not at all,Definitely will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-18,2021-04-18 00:45:02 EDT,GMT-04:00,1618721102384,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-19,2021-04-19 00:36:01 EDT,GMT-04:00,1618806961791,Completed,2021-04-19,2021-04-19 00:51:32 EDT,1618807892359,2,set_3,47,9,Quite a bit,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Yes,Did not have to work today,0,,,,,Very much so,Probably will,Not really,,,,,,,,Sort of,No,Not really,but had a goal,Sort of,Yes,A little,A little,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,Less,Neither more nor less,Very little,Very little
kangaroozodiaccrudeness@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-04-20,2021-04-20 01:25:02 EDT,GMT-04:00,1618896302744,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-21,2021-04-21 00:46:00 EDT,GMT-04:00,1618980360176,Completed,2021-04-21,2021-04-21 00:53:23 EDT,1618980803710,2,set_4,23,9,A little,A little,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not sure,Did not have to work today,0,,,,,,,,,,,,Very much so,Probably will,Not really,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-22,2021-04-22 00:46:00 EDT,GMT-04:00,1619066760186,Completed,2021-04-22,2021-04-22 00:48:13 EDT,1619066893432,1,set_4,25,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,Somewhat,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-23,2021-04-23 00:20:00 EDT,GMT-04:00,1619151600263,Completed,2021-04-23,2021-04-23 00:21:13 EDT,1619151673627,1,set_4,24,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,Moderately,A little,A little,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,A little bit,,,,,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-24,2021-04-24 00:20:01 EDT,GMT-04:00,1619238001661,Completed,2021-04-24,2021-04-24 00:21:04 EDT,1619238064414,1,set_3,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,Moderately,A little,Not at all,Very much so,No,Did not have to work today,0,,,,,A little,Probably will not,Sort of,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-04-25,2021-04-25 00:31:00 EDT,GMT-04:00,1619325060996,Completed,2021-04-25,2021-04-25 00:36:00 EDT,1619325360036,1,set_2,48,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,A little,Moderately,A little,Moderately,No,Did not have to work today,0,Quite a bit,Probably will not,Trying to decide,,,,,,,,,,,,Sort of,Maybe,Sort of,No,Sort of,Sort of,A little,Moderately,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,Less,Less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-04-26,2021-04-26 00:17:02 EDT,GMT-04:00,1619410622809,Completed,2021-04-26,2021-04-26 00:30:14 EDT,1619411414799,2,set_3,48,9,Moderately,Moderately,A little,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,A little,Quite a bit,Moderately,Quite a bit,Moderately,A little,No,Did not have to work today,0,,,,Somewhat,Quite a bit,Probably will,Sort of,,,,,,,,Sort of,Yes,Sort of,No,Sort of,Sort of,A little,Moderately,I am not experiencing viral symptoms,3 days,0 days,Less,Less,Less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,2,kangaroozodiaccrudeness,Daily,BURST,RANDOM,1,2,2021-04-27,2021-04-27 01:40:00 EDT,GMT-04:00,1619502000300,Completed,2021-04-27,2021-04-27 01:41:13 EDT,1619502073095,1,set_4,23,9,A little,Quite a bit,A little,Extremely,Moderately,A little,Moderately,A little,A little,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-04-28,2021-04-28 00:42:01 EDT,GMT-04:00,1619584921583,Completed,2021-04-28,2021-04-28 00:44:00 EDT,1619585040588,1,set_1,24,9,A little,Extremely,Moderately,Quite a bit,A little,A little,Moderately,Not at all,Moderately,Very much so,Not at all,Not at all,A little,Quite a bit,Not sure,Did not have to work today,0,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-04-29,2021-04-29 00:27:00 EDT,GMT-04:00,1619670420168,Completed,2021-04-29,2021-04-29 00:35:53 EDT,1619670953549,2,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,A little,Moderately,A little,Quite a bit,Very much so,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,23,kangaroozodiaccrudeness,Daily,TIME,RANDOM,22,23,2021-04-29,2021-04-29 22:17:01 EDT,GMT-04:00,1619749021075,Completed,2021-04-29,2021-04-29 22:52:15 EDT,1619751135345,2,set_3,24,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,Moderately,Quite a bit,A little,A little,Not at all,Moderately,No,Did not have to work today,0,,,,Somewhat,Quite a bit,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-01,2021-05-01 00:16:01 EDT,GMT-04:00,1619842561290,Completed,2021-05-01,2021-05-01 00:18:48 EDT,1619842728937,1,set_3,23,9,Quite a bit,A little,Moderately,A little,A little,Moderately,Quite a bit,Moderately,Quite a bit,A little,Not at all,Not at all,A little,Not at all,No,Did not have to work today,0,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,19,kangaroozodiaccrudeness,Daily,TIME,RANDOM,17,18,2021-05-01,2021-05-01 17:44:00 EDT,GMT-04:00,1619905440193,Completed,2021-05-01,2021-05-01 18:15:07 EDT,1619907307316,2,set_2,24,9,A little,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Not at all,Quite a bit,A little,Moderately,Not at all,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,18,kangaroozodiaccrudeness,Daily,TIME,RANDOM,17,18,2021-05-02,2021-05-02 17:35:00 EDT,GMT-04:00,1619991300144,Completed,2021-05-02,2021-05-02 18:06:16 EDT,1619993176328,2,set_1,49,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Moderately,A little,Not at all,Moderately,Moderately,No,Did not have to work today,0,,,,A little bit,,,,Very much so,Definitely will,Sort of,No,,,,Sort of,No,Yes,No,Not really,Sort of,A little,A little,I am not experiencing viral symptoms,3 days,0 days,Less,More,More,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,18,kangaroozodiaccrudeness,Daily,TIME,RANDOM,17,18,2021-05-03,2021-05-03 17:14:00 EDT,GMT-04:00,1620076440153,Completed,2021-05-03,2021-05-03 17:15:19 EDT,1620076519774,1,set_1,25,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,A little,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-04/phone_promptresponse_clean_2021-05-04.csv,20,kangaroozodiaccrudeness,Daily,TIME,RANDOM,19,20,2021-05-04,2021-05-04 19:35:00 EDT,GMT-04:00,1620171300166,Completed,2021-05-04,2021-05-04 19:39:22 EDT,1620171562688,1,set_3,24,9,Not at all,Extremely,Quite a bit,Quite a bit,Not at all,Quite a bit,Extremely,A little,Very much so,Very much so,Not at all,Not at all,Not at all,Not at all,No,No,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,20,kangaroozodiaccrudeness,Daily,TIME,RANDOM,19,20,2021-05-05,2021-05-05 19:18:00 EDT,GMT-04:00,1620256680160,Completed,2021-05-05,2021-05-05 19:36:49 EDT,1620257809322,2,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,26,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-05-06,2021-05-06 23:42:01 EDT,GMT-04:00,1620358921367,Completed,2021-05-06,2021-05-06 23:50:49 EDT,1620359449493,2,set_4,23,9,A little,Quite a bit,Moderately,A little,Moderately,A little,Quite a bit,A little,A little,Moderately,Not at all,A little,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-08/phone_promptresponse_clean_2021-05-08.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-08,2021-05-08 00:19:00 EDT,GMT-04:00,1620447540195,Completed,2021-05-08,2021-05-08 00:21:02 EDT,1620447662799,1,set_3,24,9,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,A little,Not at all,Quite a bit,No,Did not have to work today,0,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,2,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-05-09,2021-05-09 00:15:00 EDT,GMT-04:00,1620533700245,Completed,2021-05-09,2021-05-09 00:19:54 EDT,1620533994627,1,set_1,50,9,Moderately,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,Not at all,Moderately,No,Did not have to work today,0,,,,Very much,,,,Very much so,Definitely will,Sort of,No,,,,Sort of,No,Sort of,No,Sort of,Yes,A little,A little,I am not experiencing viral symptoms,3 days,0 days,More,Less,Neither more nor less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-05-10/phone_promptresponse_clean_2021-05-10.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-05-10,2021-05-10 00:23:00 EDT,GMT-04:00,1620620580184,Completed,2021-05-10,2021-05-10 00:27:49 EDT,1620620869382,1,set_3,47,9,A little,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,A little,Moderately,A little,A little,A little,A little,Moderately,Not sure,Did not have to work today,0,,,,,Quite a bit,Probably will,Sort of,,,,,,,,Sort of,No,Sort of,No,Not really,Yes,A little,Moderately,I am not experiencing viral symptoms,3 days,0 days,Less,Neither more nor less,Less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-05-11,2021-05-11 00:32:01 EDT,GMT-04:00,1620707521294,Completed,2021-05-11,2021-05-11 00:33:42 EDT,1620707622605,1,set_4,25,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Somewhat,,,,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-12/phone_promptresponse_clean_2021-05-12.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-05-12,2021-05-12 00:42:01 EDT,GMT-04:00,1620794521300,Completed,2021-05-12,2021-05-12 01:19:38 EDT,1620796778585,2,set_4,24,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,Not at all,Not at all,A little,Quite a bit,A little,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Somewhat,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-13/phone_promptresponse_clean_2021-05-13.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-13,2021-05-13 00:17:01 EDT,GMT-04:00,1620879421482,Completed,2021-05-13,2021-05-13 00:21:07 EDT,1620879667909,1,set_4,24,9,Moderately,Moderately,Not at all,Quite a bit,Moderately,A little,Moderately,A little,A little,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,Somewhat,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-14/phone_promptresponse_clean_2021-05-14.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-14,2021-05-14 00:11:00 EDT,GMT-04:00,1620965460707,Completed,2021-05-14,2021-05-14 00:51:44 EDT,1620967904717,2,set_2,23,9,A little,Moderately,A little,Quite a bit,Moderately,Not at all,A little,Not at all,Moderately,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-15/phone_promptresponse_clean_2021-05-15.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-15,2021-05-15 00:38:00 EDT,GMT-04:00,1621053480228,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-16/phone_promptresponse_clean_2021-05-16.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-16,2021-05-16 00:40:01 EDT,GMT-04:00,1621140001973,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-17/phone_promptresponse_clean_2021-05-17.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-17,2021-05-17 00:14:00 EDT,GMT-04:00,1621224840156,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-18/phone_promptresponse_clean_2021-05-18.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-18,2021-05-18 00:10:01 EDT,GMT-04:00,1621311001253,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-19/phone_promptresponse_clean_2021-05-19.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-19,2021-05-19 00:38:00 EDT,GMT-04:00,1621399080166,Completed,2021-05-19,2021-05-19 00:39:24 EDT,1621399164650,1,set_1,24,9,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,
