.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage
retrievergeckoabroad@timestudy_com/2021-08-07/phone_promptresponse_clean_2021-08-07.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-06,2021-08-06 23:21:00 EDT,GMT-04:00,1628306460188,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-08/phone_promptresponse_clean_2021-08-08.csv,31,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-08,2021-08-08 23:34:00 EDT,GMT-04:00,1628480040205,Completed,2021-08-08,2021-08-08 23:42:18 EDT,1628480538859,2,set_4,48,9,A little,Moderately,Quite a bit,Quite a bit,Moderately,A little,A little,Moderately,Not at all,A little,A little,A little,Moderately,A little,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,,,,,,,Sort of,Yes,Yes,but had a goal,No,Yes,Moderately,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,Somewhat
retrievergeckoabroad@timestudy_com/2021-08-10/phone_promptresponse_clean_2021-08-10.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-08-09,2021-08-09 22:32:00 EDT,GMT-04:00,1628562720157,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-12/phone_promptresponse_clean_2021-08-12.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-11,2021-08-11 23:38:00 EDT,GMT-04:00,1628739480203,Completed,2021-08-12,2021-08-12 00:37:04 EDT,1628743024980,2,set_2,23,9,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,A little,A little,A little,A little,A little,A little,Quite a bit,A little,Yes,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-12/phone_promptresponse_clean_2021-08-12.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-08-12,2021-08-12 22:16:00 EDT,GMT-04:00,1628820960177,Completed,2021-08-12,2021-08-12 22:18:57 EDT,1628821137785,1,set_1,24,9,A little,Quite a bit,Moderately,Extremely,Moderately,A little,A little,Not at all,Moderately,Very much so,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,Very much so,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-13/phone_promptresponse_clean_2021-08-13.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-08-13,2021-08-13 22:48:00 EDT,GMT-04:00,1628909280180,Completed,2021-08-13,2021-08-13 22:50:08 EDT,1628909408549,1,set_4,23,9,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,A little,A little,Moderately,Quite a bit,Quite a bit,A little,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-14/phone_promptresponse_clean_2021-08-14.csv,22,retrievergeckoabroad,Daily,TIME,RANDOM,21,22,2021-08-14,2021-08-14 21:43:01 EDT,GMT-04:00,1628991781553,Completed,2021-08-14,2021-08-14 21:47:38 EDT,1628992058178,1,set_2,23,9,A little,Quite a bit,Extremely,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Very much so,A little,A little,Quite a bit,Not at all,No,Did not have to work today,0,,,,Very much so,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-15/phone_promptresponse_clean_2021-08-15.csv,19,retrievergeckoabroad,Daily,BURST,RANDOM,22,23,2021-08-15,2021-08-15 22:37:00 EDT,GMT-04:00,1629081420359,Completed,2021-08-15,2021-08-15 23:22:52 EDT,1629084172706,2,set_4,47,9,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Not at all,Moderately,Moderately,A little,Moderately,A little,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,,,,Sort of,Yes,Yes,Yes,Sort of,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,
retrievergeckoabroad@timestudy_com/2021-08-16/phone_promptresponse_clean_2021-08-16.csv,23,retrievergeckoabroad,Daily,BURST,RANDOM,22,23,2021-08-16,2021-08-16 22:46:00 EDT,GMT-04:00,1629168360269,Completed,2021-08-16,2021-08-16 22:49:14 EDT,1629168554468,1,set_3,24,9,A little,Moderately,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,A little,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,Very much
retrievergeckoabroad@timestudy_com/2021-08-17/phone_promptresponse_clean_2021-08-17.csv,24,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-08-17,2021-08-17 23:17:00 EDT,GMT-04:00,1629256620242,Completed,2021-08-17,2021-08-17 23:18:58 EDT,1629256738982,1,set_2,23,9,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-18/phone_promptresponse_clean_2021-08-18.csv,25,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-08-18,2021-08-18 23:44:00 EDT,GMT-04:00,1629344640266,Completed,2021-08-18,2021-08-18 23:45:11 EDT,1629344711726,1,set_3,24,9,A little,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately,No,No,0,,,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-19/phone_promptresponse_clean_2021-08-19.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-19,2021-08-19 23:23:00 EDT,GMT-04:00,1629429780198,Completed,2021-08-19,2021-08-19 23:24:38 EDT,1629429878532,1,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-21/phone_promptresponse_clean_2021-08-21.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-08-20,2021-08-20 22:46:00 EDT,GMT-04:00,1629513960166,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-21/phone_promptresponse_clean_2021-08-21.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-08-21,2021-08-21 22:46:00 EDT,GMT-04:00,1629600360219,Completed,2021-08-21,2021-08-21 22:47:48 EDT,1629600468200,1,set_4,24,9,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,Moderately,Moderately,Not at all,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-22/phone_promptresponse_clean_2021-08-22.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-22,2021-08-22 23:47:00 EDT,GMT-04:00,1629690420173,Completed,2021-08-22,2021-08-22 23:52:42 EDT,1629690762490,2,set_2,47,9,Not at all,A little,A little,Moderately,Quite a bit,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,No,Did not have to work today,0,,,,Very much so,Probably will,Yes,,,,,,,,Yes,Maybe,Sort of,Maybe,Not really,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Very little,Moderate,
retrievergeckoabroad@timestudy_com/2021-08-23/phone_promptresponse_clean_2021-08-23.csv,22,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-23,2021-08-23 23:13:00 EDT,GMT-04:00,1629774780248,Completed,2021-08-23,2021-08-23 23:15:00 EDT,1629774900175,1,set_2,25,9,A little,Extremely,Moderately,Extremely,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all
retrievergeckoabroad@timestudy_com/2021-08-24/phone_promptresponse_clean_2021-08-24.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-08-24,2021-08-24 22:30:00 EDT,GMT-04:00,1629858600314,Completed,2021-08-24,2021-08-24 23:09:34 EDT,1629860974324,2,set_2,25,9,Moderately,Moderately,Moderately,Extremely,A little,Quite a bit,Moderately,Moderately,Moderately,Very much so,Moderately,Not at all,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all
retrievergeckoabroad@timestudy_com/2021-08-25/phone_promptresponse_clean_2021-08-25.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-25,2021-08-25 23:37:00 EDT,GMT-04:00,1629949020246,Completed,2021-08-25,2021-08-25 23:44:29 EDT,1629949469272,2,set_4,23,9,Moderately,Moderately,Not at all,Extremely,Not at all,Extremely,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Very much so,Quite a bit,Quite a bit,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-26/phone_promptresponse_clean_2021-08-26.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-26,2021-08-26 23:14:00 EDT,GMT-04:00,1630034040226,Completed,2021-08-26,2021-08-26 23:15:33 EDT,1630034133916,1,set_3,23,9,Moderately,Quite a bit,A little,Extremely,A little,Moderately,Extremely,Moderately,Moderately,Very much so,A little,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-28/phone_promptresponse_clean_2021-08-28.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-08-27,2021-08-27 23:49:00 EDT,GMT-04:00,1630122540152,Completed,2021-08-28,2021-08-28 00:44:01 EDT,1630125841158,2,set_2,23,9,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Very much so,A little,Moderately,Quite a bit,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-08-29/phone_promptresponse_clean_2021-08-29.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,0,1,2021-08-29,2021-08-29 00:20:00 EDT,GMT-04:00,1630210800279,Completed,2021-08-29,2021-08-29 00:29:15 EDT,1630211355181,2,set_3,48,9,A little,Moderately,Moderately,Moderately,A little,A little,A little,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,Quite a bit,Probably will not,Not really,,,,,Sort of,Yes,Sort of,Maybe,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,
retrievergeckoabroad@timestudy_com/2021-08-30/phone_promptresponse_clean_2021-08-30.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,0,1,2021-08-30,2021-08-30 00:12:00 EDT,GMT-04:00,1630296720262,Completed,2021-08-30,2021-08-30 00:41:24 EDT,1630298484203,2,set_2,47,9,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,Very much so,Probably will,Yes,,,,,,,,Sort of,Maybe,Sort of,Maybe,Not really,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,
retrievergeckoabroad@timestudy_com/2021-08-30/phone_promptresponse_clean_2021-08-30.csv,24,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-08-30,2021-08-30 23:24:00 EDT,GMT-04:00,1630380240170,Completed,2021-08-30,2021-08-30 23:25:28 EDT,1630380328976,1,set_2,23,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-01/phone_promptresponse_clean_2021-09-01.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-08-31,2021-08-31 23:45:00 EDT,GMT-04:00,1630467900274,Completed,2021-09-01,2021-09-01 00:06:29 EDT,1630469189464,2,set_4,23,9,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-02/phone_promptresponse_clean_2021-09-02.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-09-01,2021-09-01 22:31:00 EDT,GMT-04:00,1630549860170,Completed,2021-09-02,2021-09-02 00:05:30 EDT,1630555530296,2,set_3,23,9,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,Not at all,Might,Not really,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-03/phone_promptresponse_clean_2021-09-03.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-09-02,2021-09-02 22:47:00 EDT,GMT-04:00,1630637220201,Completed,2021-09-03,2021-09-03 00:10:15 EDT,1630642215565,2,set_1,25,9,Moderately,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Not at all,Moderately,A little,A little,Moderately,Moderately,No,No,0,,,,,,,,,,Quite a bit,Definitely will,Sort of,Yes,,,,,,,,,,,,,,,,,Somewhat
retrievergeckoabroad@timestudy_com/2021-09-03/phone_promptresponse_clean_2021-09-03.csv,25,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-03,2021-09-03 23:27:00 EDT,GMT-04:00,1630726020211,Completed,2021-09-03,2021-09-03 23:28:35 EDT,1630726115100,1,set_3,23,9,Moderately,Moderately,Extremely,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,No,No,0,,,,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-05/phone_promptresponse_clean_2021-09-05.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,0,1,2021-09-05,2021-09-05 00:32:00 EDT,GMT-04:00,1630816320177,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-06/phone_promptresponse_clean_2021-09-06.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-09-05,2021-09-05 22:46:00 EDT,GMT-04:00,1630896360280,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-06/phone_promptresponse_clean_2021-09-06.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-06,2021-09-06 23:33:00 EDT,GMT-04:00,1630985580885,Completed,2021-09-06,2021-09-06 23:35:44 EDT,1630985744467,1,set_4,23,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,Moderately,Not at all,Moderately,Moderately,A little,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-07/phone_promptresponse_clean_2021-09-07.csv,168,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-07,2021-09-07 23:11:00 EDT,GMT-04:00,1631070660184,Completed,2021-09-07,2021-09-07 23:47:26 EDT,1631072846215,2,set_4,24,9,A little,Quite a bit,Quite a bit,Moderately,A little,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-09/phone_promptresponse_clean_2021-09-09.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,0,1,2021-09-09,2021-09-09 00:33:00 EDT,GMT-04:00,1631161980195,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-09/phone_promptresponse_clean_2021-09-09.csv,76,retrievergeckoabroad,Daily,TIME,RANDOM,22,23,2021-09-09,2021-09-09 22:47:00 EDT,GMT-04:00,1631242020163,Completed,2021-09-09,2021-09-09 23:00:35 EDT,1631242835220,2,set_2,23,9,Moderately,Quite a bit,Quite a bit,Extremely,A little,Moderately,Quite a bit,Moderately,Moderately,Very much so,Moderately,A little,A little,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-10/phone_promptresponse_clean_2021-09-10.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-10,2021-09-10 23:34:00 EDT,GMT-04:00,1631331240114,Completed,2021-09-10,2021-09-10 23:39:22 EDT,1631331562506,2,set_3,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-11/phone_promptresponse_clean_2021-09-11.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-11,2021-09-11 23:36:00 EDT,GMT-04:00,1631417760199,Completed,2021-09-11,2021-09-11 23:37:41 EDT,1631417861601,1,set_1,25,9,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Not at all,No,No,0,,,,,,,,,,Very much so,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,A little bit
retrievergeckoabroad@timestudy_com/2021-09-13/phone_promptresponse_clean_2021-09-13.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-12,2021-09-12 23:16:00 EDT,GMT-04:00,1631502960216,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-14/phone_promptresponse_clean_2021-09-14.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,0,1,2021-09-14,2021-09-14 00:24:00 EDT,GMT-04:00,1631593440183,Completed,2021-09-14,2021-09-14 00:30:46 EDT,1631593846221,2,set_2,24,9,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Very much so,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
