.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat
rangerchildlikequantum@timestudy_com/2020-10-31/phone_promptresponse_clean_2020-10-31.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-10-31,2020-10-31 19:18:00 PDT,GMT-07:00,1604197080175,Completed,2020-10-31,2020-10-31 19:19:09 PDT,1604197149205,1,set_4,24,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,Not at all,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-01/phone_promptresponse_clean_2020-11-01.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2020-11-01,2020-11-01 21:11:00 PST,GMT-08:00,1604293860220,Completed,2020-11-01,2020-11-01 21:14:57 PST,1604294097474,1,set_4,47,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Moderate,Moderate,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-02/phone_promptresponse_clean_2020-11-02.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-11-02,2020-11-02 22:41:00 PST,GMT-08:00,1604385660235,Completed,2020-11-02,2020-11-02 22:42:46 PST,1604385766258,1,set_2,23,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,A little,Not at all,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,Very much so,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-03/phone_promptresponse_clean_2020-11-03.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-11-03,2020-11-03 22:27:00 PST,GMT-08:00,1604471220237,Completed,2020-11-03,2020-11-03 22:28:35 PST,1604471315487,1,set_2,24,9,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Quite a bit,A little,A little,Moderately,A little,A little,Quite a bit,Not at all,Yes,Yes,0,,,,,,,,Very much so,Probably will not,Trying to decide,Somewhat,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-04/phone_promptresponse_clean_2020-11-04.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-04,2020-11-04 19:43:00 PST,GMT-08:00,1604547780191,Completed,2020-11-04,2020-11-04 19:44:04 PST,1604547844751,1,set_2,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Not at all,A little,Quite a bit,Moderately,A little,A little,Moderately,Yes,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-05/phone_promptresponse_clean_2020-11-05.csv,21,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2020-11-05,2020-11-05 20:48:00 PST,GMT-08:00,1604638080226,Completed,2020-11-05,2020-11-05 20:49:20 PST,1604638160345,1,set_4,23,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-06/phone_promptresponse_clean_2020-11-06.csv,21,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2020-11-06,2020-11-06 20:14:00 PST,GMT-08:00,1604722440184,Completed,2020-11-06,2020-11-06 20:15:25 PST,1604722525876,1,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-07/phone_promptresponse_clean_2020-11-07.csv,21,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2020-11-07,2020-11-07 20:16:05 PST,GMT-08:00,1604808965071,Completed,2020-11-07,2020-11-07 20:22:15 PST,1604809335791,2,set_3,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-08/phone_promptresponse_clean_2020-11-08.csv,21,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2020-11-08,2020-11-08 20:16:47 PST,GMT-08:00,1604895407139,Completed,2020-11-08,2020-11-08 20:20:08 PST,1604895608784,1,set_1,48,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,,,,,Yes,Yes,Yes,Maybe,Sort of,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,
rangerchildlikequantum@timestudy_com/2020-11-09/phone_promptresponse_clean_2020-11-09.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-09,2020-11-09 19:34:00 PST,GMT-08:00,1604979240238,Completed,2020-11-09,2020-11-09 19:35:15 PST,1604979315072,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-10/phone_promptresponse_clean_2020-11-10.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-10,2020-11-10 19:41:00 PST,GMT-08:00,1605066060201,Completed,2020-11-10,2020-11-10 19:42:19 PST,1605066139449,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Very much so,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,Very much so,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-11/phone_promptresponse_clean_2020-11-11.csv,18,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-11,2020-11-11 19:41:00 PST,GMT-08:00,1605152460175,Completed,2020-11-11,2020-11-11 19:42:10 PST,1605152530173,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,Moderately,A little,Moderately,Moderately,Yes,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-12/phone_promptresponse_clean_2020-11-12.csv,19,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-12,2020-11-12 19:44:00 PST,GMT-08:00,1605239040192,Completed,2020-11-12,2020-11-12 19:45:12 PST,1605239112140,1,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,A little,Not at all,Moderately,Yes,No,0,,,,,,,,Very much so,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-13/phone_promptresponse_clean_2020-11-13.csv,18,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-13,2020-11-13 19:49:00 PST,GMT-08:00,1605325740239,Completed,2020-11-13,2020-11-13 19:50:37 PST,1605325837711,1,set_1,25,9,Moderately,Moderately,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,Very much so,Definitely will,Yes,Maybe,,,,Somewhat,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-14/phone_promptresponse_clean_2020-11-14.csv,30,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2020-11-14,2020-11-14 21:05:49 PST,GMT-08:00,1605416749610,Completed,2020-11-14,2020-11-14 21:07:04 PST,1605416824839,1,set_4,23,9,A little,Moderately,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2020-11-15/phone_promptresponse_clean_2020-11-15.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2020-11-15,2020-11-15 20:28:00 PST,GMT-08:00,1605500880180,Completed,2020-11-15,2020-11-15 20:32:40 PST,1605501160502,1,set_2,47,9,A little,Moderately,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Trying to decide,,Sort of,Yes,Sort of,No,Sort of,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Quite a bit,,,
rangerchildlikequantum@timestudy_com/2020-11-16/phone_promptresponse_clean_2020-11-16.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2020-11-16,2020-11-16 21:19:00 PST,GMT-08:00,1605590340216,Completed,2020-11-16,2020-11-16 21:20:14 PST,1605590414607,1,set_4,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,Not at all,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2020-11-17/phone_promptresponse_clean_2020-11-17.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2020-11-17,2020-11-17 20:43:00 PST,GMT-08:00,1605674580250,Completed,2020-11-17,2020-11-17 20:44:14 PST,1605674654344,1,set_4,23,9,A little,Moderately,A little,Quite a bit,Moderately,A little,A little,A little,Not at all,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-18/phone_promptresponse_clean_2020-11-18.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2020-11-18,2020-11-18 21:21:00 PST,GMT-08:00,1605763260245,Completed,2020-11-18,2020-11-18 21:22:45 PST,1605763365374,1,set_3,24,9,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-19/phone_promptresponse_clean_2020-11-19.csv,24,rangerchildlikequantum,Daily,BURST,RANDOM,22,23,2020-11-19,2020-11-19 22:28:00 PST,GMT-08:00,1605853680193,Completed,2020-11-19,2020-11-19 22:29:24 PST,1605853764644,1,set_4,23,9,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-20/phone_promptresponse_clean_2020-11-20.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,21,22,2020-11-20,2020-11-20 21:16:00 PST,GMT-08:00,1605935760186,Completed,2020-11-20,2020-11-20 21:17:15 PST,1605935835951,1,set_4,24,9,A little,Moderately,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,Somewhat,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-21/phone_promptresponse_clean_2020-11-21.csv,17,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2020-11-21,2020-11-21 19:45:00 PST,GMT-08:00,1606016700232,Completed,2020-11-21,2020-11-21 19:46:00 PST,1606016760059,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-22/phone_promptresponse_clean_2020-11-22.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2020-11-22,2020-11-22 20:46:53 PST,GMT-08:00,1606106813435,Completed,2020-11-22,2020-11-22 20:50:39 PST,1606107039869,1,set_4,47,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Yes,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Moderate,Moderate,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-23/phone_promptresponse_clean_2020-11-23.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-11-23,2020-11-23 22:44:00 PST,GMT-08:00,1606200240195,Completed,2020-11-23,2020-11-23 22:45:06 PST,1606200306367,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-24/phone_promptresponse_clean_2020-11-24.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-11-24,2020-11-24 22:43:00 PST,GMT-08:00,1606286580187,Completed,2020-11-24,2020-11-24 22:44:06 PST,1606286646176,1,set_3,23,9,A little,Extremely,A little,Quite a bit,Extremely,Not at all,A little,Not at all,A little,Quite a bit,Quite a bit,A little,A little,Moderately,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-25/phone_promptresponse_clean_2020-11-25.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-25,2020-11-25 19:22:00 PST,GMT-08:00,1606360920294,Completed,2020-11-25,2020-11-25 19:23:36 PST,1606361016454,1,set_1,24,9,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,A little,A little,Not sure,Did not have to work today,0,,,,Very much so,Probably will,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-26/phone_promptresponse_clean_2020-11-26.csv,19,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-26,2020-11-26 19:23:00 PST,GMT-08:00,1606447380235,Completed,2020-11-26,2020-11-26 19:29:06 PST,1606447746989,2,set_3,23,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,A little,Quite a bit,Moderately,A little,A little,A little,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-11-27/phone_promptresponse_clean_2020-11-27.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-11-27,2020-11-27 22:28:00 PST,GMT-08:00,1606544880183,Completed,2020-11-27,2020-11-27 22:29:01 PST,1606544941800,1,set_4,23,9,A little,Moderately,A little,Quite a bit,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-11-28/phone_promptresponse_clean_2020-11-28.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-28,2020-11-28 19:26:00 PST,GMT-08:00,1606620360241,Completed,2020-11-28,2020-11-28 19:27:21 PST,1606620441035,1,set_4,23,9,A little,Moderately,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,A little,Moderately,Moderately,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2020-11-29/phone_promptresponse_clean_2020-11-29.csv,27,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2020-11-29,2020-11-29 19:06:46 PST,GMT-08:00,1606705606085,Completed,2020-11-29,2020-11-29 19:10:12 PST,1606705812798,1,set_2,47,9,A little,A little,Moderately,A little,A little,Moderately,Quite a bit,Moderately,A little,A little,A little,Quite a bit,Quite a bit,Not at all,Yes,Yes,0,,,,,,,,Very much so,Definitely will not,Trying to decide,,Sort of,No,Not really,No,Not really,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,A lot less,More,Less,Moderate,Moderate,,,
rangerchildlikequantum@timestudy_com/2020-11-30/phone_promptresponse_clean_2020-11-30.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-11-30,2020-11-30 22:30:00 PST,GMT-08:00,1606804200348,Completed,2020-11-30,2020-11-30 22:31:27 PST,1606804287724,1,set_4,23,9,A little,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,Not at all,Not sure,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
rangerchildlikequantum@timestudy_com/2020-12-01/phone_promptresponse_clean_2020-12-01.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-12-01,2020-12-01 22:20:00 PST,GMT-08:00,1606890000186,Completed,2020-12-01,2020-12-01 22:38:54 PST,1606891134695,2,set_2,23,9,A little,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,A little,A little,No,No,0,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-12-02/phone_promptresponse_clean_2020-12-02.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2020-12-02,2020-12-02 22:16:19 PST,GMT-08:00,1606976179299,Completed,2020-12-02,2020-12-02 22:38:15 PST,1606977495687,2,set_1,24,9,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2020-12-03/phone_promptresponse_clean_2020-12-03.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2020-12-03,2020-12-03 20:16:25 PST,GMT-08:00,1607055385887,Completed,2020-12-03,2020-12-03 20:17:50 PST,1607055470667,1,set_4,23,9,A little,Moderately,A little,Moderately,A little,A little,A little,Not at all,A little,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of
rangerchildlikequantum@timestudy_com/2020-12-04/phone_promptresponse_clean_2020-12-04.csv,35,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2020-12-04,2020-12-04 21:14:40 PST,GMT-08:00,1607145280891,Completed,2020-12-04,2020-12-04 21:16:00 PST,1607145360698,1,set_2,24,9,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,A little,No,No,0,,,,,,,,Very much so,Definitely will,Yes,Somewhat,,,,,,,,,,,,,,,,,,,
