.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
faucetsquealingcatapult@timestudy_com/2020-07-24/phone_promptresponse_clean_2020-07-24.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-24,2020-07-24 22:42:00 MDT,GMT-06:00,1595652120136,Completed,2020-07-24,2020-07-24 22:51:00 MDT,1595652660078,2,set_2,24,9,Not at all,Extremely,Not at all,Quite a bit,Moderately,A little,A little,A little,Not at all,A little,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-25/phone_promptresponse_clean_2020-07-25.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-25,2020-07-25 22:10:00 MDT,GMT-06:00,1595736600220,Completed,2020-07-25,2020-07-25 22:12:44 MDT,1595736764501,1,set_4,24,9,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-26/phone_promptresponse_clean_2020-07-26.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-26,2020-07-26 22:31:00 MDT,GMT-06:00,1595824260112,Completed,2020-07-26,2020-07-26 22:45:06 MDT,1595825106342,2,set_1,48,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,A little,Moderately,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,Quite a bit,Probably will,Not really,Yes,,,,,Sort of,Yes,Sort of,Maybe,Sort of,Not really,0 days,0 days,More,More,Neither more nor less,Moderate,Moderate,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-27/phone_promptresponse_clean_2020-07-27.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-27,2020-07-27 22:48:00 MDT,GMT-06:00,1595911680071,Completed,2020-07-27,2020-07-27 22:49:25 MDT,1595911765707,1,set_2,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-28/phone_promptresponse_clean_2020-07-28.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-28,2020-07-28 22:29:00 MDT,GMT-06:00,1595996940114,Completed,2020-07-28,2020-07-28 22:32:47 MDT,1595997167330,1,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-29/phone_promptresponse_clean_2020-07-29.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-29,2020-07-29 22:32:00 MDT,GMT-06:00,1596083520115,Completed,2020-07-29,2020-07-29 22:34:28 MDT,1596083668222,1,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Moderately,A little,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,A little,Might,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-30/phone_promptresponse_clean_2020-07-30.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-30,2020-07-30 22:18:00 MDT,GMT-06:00,1596169080258,Completed,2020-07-30,2020-07-30 22:19:38 MDT,1596169178962,1,set_4,24,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-07-31/phone_promptresponse_clean_2020-07-31.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-07-31,2020-07-31 22:49:00 MDT,GMT-06:00,1596257340232,Completed,2020-07-31,2020-07-31 22:50:10 MDT,1596257410824,1,set_3,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,A little,,,,,,,,,,,,,,,,,,,,Probably will,Not really,,,,
faucetsquealingcatapult@timestudy_com/2020-08-01/phone_promptresponse_clean_2020-08-01.csv,23,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-01,2020-08-01 22:30:00 MDT,GMT-06:00,1596342600114,Completed,2020-08-01,2020-08-01 22:35:01 MDT,1596342901145,2,set_1,25,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,A little,Might,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-02/phone_promptresponse_clean_2020-08-02.csv,22,faucetsquealingcatapult,Daily,BURST,RANDOM,21,22,2020-08-02,2020-08-02 21:17:00 MDT,GMT-06:00,1596424620109,Completed,2020-08-02,2020-08-02 21:20:50 MDT,1596424850137,1,set_2,47,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,A little,Might,Trying to decide,Sort of,Yes,Sort of,Maybe,Sort of,Sort of,0 days,0 days,More,More,Neither more nor less,Moderate,Moderate,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-03/phone_promptresponse_clean_2020-08-03.csv,25,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-03,2020-08-03 22:31:00 MDT,GMT-06:00,1596515460113,Completed,2020-08-03,2020-08-03 22:34:42 MDT,1596515682319,1,set_3,24,9,A little,Extremely,A little,Quite a bit,A little,A little,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,Not at all,,,,,,,,,,,,,,,,,,,,Probably will not,Not really,,,,
faucetsquealingcatapult@timestudy_com/2020-08-04/phone_promptresponse_clean_2020-08-04.csv,23,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-04,2020-08-04 22:12:00 MDT,GMT-06:00,1596600720068,Completed,2020-08-04,2020-08-04 22:14:29 MDT,1596600869761,1,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-05/phone_promptresponse_clean_2020-08-05.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-05,2020-08-05 22:33:00 MDT,GMT-06:00,1596688380132,Completed,2020-08-05,2020-08-05 22:37:15 MDT,1596688635466,1,set_3,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,A little,,,,,,,,,,,,,,,,,,,,Probably will not,Not really,,,,
faucetsquealingcatapult@timestudy_com/2020-08-06/phone_promptresponse_clean_2020-08-06.csv,24,faucetsquealingcatapult,Daily,TIME,RANDOM,23,0,2020-08-06,2020-08-06 23:33:00 MDT,GMT-06:00,1596778380109,Completed,2020-08-06,2020-08-06 23:48:31 MDT,1596779311936,2,set_3,23,9,Not at all,Extremely,A little,Quite a bit,Moderately,A little,A little,A little,A little,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Definitely will,Sort of,,,,
faucetsquealingcatapult@timestudy_com/2020-08-07/phone_promptresponse_clean_2020-08-07.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-07,2020-08-07 22:47:00 MDT,GMT-06:00,1596862020113,Completed,2020-08-07,2020-08-07 22:49:25 MDT,1596862165244,1,set_1,24,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,Quite a bit,Probably will,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-08/phone_promptresponse_clean_2020-08-08.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-08,2020-08-08 22:16:00 MDT,GMT-06:00,1596946560131,Completed,2020-08-08,2020-08-08 22:20:44 MDT,1596946844665,1,set_2,23,9,Not at all,Extremely,A little,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,,,Not at all,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-09/phone_promptresponse_clean_2020-08-09.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-09,2020-08-09 22:24:00 MDT,GMT-06:00,1597033440127,Completed,2020-08-09,2020-08-09 22:35:05 MDT,1597034105792,2,set_2,46,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Quite a bit,Might,Trying to decide,Sort of,Maybe,Sort of,Yes,Sort of,Sort of,0 days,0 days,More,More,More,Moderate,Moderate,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-10/phone_promptresponse_clean_2020-08-10.csv,21,faucetsquealingcatapult,Daily,TIME,RANDOM,21,22,2020-08-10,2020-08-10 21:47:00 MDT,GMT-06:00,1597117620118,Completed,2020-08-10,2020-08-10 21:47:51 MDT,1597117671236,1,set_3,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,A little,,,,,,,,,,,,,,,,,,,,Might,Not really,,,,
faucetsquealingcatapult@timestudy_com/2020-08-11/phone_promptresponse_clean_2020-08-11.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-11,2020-08-11 22:49:00 MDT,GMT-06:00,1597207740104,Completed,2020-08-11,2020-08-11 22:56:18 MDT,1597208178614,2,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,A little,A little,Moderately,A little,Very much so,Very much so,Not at all,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-12/phone_promptresponse_clean_2020-08-12.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-12,2020-08-12 22:19:00 MDT,GMT-06:00,1597292340125,Completed,2020-08-12,2020-08-12 23:08:27 MDT,1597295307680,2,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,A little,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,Quite a bit,Might,Yes,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-13/phone_promptresponse_clean_2020-08-13.csv,23,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-13,2020-08-13 22:18:00 MDT,GMT-06:00,1597378680086,Completed,2020-08-13,2020-08-13 22:21:39 MDT,1597378899606,1,set_4,23,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-14/phone_promptresponse_clean_2020-08-14.csv,24,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-14,2020-08-14 22:48:00 MDT,GMT-06:00,1597466880136,Completed,2020-08-14,2020-08-14 23:32:12 MDT,1597469532325,2,set_3,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Probably will,Not really,,,,
faucetsquealingcatapult@timestudy_com/2020-08-15/phone_promptresponse_clean_2020-08-15.csv,22,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-15,2020-08-15 22:48:00 MDT,GMT-06:00,1597553280101,Completed,2020-08-15,2020-08-15 22:54:21 MDT,1597553661793,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-16/phone_promptresponse_clean_2020-08-16.csv,23,faucetsquealingcatapult,Daily,BURST,RANDOM,22,23,2020-08-16,2020-08-16 22:36:00 MDT,GMT-06:00,1597638960134,Completed,2020-08-16,2020-08-16 22:41:32 MDT,1597639292290,2,set_2,47,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Quite a bit,Probably will,Trying to decide,Sort of,Yes,Sort of,Yes,Not really,Not really,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Moderate,,,,,,A little,A little,I am not experiencing viral symptoms,
faucetsquealingcatapult@timestudy_com/2020-08-17/phone_promptresponse_clean_2020-08-17.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-17,2020-08-17 22:48:00 MDT,GMT-06:00,1597726080088,Completed,2020-08-17,2020-08-17 23:00:03 MDT,1597726803190,2,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-18/phone_promptresponse_clean_2020-08-18.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-18,2020-08-18 22:38:00 MDT,GMT-06:00,1597811880117,Completed,2020-08-18,2020-08-18 22:39:51 MDT,1597811991471,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-19/phone_promptresponse_clean_2020-08-19.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,21,22,2020-08-19,2020-08-19 21:46:00 MDT,GMT-06:00,1597895160136,Completed,2020-08-19,2020-08-19 21:47:09 MDT,1597895229550,1,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,A little,Might,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-20/phone_promptresponse_clean_2020-08-20.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-20,2020-08-20 22:21:00 MDT,GMT-06:00,1597983660154,Completed,2020-08-20,2020-08-20 22:37:01 MDT,1597984621804,2,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,Moderately,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-21/phone_promptresponse_clean_2020-08-21.csv,24,faucetsquealingcatapult,Daily,TIME,RANDOM,23,0,2020-08-21,2020-08-21 23:19:00 MDT,GMT-06:00,1598073540129,Completed,2020-08-21,2020-08-21 23:22:52 MDT,1598073772525,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Might,Not really,,,,
faucetsquealingcatapult@timestudy_com/2020-08-22/phone_promptresponse_clean_2020-08-22.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-22,2020-08-22 22:39:00 MDT,GMT-06:00,1598157540069,Completed,2020-08-22,2020-08-22 22:40:38 MDT,1598157638209,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-23/phone_promptresponse_clean_2020-08-23.csv,23,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-23,2020-08-23 22:41:00 MDT,GMT-06:00,1598244060140,Completed,2020-08-23,2020-08-23 22:50:18 MDT,1598244618285,2,set_4,47,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,Sort of,Yes,Sort of,Yes,Sort of,Not really,0 days,0 days,More,More,Neither more nor less,Very little,Moderate,Quite a bit,Probably will,Not really,,,A little,Not at all,I am not experiencing viral symptoms,
faucetsquealingcatapult@timestudy_com/2020-08-24/phone_promptresponse_clean_2020-08-24.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-24,2020-08-24 22:38:00 MDT,GMT-06:00,1598330280139,Completed,2020-08-24,2020-08-24 22:55:17 MDT,1598331317777,2,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-25/phone_promptresponse_clean_2020-08-25.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-25,2020-08-25 22:32:00 MDT,GMT-06:00,1598416320130,Completed,2020-08-25,2020-08-25 22:33:49 MDT,1598416429996,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
faucetsquealingcatapult@timestudy_com/2020-08-26/phone_promptresponse_clean_2020-08-26.csv,22,faucetsquealingcatapult,Daily,TIME,RANDOM,22,23,2020-08-26,2020-08-26 22:32:00 MDT,GMT-06:00,1598502720075,Completed,2020-08-26,2020-08-26 22:35:06 MDT,1598502906010,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,A little,Might,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
