.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
residentselfgutter@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,24,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-02-08,2021-02-08 20:34:00 CST,GMT-06:00,1612838040114,Completed,2021-02-08,2021-02-08 20:37:37 CST,1612838257980,1,set_1,25,9,A little,Quite a bit,A little,A little,Moderately,A little,Moderately,A little,A little,A little,Not at all,Quite a bit,A little,Moderately,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,A little bit,,,,,,,
residentselfgutter@timestudy_com/2021-02-09/phone_promptresponse_clean_2021-02-09.csv,23,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-09,2021-02-09 21:21:00 CST,GMT-06:00,1612927260118,Completed,2021-02-09,2021-02-09 22:24:17 CST,1612931057669,2,set_2,23,9,A little,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,Moderately,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
residentselfgutter@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-10,2021-02-10 21:19:00 CST,GMT-06:00,1613013540087,Completed,2021-02-10,2021-02-10 21:24:13 CST,1613013853439,2,set_1,24,9,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-11/phone_promptresponse_clean_2021-02-11.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-11,2021-02-11 21:48:00 CST,GMT-06:00,1613101680102,Completed,2021-02-11,2021-02-11 21:50:45 CST,1613101845175,1,set_4,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,Moderately,Moderately,A little,Moderately,A little,Quite a bit,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,24,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-02-12,2021-02-12 23:26:00 CST,GMT-06:00,1613193960126,Completed,2021-02-12,2021-02-12 23:27:50 CST,1613194070721,1,set_3,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,Moderately,Moderately,A little,Moderately,Not at all,Very much so,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-13/phone_promptresponse_clean_2021-02-13.csv,24,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-02-13,2021-02-13 23:19:00 CST,GMT-06:00,1613279940113,Completed,2021-02-13,2021-02-13 23:29:02 CST,1613280542055,2,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,A little,Definitely will,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-02-14/phone_promptresponse_clean_2021-02-14.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-14,2021-02-14 21:45:00 CST,GMT-06:00,1613360700126,Completed,2021-02-14,2021-02-14 21:49:37 CST,1613360977281,1,set_2,47,9,A little,Quite a bit,A little,Quite a bit,Moderately,Moderately,A little,A little,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,No,No and I didn't have a goal,Sort of,Yes,,,,No,No,Not at all,Not at all,I am not experiencing viral symptoms,Very much so,Definitely will,Yes,,0 days,0 days,A lot less,A lot more,More,Quite a bit,Very little
residentselfgutter@timestudy_com/2021-02-15/phone_promptresponse_clean_2021-02-15.csv,24,residentselfgutter,Daily,TIME,RANDOM,22,23,2021-02-15,2021-02-15 22:14:00 CST,GMT-06:00,1613448840058,Completed,2021-02-15,2021-02-15 22:17:46 CST,1613449066674,1,set_1,25,9,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,A little,Very much so,A little,Quite a bit,No,No,0,Not at all,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,A little bit,,,,,,,
residentselfgutter@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,21,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-16,2021-02-16 21:13:00 CST,GMT-06:00,1613531580245,Completed,2021-02-16,2021-02-16 21:38:23 CST,1613533103560,2,set_2,23,9,A little,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,Not at all,Very much so,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
residentselfgutter@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-17,2021-02-17 21:21:02 CST,GMT-06:00,1613618462126,Completed,2021-02-17,2021-02-17 21:22:33 CST,1613618553643,1,set_4,23,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-18/phone_promptresponse_clean_2021-02-18.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-18,2021-02-18 21:48:00 CST,GMT-06:00,1613706480250,Completed,2021-02-18,2021-02-18 21:49:26 CST,1613706566421,1,set_4,24,9,Moderately,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,A little,Moderately,A little,Very much so,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,A little bit,,,,,,,
residentselfgutter@timestudy_com/2021-02-19/phone_promptresponse_clean_2021-02-19.csv,23,residentselfgutter,Daily,TIME,RANDOM,22,23,2021-02-19,2021-02-19 22:19:00 CST,GMT-06:00,1613794740736,Completed,2021-02-19,2021-02-19 22:20:41 CST,1613794841503,1,set_4,23,9,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Very much so,A little,Moderately,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,24,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-02-20,2021-02-20 23:20:00 CST,GMT-06:00,1613884800125,Completed,2021-02-20,2021-02-20 23:21:40 CST,1613884900605,1,set_2,23,9,A little,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Extremely,Quite a bit,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-02-21/phone_promptresponse_clean_2021-02-21.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-21,2021-02-21 21:25:00 CST,GMT-06:00,1613964300224,Completed,2021-02-21,2021-02-21 21:28:51 CST,1613964531753,1,set_3,48,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Not at all,Quite a bit,A little,Yes,Did not have to work today,0,,,,,,,,No,No,Yes,Yes,Not at all,Definitely will not,No,No,No,Not at all,Moderately,I am not experiencing viral symptoms,,,,Somewhat,0 days,0 days,A lot less,More,Neither more nor less,Moderate,Very little
residentselfgutter@timestudy_com/2021-02-23/phone_promptresponse_clean_2021-02-23.csv,21,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-02-23,2021-02-23 21:35:00 CST,GMT-06:00,1614137700193,Completed,2021-02-23,2021-02-23 21:36:33 CST,1614137793371,1,set_3,23,9,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,A little,A little,Quite a bit,Quite a bit,No,Yes,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-24/phone_promptresponse_clean_2021-02-24.csv,26,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-24,2021-02-24 21:17:00 CST,GMT-06:00,1614223020201,Completed,2021-02-24,2021-02-24 21:23:02 CST,1614223382264,2,set_4,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,No,No,0,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-25/phone_promptresponse_clean_2021-02-25.csv,23,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-02-25,2021-02-25 21:29:01 CST,GMT-06:00,1614310141451,Completed,2021-02-25,2021-02-25 21:29:50 CST,1614310190828,1,set_3,24,9,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-02-26/phone_promptresponse_clean_2021-02-26.csv,25,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-02-26,2021-02-26 23:45:03 CST,GMT-06:00,1614404703466,Completed,2021-02-26,2021-02-26 23:46:50 CST,1614404810220,1,set_3,24,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,Not at all,Might,Sort of,,,,,,,,,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-02-27/phone_promptresponse_clean_2021-02-27.csv,24,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-02-27,2021-02-27 23:48:00 CST,GMT-06:00,1614491280155,Completed,2021-02-27,2021-02-27 23:49:59 CST,1614491399049,1,set_3,23,9,A little,Extremely,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,Quite a bit,Quite a bit,Not at all,A little,Not at all,No,Did not have to work today,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-02-28/phone_promptresponse_clean_2021-02-28.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-02-28,2021-02-28 20:28:02 CST,GMT-06:00,1614565682819,Completed,2021-02-28,2021-02-28 20:42:40 CST,1614566560492,2,set_1,49,9,Moderately,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,Did not have to work today,0,Not at all,Definitely will not,No,but I had a goal,,,,No,No and I didn't have a goal,Sort of,Yes,,,,No,No,Not at all,Moderately,I am not experiencing viral symptoms,,,,Somewhat,0 days,0 days,Less,A lot more,Neither more nor less,Quite a bit,Moderate
residentselfgutter@timestudy_com/2021-03-01/phone_promptresponse_clean_2021-03-01.csv,20,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-01,2021-03-01 20:30:01 CST,GMT-06:00,1614652201240,Completed,2021-03-01,2021-03-01 20:42:12 CST,1614652932615,2,set_1,25,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,A little bit,,,,,,,
residentselfgutter@timestudy_com/2021-03-02/phone_promptresponse_clean_2021-03-02.csv,18,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-02,2021-03-02 20:46:01 CST,GMT-06:00,1614739561184,Completed,2021-03-02,2021-03-02 21:35:25 CST,1614742525536,2,set_2,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Extremely,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-03-03/phone_promptresponse_clean_2021-03-03.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-03,2021-03-03 20:44:00 CST,GMT-06:00,1614825840189,Completed,2021-03-03,2021-03-03 20:45:34 CST,1614825934643,1,set_3,23,9,Quite a bit,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-04/phone_promptresponse_clean_2021-03-04.csv,22,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-03-04,2021-03-04 21:20:00 CST,GMT-06:00,1614914400204,Completed,2021-03-04,2021-03-04 21:20:50 CST,1614914450166,1,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
residentselfgutter@timestudy_com/2021-03-06/phone_promptresponse_clean_2021-03-06.csv,1,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-03-05,2021-03-05 23:41:00 CST,GMT-06:00,1615009260143,Completed,2021-03-06,2021-03-06 00:06:14 CST,1615010774012,2,set_4,23,9,Moderately,Quite a bit,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,Moderately,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-06/phone_promptresponse_clean_2021-03-06.csv,25,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-03-06,2021-03-06 23:19:00 CST,GMT-06:00,1615094340149,Completed,2021-03-06,2021-03-06 23:25:04 CST,1615094704890,2,set_2,23,9,A little,Quite a bit,A little,A little,Quite a bit,A little,A little,A little,A little,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,Might,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-03-07/phone_promptresponse_clean_2021-03-07.csv,21,residentselfgutter,Daily,BURST,RANDOM,20,21,2021-03-07,2021-03-07 20:38:01 CST,GMT-06:00,1615171081233,Completed,2021-03-07,2021-03-07 21:02:34 CST,1615172554043,2,set_4,48,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,Not at all,Might,No,No,No and I didn't have a goal,No,Yes,,,,No,No,Not at all,Not at all,I am not experiencing viral symptoms,,,,Somewhat,0 days,0 days,A lot less,A lot more,More,Moderate,Not at all
residentselfgutter@timestudy_com/2021-03-08/phone_promptresponse_clean_2021-03-08.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-03-08,2021-03-08 21:45:00 CST,GMT-06:00,1615261500172,Completed,2021-03-08,2021-03-08 21:46:31 CST,1615261591672,1,set_3,23,9,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-09/phone_promptresponse_clean_2021-03-09.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-09,2021-03-09 20:48:00 CST,GMT-06:00,1615344480148,Completed,2021-03-09,2021-03-09 20:50:12 CST,1615344612890,1,set_2,23,9,A little,Quite a bit,Moderately,Moderately,A little,A little,Moderately,A little,A little,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
residentselfgutter@timestudy_com/2021-03-10/phone_promptresponse_clean_2021-03-10.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-10,2021-03-10 20:48:01 CST,GMT-06:00,1615430881728,Completed,2021-03-10,2021-03-10 20:51:28 CST,1615431088567,1,set_1,24,9,Moderately,Moderately,Extremely,A little,A little,Moderately,Moderately,Moderately,A little,A little,A little,Quite a bit,Quite a bit,Quite a bit,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-11/phone_promptresponse_clean_2021-03-11.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-11,2021-03-11 20:33:02 CST,GMT-06:00,1615516382035,Completed,2021-03-11,2021-03-11 21:29:25 CST,1615519765837,2,set_2,23,9,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Might,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-03-12/phone_promptresponse_clean_2021-03-12.csv,23,residentselfgutter,Daily,TIME,RANDOM,22,23,2021-03-12,2021-03-12 22:12:01 CST,GMT-06:00,1615608721117,Completed,2021-03-12,2021-03-12 22:20:04 CST,1615609204133,2,set_4,23,9,A little,Extremely,A little,Quite a bit,Quite a bit,A little,A little,Moderately,A little,Moderately,Not at all,Quite a bit,Moderately,Very much so,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-14/phone_promptresponse_clean_2021-03-14.csv,1,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-03-13,2021-03-13 23:48:00 CST,GMT-06:00,1615700880220,Completed,2021-03-14,2021-03-14 00:03:54 CST,1615701834935,2,set_1,49,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,A little,A little,A little,A little,Very much so,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,Not at all,Definitely will not,No,but I had a goal,,,,No,No and I didn't have a goal,Yes,Yes,,,,No,No,A little,Not at all,I am not experiencing viral symptoms,,,,Somewhat,0 days,0 days,A lot less,More,More,Moderate,Not at all
residentselfgutter@timestudy_com/2021-03-14/phone_promptresponse_clean_2021-03-14.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-03-14,2021-03-14 21:26:01 CDT,GMT-05:00,1615775161517,Completed,2021-03-14,2021-03-14 22:06:30 CDT,1615777590947,2,set_3,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Very much so,A little,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,No,No and I didn't have a goal,Yes,Yes,Not at all,Definitely will not,No,No,No,A little,Not at all,I am not experiencing viral symptoms,,,,,0 days,0 days,A lot less,More,More,Very little,Not at all
residentselfgutter@timestudy_com/2021-03-15/phone_promptresponse_clean_2021-03-15.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-15,2021-03-15 20:39:02 CDT,GMT-05:00,1615858742621,Completed,2021-03-15,2021-03-15 21:49:50 CDT,1615862990196,2,set_2,23,9,A little,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,
