.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x31_int_sed,x32_plan_sed,x21_goal_pa,x24_wgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
unelectedscrubbeddeflected@timestudy_com/2021-06-01/phone_promptresponse_clean_2021-06-01.csv,21,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-06-01,2021-06-01 21:45:00 CDT,GMT-05:00,1622601900245,Completed,2021-06-01,2021-06-01 21:46:53 CDT,1622602013666,1,set_2,24,9,Not at all,Quite a bit,A little,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,Quite a bit,Definitely will not,Trying to decide,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-02/phone_promptresponse_clean_2021-06-02.csv,28,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-06-02,2021-06-02 21:12:00 CDT,GMT-05:00,1622686320257,Completed,2021-06-02,2021-06-02 22:16:26 CDT,1622690186974,2,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-06-03/phone_promptresponse_clean_2021-06-03.csv,23,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-06-03,2021-06-03 21:30:00 CDT,GMT-05:00,1622773800482,Completed,2021-06-03,2021-06-03 21:31:22 CDT,1622773882635,1,set_3,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-04/phone_promptresponse_clean_2021-06-04.csv,23,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-06-04,2021-06-04 22:31:00 CDT,GMT-05:00,1622863860707,Completed,2021-06-04,2021-06-04 22:32:17 CDT,1622863937455,1,set_4,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-05/phone_promptresponse_clean_2021-06-05.csv,24,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-06-05,2021-06-05 22:42:01 CDT,GMT-05:00,1622950921628,Completed,2021-06-05,2021-06-05 22:43:31 CDT,1622951011418,1,set_1,26,9,A little,A little,A little,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,A little,Moderately,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,A little bit,Quite a bit,Probably will,Sort of,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-06-06,2021-06-06 21:29:00 CDT,GMT-05:00,1623032940187,Completed,2021-06-06,2021-06-06 21:32:33 CDT,1623033153375,1,set_1,48,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,A little,Not at all,Moderately,Yes,No,0,,,,,,,Sort of,Maybe,,,,Yes,Yes,Yes,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,,Very much so,Probably will,Sort of,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-06-07/phone_promptresponse_clean_2021-06-07.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-06-07,2021-06-07 21:35:00 CDT,GMT-05:00,1623119700205,Completed,2021-06-07,2021-06-07 21:36:44 CDT,1623119804409,1,set_4,25,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-08/phone_promptresponse_clean_2021-06-08.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-06-08,2021-06-08 21:34:00 CDT,GMT-05:00,1623206040322,Completed,2021-06-08,2021-06-08 21:35:57 CDT,1623206157639,1,set_2,24,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Quite a bit,Moderately,Not at all,Quite a bit,No,No,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,Somewhat,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-09/phone_promptresponse_clean_2021-06-09.csv,26,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-06-09,2021-06-09 21:16:31 CDT,GMT-05:00,1623291391865,Completed,2021-06-09,2021-06-09 21:18:23 CDT,1623291503385,1,set_2,25,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,A little bit,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,24,unelectedscrubbeddeflected,Daily,TIME,RANDOM,20,21,2021-06-10,2021-06-10 20:49:00 CDT,GMT-05:00,1623376140282,Completed,2021-06-10,2021-06-10 21:12:16 CDT,1623377536676,2,set_2,23,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,No,No,0,,,,,,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-11/phone_promptresponse_clean_2021-06-11.csv,34,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-06-11,2021-06-11 22:42:00 CDT,GMT-05:00,1623469320239,Completed,2021-06-11,2021-06-11 23:02:35 CDT,1623470555576,2,set_2,23,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-06-12,2021-06-12 22:33:00 CDT,GMT-05:00,1623555180257,Completed,2021-06-12,2021-06-12 22:34:25 CDT,1623555265082,1,set_2,23,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,
