.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
resupplyclappingyahoo@timestudy_com/2020-08-03/phone_promptresponse_clean_2020-08-03.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-03,2020-08-03 22:33:00 PDT,GMT-07:00,1596519180108,Completed,2020-08-03,2020-08-03 22:34:14 PDT,1596519254785,1,set_3,24,9,Not at all,Moderately,Not at all,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-04/phone_promptresponse_clean_2020-08-04.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-04,2020-08-04 22:32:00 PDT,GMT-07:00,1596605520087,Completed,2020-08-04,2020-08-04 22:33:15 PDT,1596605595637,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,but I had a goal,,,,
resupplyclappingyahoo@timestudy_com/2020-08-05/phone_promptresponse_clean_2020-08-05.csv,20,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-05,2020-08-05 21:34:00 PDT,GMT-07:00,1596688440114,Completed,2020-08-05,2020-08-05 21:34:51 PDT,1596688491328,1,set_2,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-06/phone_promptresponse_clean_2020-08-06.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-06,2020-08-06 21:43:00 PDT,GMT-07:00,1596775380132,Completed,2020-08-06,2020-08-06 21:44:52 PDT,1596775492846,1,set_3,23,9,Not at all,Extremely,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-07/phone_promptresponse_clean_2020-08-07.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-07,2020-08-07 21:30:00 PDT,GMT-07:00,1596861000112,Completed,2020-08-07,2020-08-07 21:33:51 PDT,1596861231549,1,set_3,23,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-08/phone_promptresponse_clean_2020-08-08.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-08,2020-08-08 21:43:00 PDT,GMT-07:00,1596948180135,Completed,2020-08-08,2020-08-08 21:44:10 PDT,1596948250039,1,set_4,23,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Very much so,No,No,0,,,,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-09/phone_promptresponse_clean_2020-08-09.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-09,2020-08-09 22:13:00 PDT,GMT-07:00,1597036380090,Completed,2020-08-09,2020-08-09 22:15:00 PDT,1597036500933,1,set_3,46,9,Not at all,Moderately,Not at all,Quite a bit,A little,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Quite a bit,Very much so,No,No,0,Quite a bit,Probably will,No,,,,Sort of,No,Not really,Maybe,Not really,Sort of,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-10/phone_promptresponse_clean_2020-08-10.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-10,2020-08-10 22:40:00 PDT,GMT-07:00,1597124400080,Completed,2020-08-10,2020-08-10 22:41:18 PDT,1597124478299,1,set_3,23,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-11/phone_promptresponse_clean_2020-08-11.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-11,2020-08-11 22:38:00 PDT,GMT-07:00,1597210680213,Completed,2020-08-11,2020-08-11 22:38:34 PDT,1597210714232,1,set_2,23,9,Not at all,Extremely,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Might,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-12/phone_promptresponse_clean_2020-08-12.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-12,2020-08-12 21:45:00 PDT,GMT-07:00,1597293900094,Completed,2020-08-12,2020-08-12 21:45:41 PDT,1597293941267,1,set_3,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-13/phone_promptresponse_clean_2020-08-13.csv,22,resupplyclappingyahoo,Daily,BURST,RANDOM,21,22,2020-08-13,2020-08-13 21:44:00 PDT,GMT-07:00,1597380240101,Completed,2020-08-13,2020-08-13 21:46:30 PDT,1597380390549,1,set_2,23,9,Not at all,Extremely,Not at all,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-14/phone_promptresponse_clean_2020-08-14.csv,22,resupplyclappingyahoo,Daily,BURST,RANDOM,21,22,2020-08-14,2020-08-14 21:33:00 PDT,GMT-07:00,1597465980098,Completed,2020-08-14,2020-08-14 21:34:00 PDT,1597466040766,1,set_1,24,9,Not at all,Extremely,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,Not really,Yes,,,,
resupplyclappingyahoo@timestudy_com/2020-08-15/phone_promptresponse_clean_2020-08-15.csv,22,resupplyclappingyahoo,Daily,BURST,RANDOM,21,22,2020-08-15,2020-08-15 21:44:00 PDT,GMT-07:00,1597553040092,Completed,2020-08-15,2020-08-15 21:44:49 PDT,1597553089226,1,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Might,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-16/phone_promptresponse_clean_2020-08-16.csv,23,resupplyclappingyahoo,Daily,BURST,RANDOM,22,23,2020-08-16,2020-08-16 22:37:00 PDT,GMT-07:00,1597642620107,Completed,2020-08-16,2020-08-16 22:40:40 PDT,1597642840114,1,set_1,48,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,Sort of,Yes,No,No,Not really,Sort of,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,Quite a bit,Definitely will,Sort of,Maybe,Not at all,Not at all,I am not experiencing viral symptoms,
resupplyclappingyahoo@timestudy_com/2020-08-17/phone_promptresponse_clean_2020-08-17.csv,21,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-17,2020-08-17 21:41:00 PDT,GMT-07:00,1597725660091,Completed,2020-08-17,2020-08-17 21:42:16 PDT,1597725736981,1,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-18/phone_promptresponse_clean_2020-08-18.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-18,2020-08-18 22:26:00 PDT,GMT-07:00,1597814760121,Completed,2020-08-18,2020-08-18 22:27:33 PDT,1597814853066,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-19/phone_promptresponse_clean_2020-08-19.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-19,2020-08-19 21:33:00 PDT,GMT-07:00,1597897980101,Completed,2020-08-19,2020-08-19 21:33:55 PDT,1597898035082,1,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-20/phone_promptresponse_clean_2020-08-20.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-20,2020-08-20 21:30:00 PDT,GMT-07:00,1597984200152,Completed,2020-08-20,2020-08-20 21:45:53 PDT,1597985153015,2,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-21/phone_promptresponse_clean_2020-08-21.csv,21,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-21,2020-08-21 21:42:00 PDT,GMT-07:00,1598071320089,Completed,2020-08-21,2020-08-21 21:43:08 PDT,1598071388827,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-22/phone_promptresponse_clean_2020-08-22.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-22,2020-08-22 22:11:00 PDT,GMT-07:00,1598159460090,Completed,2020-08-22,2020-08-22 22:20:17 PDT,1598160017412,2,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-23/phone_promptresponse_clean_2020-08-23.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-23,2020-08-23 22:22:00 PDT,GMT-07:00,1598246520112,Completed,2020-08-23,2020-08-23 22:25:51 PDT,1598246751393,1,set_2,47,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,Yes,Yes,Yes,Yes,Yes,Sort of,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Very much so,Definitely will,Yes,,,,,Moderately,Not at all,I am not experiencing viral symptoms,
resupplyclappingyahoo@timestudy_com/2020-08-24/phone_promptresponse_clean_2020-08-24.csv,21,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-24,2020-08-24 21:44:00 PDT,GMT-07:00,1598330640125,Completed,2020-08-24,2020-08-24 21:44:59 PDT,1598330699525,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-25/phone_promptresponse_clean_2020-08-25.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-25,2020-08-25 22:22:00 PDT,GMT-07:00,1598419320114,Completed,2020-08-25,2020-08-25 22:30:03 PDT,1598419803011,2,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,Very much so,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-26/phone_promptresponse_clean_2020-08-26.csv,21,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-26,2020-08-26 21:44:00 PDT,GMT-07:00,1598503440194,Completed,2020-08-26,2020-08-26 21:45:10 PDT,1598503510557,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Not at all,Not at all,Very much so,No,No,0,Very much so,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-27/phone_promptresponse_clean_2020-08-27.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-08-27,2020-08-27 21:33:00 PDT,GMT-07:00,1598589180117,Completed,2020-08-27,2020-08-27 21:34:03 PDT,1598589243373,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,No,,,,
resupplyclappingyahoo@timestudy_com/2020-08-28/phone_promptresponse_clean_2020-08-28.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-08-28,2020-08-28 22:36:00 PDT,GMT-07:00,1598679360105,Completed,2020-08-28,2020-08-28 22:36:47 PDT,1598679407934,1,set_3,23,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,A little,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-29/phone_promptresponse_clean_2020-08-29.csv,22,resupplyclappingyahoo,Daily,BURST,RANDOM,21,22,2020-08-29,2020-08-29 21:44:00 PDT,GMT-07:00,1598762640112,Completed,2020-08-29,2020-08-29 21:44:49 PDT,1598762689405,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-08-30/phone_promptresponse_clean_2020-08-30.csv,23,resupplyclappingyahoo,Daily,BURST,RANDOM,22,23,2020-08-30,2020-08-30 22:28:00 PDT,GMT-07:00,1598851680112,Completed,2020-08-30,2020-08-30 22:30:25 PDT,1598851825849,1,set_4,47,9,Not at all,Extremely,Not at all,Extremely,Extremely,A little,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,A little,Definitely will,Yes,Yes,Yes,Sort of,Yes,Not really,Not really,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,Moderately,Not at all,I am not experiencing viral symptoms,
resupplyclappingyahoo@timestudy_com/2020-08-31/phone_promptresponse_clean_2020-08-31.csv,23,resupplyclappingyahoo,Daily,BURST,RANDOM,22,23,2020-08-31,2020-08-31 22:25:00 PDT,GMT-07:00,1598937900096,Completed,2020-08-31,2020-08-31 22:26:19 PDT,1598937979242,1,set_1,24,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,Maybe,,,,
resupplyclappingyahoo@timestudy_com/2020-09-01/phone_promptresponse_clean_2020-09-01.csv,22,resupplyclappingyahoo,Daily,BURST,RANDOM,21,22,2020-09-01,2020-09-01 21:48:00 PDT,GMT-07:00,1599022080062,Completed,2020-09-01,2020-09-01 21:48:44 PDT,1599022124552,1,set_2,23,9,Not at all,Extremely,Not at all,Quite a bit,Moderately,Not at all,Not at all,A little,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-09-02/phone_promptresponse_clean_2020-09-02.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-09-02,2020-09-02 22:38:00 PDT,GMT-07:00,1599111480062,Completed,2020-09-02,2020-09-02 22:38:53 PDT,1599111533445,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-09-03/phone_promptresponse_clean_2020-09-03.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-09-03,2020-09-03 22:15:00 PDT,GMT-07:00,1599196500056,Completed,2020-09-03,2020-09-03 22:15:35 PDT,1599196535323,1,set_2,23,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not thought about it,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-09-04/phone_promptresponse_clean_2020-09-04.csv,22,resupplyclappingyahoo,Daily,TIME,RANDOM,21,22,2020-09-04,2020-09-04 21:32:00 PDT,GMT-07:00,1599280320093,Completed,2020-09-04,2020-09-04 21:32:48 PDT,1599280368938,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Not really,,,,,,,,,,,,,,,,,,,,,,,,
resupplyclappingyahoo@timestudy_com/2020-09-05/phone_promptresponse_clean_2020-09-05.csv,23,resupplyclappingyahoo,Daily,TIME,RANDOM,22,23,2020-09-05,2020-09-05 22:16:00 PDT,GMT-07:00,1599369360108,Completed,2020-09-05,2020-09-05 22:17:06 PDT,1599369426262,1,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really,No,,,,
