.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
erasuresafeguardravishing@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-04-27,2021-04-27 21:21:00 EDT,GMT-04:00,1619572860120,Completed,2021-04-27,2021-04-27 21:27:05 EDT,1619573225390,2,set_4,24,9,Moderately,A little,Not at all,A little,A little,Quite a bit,Moderately,Not at all,A little,Not at all,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-04-28,2021-04-28 23:31:00 EDT,GMT-04:00,1619667060121,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-04-29,2021-04-29 23:24:00 EDT,GMT-04:00,1619753040145,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-04-30,2021-04-30 22:13:00 EDT,GMT-04:00,1619835180148,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-01,2021-05-01 22:36:00 EDT,GMT-04:00,1619922960157,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-02,2021-05-02 22:29:00 EDT,GMT-04:00,1620008940061,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-04/phone_promptresponse_clean_2021-05-04.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-03,2021-05-03 22:11:00 EDT,GMT-04:00,1620094260130,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-04,2021-05-04 22:31:00 EDT,GMT-04:00,1620181860146,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-05,2021-05-05 22:15:00 EDT,GMT-04:00,1620267300105,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-05-06,2021-05-06 22:45:00 EDT,GMT-04:00,1620355500117,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-05-07,2021-05-07 20:20:00 EDT,GMT-04:00,1620433200137,Completed,2021-05-07,2021-05-07 20:21:49 EDT,1620433309454,1,set_2,23,9,A little,A little,A little,Moderately,Moderately,A little,A little,Not at all,Not at all,Moderately,A little,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,A little,Probably will,No,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-08/phone_promptresponse_clean_2021-05-08.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-05-08,2021-05-08 21:26:00 EDT,GMT-04:00,1620523560145,Completed,2021-05-08,2021-05-08 21:31:37 EDT,1620523897933,2,set_2,23,9,A little,Quite a bit,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-05-09,2021-05-09 21:14:00 EDT,GMT-04:00,1620609240097,Completed,2021-05-09,2021-05-09 21:19:02 EDT,1620609542407,2,set_1,48,9,Moderately,A little,Moderately,A little,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Very much so,Not at all,A little,Not at all,No,Did not have to work today,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,Sort of,No and I didn't have a goal,Sort of,but had a goal,No,No,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,A lot more,Less,Quite a bit,Moderate
erasuresafeguardravishing@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-10,2021-05-10 22:18:00 EDT,GMT-04:00,1620699480132,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-12/phone_promptresponse_clean_2021-05-12.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-11,2021-05-11 22:49:00 EDT,GMT-04:00,1620787740129,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-13/phone_promptresponse_clean_2021-05-13.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-12,2021-05-12 22:22:00 EDT,GMT-04:00,1620872520120,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-14/phone_promptresponse_clean_2021-05-14.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-13,2021-05-13 22:15:00 EDT,GMT-04:00,1620958500142,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-15/phone_promptresponse_clean_2021-05-15.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-14,2021-05-14 22:32:00 EDT,GMT-04:00,1621045920106,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-15/phone_promptresponse_clean_2021-05-15.csv,24,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-15,2021-05-15 22:18:00 EDT,GMT-04:00,1621131480132,Completed,2021-05-15,2021-05-15 22:24:35 EDT,1621131875932,2,set_1,25,9,A little,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,A little,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,Yes,Did not have to work today,0,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-17/phone_promptresponse_clean_2021-05-17.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-16,2021-05-16 22:34:00 EDT,GMT-04:00,1621218840136,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-17/phone_promptresponse_clean_2021-05-17.csv,24,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-05-17,2021-05-17 21:25:00 EDT,GMT-04:00,1621301100189,Completed,2021-05-17,2021-05-17 21:26:16 EDT,1621301176022,1,set_2,23,9,A little,Moderately,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Not at all,Moderately,A little,A little,Not at all,Moderately,Yes,No,0,,,,,,,,,,,,Very much so,Probably will not,Trying to decide,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-19/phone_promptresponse_clean_2021-05-19.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-18,2021-05-18 22:23:00 EDT,GMT-04:00,1621390980124,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-19/phone_promptresponse_clean_2021-05-19.csv,23,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-05-19,2021-05-19 21:44:00 EDT,GMT-04:00,1621475040129,Completed,2021-05-19,2021-05-19 21:50:45 EDT,1621475445716,2,set_2,24,9,Moderately,Moderately,Quite a bit,Not at all,A little,Quite a bit,Quite a bit,Not at all,Moderately,A little,A little,Very much so,Quite a bit,Moderately,Yes,No,0,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-20/phone_promptresponse_clean_2021-05-20.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-05-20,2021-05-20 21:18:00 EDT,GMT-04:00,1621559880119,Completed,2021-05-20,2021-05-20 21:24:06 EDT,1621560246190,2,set_1,25,9,A little,Moderately,Quite a bit,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Not sure,No,0,Very much so,Definitely will,Yes,but I had a goal,,,,Extremely,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,23,0,2021-05-21,2021-05-21 23:31:00 EDT,GMT-04:00,1621654260146,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,23,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-05-22,2021-05-22 21:16:00 EDT,GMT-04:00,1621732560163,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-24/phone_promptresponse_clean_2021-05-24.csv,2,erasuresafeguardravishing,Daily,BURST,RANDOM,23,0,2021-05-23,2021-05-23 23:24:00 EDT,GMT-04:00,1621826640143,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-24/phone_promptresponse_clean_2021-05-24.csv,23,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-05-24,2021-05-24 20:41:00 EDT,GMT-04:00,1621903260122,Completed,2021-05-24,2021-05-24 22:17:34 EDT,1621909054203,2,set_1,25,9,A little,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Sort of,but I had a goal,,,,Extremely,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-25,2021-05-25 22:29:00 EDT,GMT-04:00,1621996140112,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-05-26,2021-05-26 20:18:00 EDT,GMT-04:00,1622074680124,Completed,2021-05-26,2021-05-26 20:21:13 EDT,1622074873516,1,set_1,26,9,A little,Moderately,Extremely,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,No,0,Very much so,Definitely will,Yes,Yes,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-27/phone_promptresponse_clean_2021-05-27.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-05-27,2021-05-27 21:35:00 EDT,GMT-04:00,1622165700128,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-05-28,2021-05-28 20:46:00 EDT,GMT-04:00,1622249160198,Completed,2021-05-28,2021-05-28 20:47:16 EDT,1622249236991,1,set_4,24,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,No,0,,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-30/phone_promptresponse_clean_2021-05-30.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-29,2021-05-29 22:36:00 EDT,GMT-04:00,1622342160115,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-05-31/phone_promptresponse_clean_2021-05-31.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-30,2021-05-30 22:33:00 EDT,GMT-04:00,1622428380119,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-01/phone_promptresponse_clean_2021-06-01.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-05-31,2021-05-31 22:19:00 EDT,GMT-04:00,1622513940093,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-01/phone_promptresponse_clean_2021-06-01.csv,23,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-06-01,2021-06-01 21:29:00 EDT,GMT-04:00,1622597340107,Completed,2021-06-01,2021-06-01 21:54:09 EDT,1622598849337,2,set_2,23,9,Moderately,Moderately,Quite a bit,A little,Extremely,Not at all,A little,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-03/phone_promptresponse_clean_2021-06-03.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-02,2021-06-02 22:21:00 EDT,GMT-04:00,1622686860110,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-03/phone_promptresponse_clean_2021-06-03.csv,23,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-06-03,2021-06-03 21:15:00 EDT,GMT-04:00,1622769300079,Completed,2021-06-03,2021-06-03 21:16:32 EDT,1622769392156,1,set_3,23,9,A little,A little,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Quite a bit,Not at all,A little,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-05/phone_promptresponse_clean_2021-06-05.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-06-04,2021-06-04 23:17:00 EDT,GMT-04:00,1622863020087,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-05/phone_promptresponse_clean_2021-06-05.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-06-05,2021-06-05 20:48:00 EDT,GMT-04:00,1622940480115,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,23,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-06-06,2021-06-06 22:44:00 EDT,GMT-04:00,1623033840123,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-07/phone_promptresponse_clean_2021-06-07.csv,23,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-06-07,2021-06-07 21:32:00 EDT,GMT-04:00,1623115920169,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-09/phone_promptresponse_clean_2021-06-09.csv,2,erasuresafeguardravishing,Daily,BURST,RANDOM,23,0,2021-06-08,2021-06-08 23:36:00 EDT,GMT-04:00,1623209760136,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-09/phone_promptresponse_clean_2021-06-09.csv,39,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-09,2021-06-09 22:22:02 EDT,GMT-04:00,1623291722854,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,30,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-06-10,2021-06-10 21:28:00 EDT,GMT-04:00,1623374880130,Completed,2021-06-10,2021-06-10 21:45:39 EDT,1623375939051,2,set_3,24,9,A little,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Very much so,Not at all,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-11/phone_promptresponse_clean_2021-06-11.csv,10,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-11,2021-06-11 22:42:00 EDT,GMT-04:00,1623465720129,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,28,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-06-12,2021-06-12 20:36:00 EDT,GMT-04:00,1623544560136,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-13/phone_promptresponse_clean_2021-06-13.csv,26,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-06-13,2021-06-13 20:11:00 EDT,GMT-04:00,1623629460129,Completed,2021-06-13,2021-06-13 21:14:41 EDT,1623633281057,2,set_2,48,9,Moderately,A little,A little,A little,Moderately,A little,Not at all,Not at all,Not at all,A little,Not at all,Very much so,Not at all,A little,No,Did not have to work today,0,,,,,,,,Somewhat,,,,Not at all,Probably will not,Trying to decide,No,No and I didn't have a goal,Sort of,but had a goal,Sort of,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,Less,More,Moderate,Very little
erasuresafeguardravishing@timestudy_com/2021-06-15/phone_promptresponse_clean_2021-06-15.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-14,2021-06-14 22:14:00 EDT,GMT-04:00,1623723240111,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
