.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
endlessroamerreconfirm@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,22,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-03-30,2021-03-30 20:17:00 CDT,GMT-05:00,1617153420102,Completed,2021-03-30,2021-03-30 20:27:39 CDT,1617154059233,2,set_4,24,9,Not at all,Extremely,A little,Extremely,A little,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,Not at all,,,,
endlessroamerreconfirm@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,23,endlessroamerreconfirm,Daily,TIME,RANDOM,22,23,2021-03-31,2021-03-31 22:34:00 CDT,GMT-05:00,1617248040097,Completed,2021-03-31,2021-03-31 22:36:34 CDT,1617248194210,1,set_3,23,9,Not at all,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,9,endlessroamerreconfirm,Daily,TIME,RANDOM,8,9,2021-04-02,2021-04-02 08:33:00 CDT,GMT-05:00,1617370380121,Completed,2021-04-02,2021-04-02 08:34:16 CDT,1617370456345,1,set_3,24,9,Not at all,Moderately,Extremely,A little,A little,Moderately,Moderately,Moderately,Not at all,A little,Very much so,Moderately,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,Not at all,,,,
endlessroamerreconfirm@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,24,endlessroamerreconfirm,Daily,TIME,RANDOM,23,0,2021-04-02,2021-04-02 23:47:00 CDT,GMT-05:00,1617425220143,Completed,2021-04-02,2021-04-02 23:48:27 CDT,1617425307942,1,set_2,23,9,Not at all,Moderately,Moderately,A little,A little,A little,Moderately,Moderately,Not at all,A little,Very much so,Not at all,Not at all,Not at all,No,No,0,Quite a bit,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,1,endlessroamerreconfirm,Daily,TIME,RANDOM,0,1,2021-04-04,2021-04-04 00:44:00 CDT,GMT-05:00,1617515040096,Completed,2021-04-04,2021-04-04 00:51:08 CDT,1617515468872,2,set_2,47,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,No,0,Very much so,Definitely will,Yes,Yes,Yes,Yes,No,Sort of,,,Yes,,A little,Not at all,I am not experiencing viral symptoms,3 days,5 or more days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,21,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-04,2021-04-04 20:35:00 CDT,GMT-05:00,1617586500109,Completed,2021-04-04,2021-04-04 20:52:36 CDT,1617587556565,2,set_3,47,9,Not at all,Quite a bit,A little,A little,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,Sort of,Yes,Yes,No,Not really,,,Yes,,A little,Not at all,I am not experiencing viral symptoms,2 days,5 or more days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,Quite a bit,Might,Not really,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,22,endlessroamerreconfirm,Daily,TIME,RANDOM,21,22,2021-04-05,2021-04-05 21:13:00 CDT,GMT-05:00,1617675180172,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,21,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-06,2021-04-06 20:41:00 CDT,GMT-05:00,1617759660125,Completed,2021-04-06,2021-04-06 20:47:51 CDT,1617760071436,2,set_1,24,9,Not at all,Moderately,Quite a bit,Not at all,A little,Moderately,Quite a bit,Moderately,A little,A little,Not at all,Moderately,Moderately,Not at all,Yes,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,No
endlessroamerreconfirm@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,21,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-07,2021-04-07 20:21:00 CDT,GMT-05:00,1617844860178,Completed,2021-04-07,2021-04-07 21:00:56 CDT,1617847256264,2,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes
endlessroamerreconfirm@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,21,endlessroamerreconfirm,Daily,BURST,RANDOM,22,23,2021-04-08,2021-04-08 22:18:58 CDT,GMT-05:00,1617938338102,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,24,endlessroamerreconfirm,Daily,BURST,RANDOM,23,0,2021-04-09,2021-04-09 23:38:00 CDT,GMT-05:00,1618029480123,Completed,2021-04-09,2021-04-09 23:43:40 CDT,1618029820910,2,set_1,24,9,Not at all,Moderately,Quite a bit,A little,A little,Not at all,Moderately,A little,Not at all,Moderately,Moderately,Moderately,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes
endlessroamerreconfirm@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,1,endlessroamerreconfirm,Daily,BURST,RANDOM,0,1,2021-04-11,2021-04-11 00:57:20 CDT,GMT-05:00,1618120640465,Completed,2021-04-11,2021-04-11 01:15:25 CDT,1618121725876,1,set_4,48,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Sort of,Yes,Yes,No,Not really,Very much so,Definitely will,Yes,Yes,Moderately,Not at all,I am not experiencing viral symptoms,1 day,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Quite a bit,,,,Somewhat,,,,
endlessroamerreconfirm@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,22,endlessroamerreconfirm,Daily,BURST,RANDOM,20,21,2021-04-11,2021-04-11 20:27:00 CDT,GMT-05:00,1618190820148,Completed,2021-04-11,2021-04-11 20:35:52 CDT,1618191352895,2,set_1,48,9,Not at all,Quite a bit,Moderately,A little,A little,Quite a bit,Extremely,Extremely,Moderately,A little,A little,Not at all,A little,Quite a bit,No,Did not have to work today,0,,,,Yes,Yes,Sort of,No,Yes,,,Yes,,Moderately,Not at all,I am not experiencing viral symptoms,0 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Extremely,Quite a bit,,,,,Very much so,Definitely will,Yes,but I had a goal
endlessroamerreconfirm@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,21,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-12,2021-04-12 20:47:00 CDT,GMT-05:00,1618278420132,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,27,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-13,2021-04-13 20:47:00 CDT,GMT-05:00,1618364820143,Completed,2021-04-13,2021-04-13 20:49:20 CDT,1618364960456,1,set_3,23,9,Not at all,Moderately,A little,Quite a bit,Not at all,A little,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,A little,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,22,endlessroamerreconfirm,Daily,TIME,RANDOM,21,22,2021-04-14,2021-04-14 21:22:00 CDT,GMT-05:00,1618453320108,Completed,2021-04-14,2021-04-14 21:23:27 CDT,1618453407754,1,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,A little,Very much so,Very much so,Not at all,Moderately,Very much so,No,No,0,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,Not at all,,,,
endlessroamerreconfirm@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,20,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-15,2021-04-15 20:38:00 CDT,GMT-05:00,1618537080116,Completed,2021-04-15,2021-04-15 20:44:40 CDT,1618537480613,2,set_2,24,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,A little,A little,Not at all,A little,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,22,endlessroamerreconfirm,Daily,TIME,RANDOM,21,22,2021-04-16,2021-04-16 21:31:00 CDT,GMT-05:00,1618626660129,Completed,2021-04-16,2021-04-16 21:33:32 CDT,1618626812114,1,set_2,23,9,Not at all,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,Moderately,Quite a bit,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,1,endlessroamerreconfirm,Daily,TIME,RANDOM,0,1,2021-04-18,2021-04-18 00:10:00 CDT,GMT-05:00,1618722600183,Completed,2021-04-18,2021-04-18 00:13:53 CDT,1618722833220,1,set_3,47,9,Not at all,Moderately,A little,Moderately,Not at all,Moderately,A little,Moderately,Not at all,Moderately,Quite a bit,Moderately,Not at all,Not at all,No,No,0,,,,Yes,No,Yes,No,Sort of,,,Yes,,Moderately,Not at all,I am not experiencing viral symptoms,0 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Extremely,Moderate,Very much so,Definitely will,Yes,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,17,endlessroamerreconfirm,Daily,TIME,RANDOM,21,22,2021-04-18,2021-04-18 21:20:00 CDT,GMT-05:00,1618798800135,Completed,2021-04-18,2021-04-18 21:58:29 CDT,1618801109114,2,set_4,47,9,A little,Moderately,A little,Moderately,Moderately,Quite a bit,Extremely,Extremely,A little,A little,Moderately,Moderately,Not at all,Not at all,No,No,0,,,,Yes,Maybe,Yes,No,Yes,Very much so,Definitely will,Yes,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,4 days,Neither more nor less,Less,Less,Quite a bit,Quite a bit,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,24,endlessroamerreconfirm,Daily,TIME,RANDOM,23,0,2021-04-19,2021-04-19 23:15:00 CDT,GMT-05:00,1618892100108,Completed,2021-04-19,2021-04-19 23:28:37 CDT,1618892917616,2,set_3,23,9,A little,A little,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Not at all,Moderately,A little,Not at all,A little,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,24,endlessroamerreconfirm,Daily,TIME,RANDOM,23,0,2021-04-20,2021-04-20 23:10:00 CDT,GMT-05:00,1618978200126,Completed,2021-04-20,2021-04-20 23:26:24 CDT,1618979184951,2,set_1,26,9,Not at all,A little,Moderately,Moderately,Not at all,Quite a bit,Moderately,A little,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,A little,Probably will,Sort of,but I had a goal
endlessroamerreconfirm@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,23,endlessroamerreconfirm,Daily,TIME,RANDOM,20,21,2021-04-21,2021-04-21 20:16:00 CDT,GMT-05:00,1619054160152,Completed,2021-04-21,2021-04-21 21:18:21 CDT,1619057901464,2,set_4,23,9,A little,A little,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,Extremely,Quite a bit,A little,Moderately,Not at all,A little,Not at all,No,No,0,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,1,endlessroamerreconfirm,Daily,TIME,RANDOM,22,23,2021-04-22,2021-04-22 22:38:00 CDT,GMT-05:00,1619149080158,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,1,endlessroamerreconfirm,Daily,TIME,RANDOM,0,1,2021-04-24,2021-04-24 00:17:00 CDT,GMT-05:00,1619241420135,Completed,2021-04-24,2021-04-24 00:18:24 CDT,1619241504864,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,1,endlessroamerreconfirm,Daily,BURST,RANDOM,0,1,2021-04-25,2021-04-25 00:42:00 CDT,GMT-05:00,1619329320118,Completed,2021-04-25,2021-04-25 00:47:20 CDT,1619329640084,2,set_1,49,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,Not really,Yes,Sort of,Maybe,Yes,,,Yes,,Quite a bit,Not at all,I am not experiencing viral symptoms,3 days,3 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Quite a bit,,,,A little bit,Quite a bit,Definitely will,Sort of,Yes
endlessroamerreconfirm@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,22,endlessroamerreconfirm,Daily,BURST,RANDOM,21,22,2021-04-25,2021-04-25 21:30:00 CDT,GMT-05:00,1619404200167,Completed,2021-04-25,2021-04-25 21:34:05 CDT,1619404445065,1,set_2,47,9,Extremely,A little,A little,Moderately,Not at all,Extremely,Extremely,Extremely,Very much so,A little,Moderately,A little,A little,A little,No,Did not have to work today,0,A little,Might,Trying to decide,Sort of,Maybe,Sort of,Yes,Yes,,,Yes,,Moderately,Not at all,I am not experiencing viral symptoms,2 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Quite a bit,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,23,endlessroamerreconfirm,Daily,BURST,RANDOM,22,23,2021-04-26,2021-04-26 22:47:00 CDT,GMT-05:00,1619495220122,Completed,2021-04-26,2021-04-26 22:59:27 CDT,1619495967974,2,set_1,24,9,Extremely,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,Very much so,Moderately,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Maybe
endlessroamerreconfirm@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,23,endlessroamerreconfirm,Daily,BURST,RANDOM,20,21,2021-04-27,2021-04-27 20:43:00 CDT,GMT-05:00,1619574180131,Completed,2021-04-27,2021-04-27 21:30:50 CDT,1619577050202,2,set_4,23,9,A little,Moderately,Moderately,Moderately,A little,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Quite a bit,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,309,endlessroamerreconfirm,Daily,TIME,RANDOM,21,22,2021-04-28,2021-04-28 21:30:00 CDT,GMT-05:00,1619663400124,Completed,2021-04-28,2021-04-28 21:55:35 CDT,1619664935957,2,set_3,25,9,Not at all,Moderately,Not at all,Quite a bit,A little,Not at all,A little,A little,A little,Quite a bit,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Not at all,,,,
endlessroamerreconfirm@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,194,endlessroamerreconfirm,Daily,TIME,RANDOM,22,23,2021-04-29,2021-04-29 22:18:00 CDT,GMT-05:00,1619752680140,Completed,2021-04-29,2021-04-29 22:19:09 CDT,1619752749917,1,set_3,23,9,Not at all,A little,Moderately,Quite a bit,Not at all,Moderately,Extremely,Extremely,Very much so,Quite a bit,Moderately,Not at all,Quite a bit,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,
endlessroamerreconfirm@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,25,endlessroamerreconfirm,Daily,TIME,RANDOM,23,0,2021-04-30,2021-04-30 23:45:00 CDT,GMT-05:00,1619844300127,Completed,2021-04-30,2021-04-30 23:56:09 CDT,1619844969469,2,set_4,23,9,A little,A little,A little,Moderately,Moderately,Quite a bit,Extremely,Moderately,Very much so,Quite a bit,A little,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,1,endlessroamerreconfirm,Daily,TIME,RANDOM,23,0,2021-05-01,2021-05-01 23:19:00 CDT,GMT-05:00,1619929140138,PartiallyCompleted,,,,,set_3,14,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endlessroamerreconfirm@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,23,endlessroamerreconfirm,Daily,TIME,RANDOM,21,22,2021-05-02,2021-05-02 21:12:00 CDT,GMT-05:00,1620007920129,Completed,2021-05-02,2021-05-02 21:15:14 CDT,1620008114650,1,set_1,48,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,A little,Not at all,Moderately,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,Yes,Maybe,Yes,No,Yes,,,Yes,,Quite a bit,Not at all,I am not experiencing viral symptoms,2 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Very little,,,,,Quite a bit,Definitely will,Yes,Yes
